ticker,EVGI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,77.7778
2000-01-11,-43.75
2000-01-26,11.1111
2000-01-31,40.0
2000-02-01,-28.5714
2000-02-14,80.0
2000-05-23,-33.3333
2000-08-09,0.0
2000-09-19,0.0
2000-10-24,8.3333
2000-11-01,0.0
2000-11-20,0.0
2000-12-12,0.0
2000-12-18,0.0
2000-12-22,0.0
2000-12-26,0.0
2001-03-06,0.0
2001-03-13,61.5385
2001-03-14,-38.0952
2001-03-21,0.0
2001-05-09,0.0
2001-09-18,23.0769
2001-10-01,-12.5
2001-10-08,0.0
2002-03-04,22.8571
2002-04-12,0.0
2002-04-22,-30.2326
2002-04-26,0.0
2002-05-09,0.0
2002-05-21,0.0
2002-05-24,0.0
2002-10-30,-33.3333
2003-01-21,99.5
2003-01-28,-74.9373
2003-02-03,0.0
2003-02-14,0.0
2003-03-18,100.0
2003-03-19,-12.5
2003-04-17,14.2857
2003-09-10,-10.0
2003-10-14,-70.0
2003-11-12,0.0
2003-11-18,270.3704
2003-11-24,-50.0
2003-12-17,1.0
2003-12-19,-0.9901
2003-12-31,0.0
2004-01-13,0.0
2004-01-21,110.0
2004-02-19,185.7143
2004-03-17,-33.3333
2004-03-26,12.5
2004-04-20,0.0
2004-04-27,0.0
2004-06-02,3.4483
2004-07-22,0.0
2004-08-18,0.0
2004-10-22,0.0
2004-12-06,-11.1111
2004-12-07,9.75
2004-12-09,-8.8838
2004-12-13,0.0
2005-01-28,-25.0
2005-02-17,0.0
2005-03-29,0.0
2005-08-05,15.0
2005-09-23,0.0
2005-10-11,-13.0435
2005-11-18,0.0
2005-12-01,0.0
2005-12-28,0.0
2006-01-25,0.0
2006-03-16,0.0
2006-04-04,0.0
2006-09-06,-8.3333
2006-09-07,-25.4545
2006-09-13,35.6098
2006-11-09,25.8993
2006-11-13,42.8571
2006-11-14,0.0
2006-11-15,0.0
2006-11-16,-43.0
2006-11-17,-21.0526
2007-03-22,-8.8889
2007-08-01,-2.439
2007-09-12,12.5
2007-11-21,-51.1111
2007-12-21,13.6364
2008-01-15,40.0
2008-01-25,-32.0
2008-11-11,-36.9748
2009-04-03,-28.0
2010-03-04,-7.4074
2010-03-05,300.0
2010-05-28,-58.2656
2010-09-17,-9.0902
2010-12-20,-85.5037
2011-01-21,0.9091
2011-08-15,0.0
2011-09-12,0.0
2018-06-13,-90.0901
2018-07-31,17900.0
2018-08-01,0.5051
2018-08-02,0.5025
2018-08-03,25.0
2018-08-06,60.0
2018-08-07,0.0
2018-08-08,12.0
2018-08-09,-6.25
2018-08-13,-16.6667
2018-08-14,-42.8571
2018-08-15,0.0
2018-08-21,25.0
2018-08-31,-2.0
2018-09-05,2.0408
2018-10-22,-19.6
2018-10-23,0.0
2018-10-29,0.0
2018-10-31,-12.9353
2018-11-05,14.2857
2018-11-14,0.0
2019-01-15,-12.5
2019-01-16,-20.0
2019-01-18,-3.5714
2019-01-23,-11.1111
2019-01-24,0.0
2019-01-28,25.0
2019-01-29,26.6667
2019-01-31,-7.8947
2019-02-01,8.5714
2019-02-06,5.2632
2019-02-26,-5.0
2019-03-21,0.0
2019-05-03,0.0
2019-05-06,5.2632
2019-05-14,50.0
2019-05-17,0.0
2019-06-10,-25.0
2019-06-11,11.1111
2019-06-12,0.0
2019-06-14,12.0
2019-06-18,0.0
2019-07-05,-10.7143
2019-07-19,-20.0
2019-07-22,-7.5
2019-08-08,-9.7297
2019-10-15,-10.1796
2019-10-18,6.6667
2019-11-12,25.0
2019-11-13,0.0
2019-11-18,0.0
2019-12-24,-25.0
2020-01-07,0.0
2020-02-28,-3.3333
2020-03-17,-13.7931
2020-04-30,-32.0
2020-05-01,-40.0
2020-05-04,-13.7255
2020-05-07,93.1818
2020-05-08,-50.5882
