ticker,LTGJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-06-18,-47.0588
2012-06-19,-22.2222
2012-06-20,-37.1429
2012-06-21,145.4545
2012-06-22,44.4444
2012-06-26,-35.8974
2012-06-27,10.0
2012-06-28,9.0909
2012-06-29,3.3333
2012-07-25,-38.7097
2013-02-06,-7.8947
2013-02-13,11.4286
2013-02-20,-5.641
2013-02-22,-33.1522
2013-02-28,-2.439
2013-03-04,0.0
2013-03-05,-16.6667
2013-03-08,0.0
2013-03-12,-50.0
2013-03-20,140.0
2013-03-21,4.1667
2013-03-22,0.0
2013-03-25,20.0
2013-03-27,0.0
2013-04-05,0.0
2013-05-07,100.0
2013-05-08,0.0
2013-06-12,-66.3333
2013-06-13,58.4158
2013-07-16,-21.875
2013-07-30,21.2
2013-10-08,-17.4917
2013-10-09,-19.2
2013-10-10,-45.5446
2013-10-11,0.0
2013-10-14,36.3636
2013-10-15,0.0
2013-10-16,0.0
2013-10-17,20.0
2013-10-22,-23.3333
2013-10-25,1.4493
2013-10-28,-10.4286
2013-11-14,1.2759
2013-11-26,-7.874
2013-12-05,-12.8205
2014-02-10,-50.9804
2014-06-04,-12.0
2014-06-05,0.0
2014-06-09,0.0
2014-06-11,0.0
2014-06-12,12.7273
2014-06-17,-11.2903
2014-06-18,127.2727
2014-06-19,2.0
2014-06-20,47.0588
2014-06-25,-58.6667
2014-07-02,0.0
2014-07-07,-51.6129
2014-07-08,60.0
2014-07-09,0.0
2014-07-11,-37.5
2014-07-15,4.0
2014-07-17,-21.1538
2014-07-24,-18.6992
2014-07-28,10.0
2014-07-29,-9.0909
2014-08-04,0.0
2014-08-05,-20.0
2014-09-08,-37.5
2014-09-15,0.0
2014-09-16,0.0
2014-10-06,0.0
2014-10-29,0.0
2015-04-16,102.0
2015-04-29,18.8119
2015-05-05,-58.3333
2015-05-07,0.0
2015-05-19,208.0
2015-10-05,-67.5325
2015-12-08,-80.0
2016-05-06,0.0
2016-11-08,301.25
2016-12-14,17.134
2016-12-15,6.383
2017-01-06,-60.0
2017-01-24,76.875
2017-01-27,13.0742
2017-01-30,0.0
2017-02-01,25.0
2017-02-06,-30.75
2017-02-23,38.6282
2017-03-14,4.1667
2017-03-15,-38.0
2017-03-23,190.3226
2017-04-24,-11.1111
2017-04-27,-12.5
2017-04-28,17.1429
2017-05-23,-14.6341
2017-06-15,7.1429
2017-09-20,8.6667
2017-10-02,-14.1104
2017-10-03,-14.2857
2017-10-04,0.0
2017-10-06,10.0
