ticker,BY US Equity
2017-11-17,-0.3066
2017-11-20,2.0502
2017-11-21,0.1507
2017-11-22,1.4544000000000001
2017-11-24,-2.4716
2017-11-27,0.4055
2017-11-28,3.685
2017-11-29,2.8238
2017-11-30,1.089
2017-12-01,2.7166
2017-12-04,4.5600000000000005
2017-12-05,1.0467
2017-12-06,-2.1148
2017-12-07,-2.425
2017-12-08,-0.6326
2017-12-11,-3.1833
2017-12-12,-0.6576
2017-12-13,0.9456
2017-12-14,-0.8431
2017-12-15,1.6059999999999999
2017-12-18,1.4412
2017-12-19,0.4125
2017-12-20,-0.3651
2017-12-21,-0.3207
2017-12-22,-0.8272
2017-12-26,-0.0463
2017-12-27,6.2587
2017-12-28,0.3054
2017-12-29,-0.087
2018-01-02,-0.4789
2018-01-03,-2.231
2018-01-04,-1.387
2018-01-05,0.5445
2018-01-08,0.2708
2018-01-09,1.2601
2018-01-10,0.1333
2018-01-11,0.9765
2018-01-12,1.3187
2018-01-16,-1.6486
2018-01-17,1.7203
2018-01-18,-1.8213
2018-01-19,0.7951
2018-01-22,-0.5259
2018-01-23,0.4846
2018-01-24,-1.4466999999999999
2018-01-25,0.6228
2018-01-26,0.2653
2018-01-29,0.485
2018-01-30,-0.6143
2018-01-31,-1.2362
2018-02-01,1.207
2018-02-02,-0.4859
2018-02-05,-2.7963
2018-02-06,1.2328999999999999
2018-02-07,1.3081
2018-02-08,-2.1817
2018-02-09,0.091
2018-02-12,-0.8186
2018-02-13,0.917
2018-02-14,1.2267000000000001
2018-02-15,0.6284
2018-02-16,-0.0446
2018-02-20,0.1339
2018-02-21,0.0446
2018-02-22,1.4254
2018-02-23,0.5709
2018-02-26,1.31
2018-02-27,-0.6466
2018-02-28,0.0434
2018-03-01,1.9948000000000001
2018-03-02,-0.7228
2018-03-05,0.0857
2018-03-06,-0.0428
2018-03-07,-0.0428
2018-03-08,-0.0857
2018-03-09,-0.1715
2018-03-12,-0.5152
2018-03-13,-0.6905
2018-03-14,-0.0435
2018-03-15,-0.1304
2018-03-16,0.6095
2018-03-19,0.2164
2018-03-20,4.9655000000000005
2018-03-21,-3.332
2018-03-22,-2.9362
2018-03-23,-2.8935
2018-03-26,4.4244
2018-03-27,-0.735
2018-03-28,0.4355
2018-03-29,-0.5637
2018-04-02,-1.7008
2018-04-03,2.4401
2018-04-04,-0.3465
2018-04-05,1.043
2018-04-06,-0.4731
2018-04-09,0.5186
2018-04-10,2.2356
2018-04-11,-3.6165000000000003
2018-04-12,0.2618
2018-04-13,-0.7833
2018-04-16,0.7895
2018-04-17,-0.4787
2018-04-18,0.1749
2018-04-19,1.0912
2018-04-20,-1.1226
2018-04-23,0.1747
2018-04-24,-0.1744
2018-04-25,-0.0437
2018-04-26,-0.0437
2018-04-27,-5.8566
2018-04-30,-1.3463
2018-05-01,1.3176
2018-05-02,-1.1612
2018-05-03,-1.3628
2018-05-04,0.4288
2018-05-07,0.3321
2018-05-08,0.7092
2018-05-09,0.6103
2018-05-10,-0.6066
2018-05-11,0.1878
2018-05-14,-0.7498
2018-05-15,2.9273
2018-05-16,0.2294
2018-05-17,0.0915
2018-05-18,-0.2743
2018-05-21,1.9257
2018-05-22,0.045
2018-05-23,-0.2248
2018-05-24,0.2253
2018-05-25,-0.045
2018-05-29,-1.7993999999999999
2018-05-30,0.0458
2018-05-31,-1.0073
2018-06-01,0.7863
2018-06-04,1.0555
2018-06-05,-0.8174
2018-06-06,0.9615
2018-06-07,-0.6803
2018-06-08,0.3653
2018-06-11,-0.2275
2018-06-12,0.6384
2018-06-13,-0.9968
2018-06-14,-0.2288
2018-06-15,0.2752
2018-06-18,4.849
2018-06-19,0.6545
2018-06-20,4.0312
2018-06-21,1.375
2018-06-22,-2.1373
2018-06-25,-2.8559
2018-06-26,-0.0865
2018-06-27,-1.7309
2018-06-28,-0.9247
2018-06-29,-0.7111
2018-07-02,0.9848
2018-07-03,-0.7535
2018-07-05,1.8312
2018-07-06,0.3509
2018-07-09,0.5682
2018-07-10,-0.6084
2018-07-11,-1.5741
2018-07-12,0.3554
2018-07-13,-1.0181
2018-07-16,1.6995
2018-07-17,0.3518
2018-07-18,0.2191
2018-07-19,-0.2186
2018-07-20,0.3506
2018-07-23,0.5677
2018-07-24,-1.6934
2018-07-25,-0.8834
2018-07-26,0.3565
2018-07-27,-0.1776
2018-07-30,0.2669
2018-07-31,0.0
2018-08-01,-0.0444
2018-08-02,0.0888
2018-08-03,-0.2661
2018-08-06,0.4891
2018-08-07,0.3982
2018-08-08,0.617
2018-08-09,1.2265
2018-08-10,0.6058
2018-08-13,0.129
2018-08-14,0.6873
2018-08-15,-0.8106
2018-08-16,1.2473
2018-08-17,1.3169
2018-08-20,-2.0545
2018-08-21,1.9264000000000001
2018-08-22,1.008
2018-08-23,-0.3742
2018-08-24,0.4174
2018-08-27,-0.6234
2018-08-28,-2.3839
2018-08-29,-0.0857
2018-08-30,0.0858
2018-08-31,-2.1851
2018-09-04,0.876
2018-09-05,0.2605
2018-09-06,-0.3032
2018-09-07,0.9123
2018-09-10,-0.3013
2018-09-11,-0.6045
2018-09-12,-0.391
2018-09-13,-0.3489
2018-09-14,0.4376
2018-09-17,0.2179
2018-09-18,0.6957
2018-09-19,-1.3385
2018-09-20,0.0875
2018-09-21,1.5304
2018-09-24,-1.7657
2018-09-25,-0.7891
2018-09-26,0.4861
2018-09-27,0.088
2018-09-28,-0.2636
2018-10-01,-2.0705
2018-10-02,-2.5641
2018-10-03,2.9086
2018-10-04,-0.2243
2018-10-05,-1.0342
2018-10-08,1.6811
2018-10-09,-0.1787
2018-10-10,-1.4772
2018-10-11,-2.2263
2018-10-12,-1.3476
2018-10-15,-0.2355
2018-10-16,-0.2833
2018-10-17,0.8523
2018-10-18,-2.2535
2018-10-19,-1.7290999999999999
2018-10-22,-2.4438
2018-10-23,-1.5531000000000001
2018-10-24,-3.6641
2018-10-25,5.2298
2018-10-26,1.4056
2018-10-29,0.6436
2018-10-30,6.2469
2018-10-31,1.8519
2018-11-01,-0.3182
2018-11-02,-1.0032
2018-11-05,-0.8752
2018-11-06,1.8587
2018-11-07,0.2281
2018-11-08,-0.5462
2018-11-09,-0.5492
2018-11-12,-1.7027
2018-11-13,0.6554
2018-11-14,-1.907
2018-11-15,0.4742
2018-11-16,0.7079
2018-11-19,-0.7498
2018-11-20,-2.3135
2018-11-21,-1.305
2018-11-23,0.8325
2018-11-26,0.9713
2018-11-27,-0.3848
2018-11-28,1.1589
2018-11-29,-1.3365
2018-11-30,0.3387
2018-12-03,-1.2536
2018-12-04,-4.0527
2018-12-06,-1.2214
2018-12-07,-1.185
2018-12-10,0.3128
2018-12-11,-1.4033
2018-12-12,1.2652
2018-12-13,-4.2166
2018-12-14,-1.413
2018-12-17,0.2205
2018-12-18,-2.6403
2018-12-19,-4.2938
2018-12-20,-2.3613
2018-12-21,-3.5067
2018-12-24,-2.1303
2018-12-26,0.8323
2018-12-27,0.254
2018-12-28,5.0665
2018-12-31,0.4219
2019-01-02,0.8403
2019-01-03,0.5952
2019-01-04,3.3136
2019-01-07,0.1718
2019-01-08,0.972
2019-01-09,0.453
2019-01-10,-2.7621
2019-01-11,0.2319
2019-01-14,-0.6362
2019-01-15,0.6403
2019-01-16,2.487
2019-01-17,-0.0564
2019-01-18,0.734
2019-01-22,-1.009
2019-01-23,-0.6795
2019-01-24,-1.0832
2019-01-25,3.0548
2019-01-28,3.4676
2019-01-29,0.5946
2019-01-30,0.5911
2019-01-31,0.9081
2019-02-01,-0.6353
2019-02-04,1.0123
2019-02-05,-0.6857
2019-02-06,0.0531
2019-02-07,0.0531
2019-02-08,-0.9019
2019-02-11,0.9636
2019-02-12,2.2800000000000002
2019-02-13,1.3477999999999999
2019-02-14,0.2558
2019-02-15,1.5816
2019-02-19,1.6575
2019-02-20,0.5929
2019-02-21,-0.3929
2019-02-22,0.0493
2019-02-25,0.2957
2019-02-26,-0.1966
2019-02-27,0.5416
2019-02-28,0.0979
2019-03-01,0.2935
2019-03-04,-1.2683
2019-03-05,-0.2964
2019-03-06,-3.5183
2019-03-07,-1.6436
2019-03-08,0.6266
2019-03-11,1.1936
2019-03-12,-0.7692
2019-03-13,0.3101
2019-03-14,-0.5667
2019-03-15,2.9016
2019-03-18,-0.8056
2019-03-19,-1.3197999999999999
2019-03-20,-0.9774
2019-03-21,-1.6623
2019-03-22,-5.177
2019-03-25,-1.1699
2019-03-26,1.4656
2019-03-27,2.1667
2019-03-28,1.3594
2019-03-29,-0.8584
2019-04-01,3.1385
2019-04-02,0.0
2019-04-03,-0.4722
2019-04-04,-0.369
2019-04-05,0.7407
2019-04-08,-0.5252
2019-04-09,-1.0032
2019-04-10,0.32
2019-04-11,0.4785
2019-04-12,1.2169
2019-04-15,-0.9932
2019-04-16,0.3696
2019-04-17,-0.1052
2019-04-18,-0.0527
2019-04-22,-0.6849
2019-04-23,2.9177999999999997
2019-04-24,0.567
2019-04-25,0.205
2019-04-26,1.023
2019-04-29,1.9747
2019-04-30,-0.5958
2019-05-01,-0.1998
2019-05-02,-0.3003
2019-05-03,1.5562
2019-05-06,0.692
2019-05-07,-1.9637
2019-05-08,-0.7511
2019-05-09,-0.555
2019-05-10,1.2177
2019-05-13,-3.9098
2019-05-14,1.4085
2019-05-15,0.1543
2019-05-16,0.1027
2019-05-17,-0.9749
2019-05-20,0.3109
2019-05-21,0.9298
2019-05-22,-1.74
2019-05-23,-1.5104
2019-05-24,1.2692
2019-05-28,-0.47
2019-05-29,1.3641
2019-05-30,-0.8282
2019-05-31,-2.6096
2019-06-03,0.911
2019-06-04,1.3808
2019-06-05,-1.362
2019-06-06,-0.6904
2019-06-07,-0.4813
2019-06-10,1.6658
2019-06-11,-0.6871
2019-06-12,-0.6386
2019-06-13,-0.4821
2019-06-14,1.5070000000000001
2019-06-17,0.7423
2019-06-18,-0.1053
2019-06-19,-0.1581
2019-06-20,-0.6332
2019-06-21,-0.6373
2019-06-24,-1.4431
2019-06-25,-0.5423
2019-06-26,1.1996
2019-06-27,2.694
2019-06-28,0.3148
2019-07-01,0.8891
2019-07-02,-0.985
2019-07-03,1.466
2019-07-05,0.8256
2019-07-08,-1.5352999999999999
2019-07-09,-0.2079
2019-07-10,-0.8854
2019-07-11,0.3153
2019-07-12,0.9429
2019-07-15,-2.5427999999999997
2019-07-16,-0.0532
2019-07-17,-2.0245
2019-07-18,0.6525
2019-07-19,0.3782
2019-07-22,-0.4844
2019-07-23,1.4602
2019-07-24,0.0533
2019-07-25,0.0533
2019-07-26,-1.6507
2019-07-29,2.2198
2019-07-30,-0.3708
2019-07-31,1.5949
2019-08-01,-3.7677
2019-08-02,-2.0663
2019-08-05,-2.221
2019-08-06,0.6814
2019-08-07,-1.3536000000000001
2019-08-08,2.287
2019-08-09,-0.4472
2019-08-12,-1.2353
2019-08-13,0.4548
2019-08-14,-1.9808
2019-08-15,-0.9238
2019-08-16,1.3986
2019-08-19,-0.1149
2019-08-20,-1.7837
2019-08-21,0.6444
2019-08-22,-0.3492
2019-08-23,-2.278
2019-08-26,0.7173
2019-08-27,-0.7122
2019-08-28,1.1955
2019-08-29,1.4176
2019-08-30,0.1747
2019-09-03,-2.5581
2019-09-04,0.2387
2019-09-05,1.369
2019-09-06,-1.6442
2019-09-09,5.1343
2019-09-10,0.5111
2019-09-11,3.3898
2019-09-12,1.4208
2019-09-13,1.4546999999999999
2019-09-16,0.6373
2019-09-17,-0.0528
2019-09-18,-0.1056
2019-09-19,-0.2643
2019-09-20,-2.4907
2019-09-23,0.7609
2019-09-24,-2.2654
2019-09-25,1.5453000000000001
2019-09-26,-2.3913
2019-09-27,-0.2227
2019-09-30,-0.2232
2019-10-01,-1.0067
2019-10-02,-0.0565
2019-10-03,-0.4522
2019-10-04,0.4543
2019-10-07,0.6783
2019-10-08,-2.4705
2019-10-09,0.1727
2019-10-10,-0.2874
2019-10-11,2.2478
2019-10-14,-0.8455
2019-10-15,1.7624
2019-10-16,-0.5587
2019-10-17,0.5056
2019-10-18,-0.2236
2019-10-21,1.4566
2019-10-22,-0.3865
2019-10-23,-0.7761
2019-10-24,-1.3408
2019-10-25,-1.9253
2019-10-28,0.4042
2019-10-29,-0.8051
2019-10-30,0.3478
2019-10-31,0.1733
2019-11-01,2.6528
2019-11-04,1.1236
2019-11-05,1.7222
2019-11-06,0.4369
2019-11-07,1.1963
2019-11-08,0.2687
2019-11-11,-0.268
2019-11-12,0.4836
2019-11-13,-0.9626
2019-11-14,0.54
2019-11-15,-0.4296
2019-11-18,-0.7551
2019-11-19,0.1087
2019-11-20,-0.7058
2019-11-21,-0.6561
2019-11-22,0.0
2019-11-25,1.541
2019-11-26,-1.084
2019-11-27,0.8219
2019-11-29,-0.0543
2019-12-02,-0.9244
2019-12-03,-1.427
2019-12-04,0.3341
2019-12-05,0.0555
2019-12-06,2.5513
2019-12-09,-1.298
2019-12-10,-0.1644
2019-12-11,1.0428
2019-12-12,2.7702
2019-12-13,0.2114
2019-12-16,0.0527
2019-12-17,1.0543
2019-12-18,-0.3652
2019-12-19,2.356
2019-12-20,-0.7673
2019-12-23,0.0
2019-12-24,0.2065
2019-12-26,-0.2061
2019-12-27,-0.3614
2019-12-30,0.3627
2019-12-31,1.0325
2020-01-02,-0.2555
2020-01-03,-0.2049
2020-01-06,-0.154
2020-01-07,-1.0283
2020-01-08,1.6104
2020-01-09,1.9939
2020-01-10,-0.3008
2020-01-13,0.7541
2020-01-14,0.8483
2020-01-15,-0.3464
2020-01-16,1.1917
2020-01-17,0.8342
2020-01-21,-0.7299
2020-01-22,0.5392
2020-01-23,0.2925
2020-01-24,-1.5556999999999999
2020-01-27,0.2963
2020-01-28,-0.4431
2020-01-29,-2.4728
2020-01-30,0.6085
2020-01-31,-2.7218
2020-02-03,0.6218
2020-02-04,1.1843
2020-02-05,2.4936
2020-02-06,-0.6951
2020-02-07,-1.4
2020-02-10,-0.5071
2020-02-11,0.7136
2020-02-12,-0.1518
2020-02-13,0.3041
2020-02-14,-0.4042
2020-02-18,-1.5728
2020-02-19,-0.0515
2020-02-20,0.9799
2020-02-21,-0.6129
2020-02-24,-1.5415999999999999
2020-02-25,-2.2965
2020-02-26,-1.1752
2020-02-27,-3.6757
2020-02-28,-1.7957
2020-03-02,1.6571
2020-03-03,-3.5975
2020-03-04,0.0
2020-03-05,-5.481
2020-03-06,-5.182
2020-03-09,-13.0124
2020-03-10,-0.5236
2020-03-11,-5.188
2020-03-12,-9.437
2020-03-13,0.2627
2020-03-16,-11.3537
2020-03-17,1.1823
2020-03-18,-16.7478
2020-03-19,6.4327
2020-03-20,-0.6593
2020-03-23,-0.4425
2020-03-24,8.3612
2020-03-25,-0.4115
2020-03-26,11.157
2020-03-27,2.6952
2020-03-30,-4.6154
2020-03-31,-1.6129
2020-04-01,-5.1109
2020-04-02,-2.0325
2020-04-03,-9.1286
2020-04-06,5.1370000000000005
2020-04-07,4.0174
2020-04-08,8.6639
2020-04-09,11.7195
2020-04-13,-6.5348
2020-04-14,-3.2199
2020-04-15,-8.5551
2020-04-16,-6.8607
2020-04-17,10.7143
2020-04-20,3.4274
2020-04-21,2.3392
2020-04-22,2.0952
2020-04-23,-0.9328
2020-04-24,1.8832
2020-04-27,9.0573
2020-04-28,0.5932
2020-04-29,10.1095
2020-04-30,-5.7383
2020-05-01,-9.4968
2020-05-04,-2.6009
2020-05-05,-1.3812
2020-05-06,-3.6414999999999997
2020-05-07,3.7791
2020-05-08,8.4967
2020-05-11,-11.1015
2020-05-12,-3.2914
2020-05-13,-7.1071
2020-05-14,0.5388
2020-05-15,1.6077
2020-05-18,12.1308
2020-05-19,-4.1392
2020-05-20,10.5005
2020-05-21,1.6874
2020-05-22,-2.8821
2020-05-26,8.5432
2020-05-27,10.1077
2020-05-28,-6.0196
2020-05-29,-2.7222
2020-06-01,-0.4938
2020-06-02,0.4136
2020-06-03,7.084
2020-06-04,0.5385
2020-06-05,8.0337
2020-06-08,3.4703
2020-06-09,-2.1903
2020-06-10,-7.2078
2020-06-11,-9.8039
2020-06-12,3.5117000000000003
2020-06-15,2.6656
2020-06-16,2.6751
2020-06-17,-4.9042
2020-06-18,1.3699
2020-06-19,-0.6359
2020-06-22,2.0
2020-06-23,-0.3931
2020-06-24,-5.9195
2020-06-25,4.7819
2020-06-26,-5.6045
2020-06-29,8.6514
2020-06-30,2.2639
2020-07-01,-5.0382
2020-07-02,1.3666
2020-07-06,-1.6653
2020-07-07,-3.5484
2020-07-08,-1.505
2020-07-09,-5.0934
2020-07-10,4.2934
2020-07-13,2.0583
2020-07-14,-0.6723
2020-07-15,10.7445
2020-07-16,-1.5279
2020-07-17,-1.3189
2020-07-20,-2.3585
2020-07-21,4.2673
2020-07-22,-2.3938
2020-07-23,3.481
2020-07-24,3.6696999999999997
2020-07-27,2.1386
2020-07-28,-2.5993
2020-07-29,0.0741
2020-07-30,-0.4444
2020-07-31,-3.5714
