ticker,FWLAF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-02-09,-1.5152
2011-02-17,0.1026
2011-05-16,0.0
2011-05-23,0.2049
2011-05-25,1.227
2011-06-01,-1.1111
2011-06-03,0.0
2011-06-07,-0.1021
2011-06-30,-0.1022
2011-07-01,-0.1024
2011-07-11,-0.1025
2011-07-12,0.0
2011-07-14,0.0
2011-08-05,0.1026
2011-08-09,-0.1025
2011-08-12,0.0
2011-08-15,0.0
2011-08-16,0.1026
2011-08-17,0.4098
2011-08-18,0.0
2011-09-28,-0.5102
2011-10-04,0.0
2011-10-12,0.0
2011-10-31,0.3077
2011-11-23,-0.2045
2011-12-02,0.1025
2011-12-08,0.1024
2011-12-14,0.3067
2011-12-27,0.1019
2012-03-12,0.9165
2012-03-14,1.5135999999999998
2012-04-05,-0.1988
2012-04-20,0.0
2012-04-27,0.0
2012-05-07,0.0
2012-05-08,0.0
2012-05-10,0.0
2012-05-11,0.0
2012-05-14,0.0
2012-05-23,0.0
2012-06-12,-0.8964
2012-06-28,0.804
2012-07-02,0.1994
2012-07-12,0.0
2012-07-20,0.4975
2012-07-26,-0.099
2012-08-22,0.892
2012-08-23,-0.3929
2012-09-20,1.0848
2013-02-20,-70.2004
2013-03-21,100.0
2013-03-22,0.0
2013-03-25,0.0
2013-03-28,-5.0
2013-04-08,-13.1579
2013-06-06,-24.2424
2013-07-30,-16.0
2013-08-16,0.0
2013-11-04,19.0476
2013-11-25,-36.0
2013-12-09,12.5
2013-12-23,27.7778
2013-12-24,0.0
2014-02-12,117.3913
2014-02-21,80.0
2014-02-26,11.1111
2014-02-28,-10.0
2014-03-06,-11.1111
2014-03-14,-12.5
2014-03-18,-14.2857
2014-04-11,66.6667
2014-05-06,50.0
2014-06-18,-60.0
2014-08-14,233.3333
2014-08-15,0.0
2014-08-18,25.0
2014-08-21,-64.0
2014-10-17,11.1111
2014-10-20,20.0
2014-11-10,25.0
2014-11-12,20.0
2015-03-17,-55.5556
2015-07-10,125.0
2015-07-13,0.0
2015-09-17,-44.4444
2015-09-21,-40.0
2015-09-23,0.0
2015-09-24,0.0
2015-12-07,-16.6667
2015-12-23,0.0
2015-12-28,-50.0
2016-01-13,0.0
2016-01-21,-20.0
2016-01-22,-44.375
2016-01-29,18.5393
2016-02-01,-14.218
2016-03-18,-29.2818
2016-03-22,150.0
2016-04-18,-50.0
2016-04-19,88.75
2016-08-08,-20.5298
2016-09-13,200.0
2016-09-15,0.0
2016-09-21,0.0
2016-09-22,-22.2222
2016-09-27,0.0
2016-10-07,0.0
2016-10-24,57.1429
2016-10-25,-6.5908999999999995
2016-12-02,-12.4088
2016-12-08,0.0
2016-12-14,0.0
2016-12-30,33.3333
2017-01-06,-8.3333
2017-01-11,-9.0909
2017-01-12,-20.0
2017-01-17,25.0
2017-01-18,-32.0
2017-01-19,-11.7647
2017-03-08,33.3333
2017-03-09,-25.0
2017-04-17,33.3333
2017-05-22,-12.5
2017-05-31,42.8571
2017-06-09,139.8
2017-06-16,-69.975
2017-06-21,205.5556
2017-06-22,20.9091
2017-06-30,-24.0602
2017-07-27,0.0
2017-08-11,1.2871000000000001
2017-10-17,-2.2483
2017-10-19,0.0
2017-11-07,-10.0
2017-11-10,0.0
2018-01-11,-11.1111
2018-03-01,-1.125
2018-03-13,-10.2402
2018-05-09,0.0
2018-06-05,0.0
2018-07-13,-29.5775
2018-07-20,10.0
2018-08-03,27.2727
2018-08-28,20.5714
2018-08-29,-28.91
2018-09-04,-16.6667
2018-09-05,40.0
2018-09-19,-35.7143
2018-10-04,0.0
2018-10-05,0.0
2018-10-19,-11.1111
2018-10-23,-12.5
2018-11-19,0.0
2018-12-19,-11.4286
2019-01-09,-35.4839
2019-02-05,0.0
2019-02-11,65.0
2019-04-25,51.5152
2019-05-21,20.0
2019-07-02,0.0
2019-08-13,66.6667
2019-10-01,-49.0
2019-10-02,-19.6078
2019-10-18,143.9024
2020-04-03,-29.5
2020-06-19,-36.1702
2020-06-22,-55.5556
