ticker,GABK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-11-17,-3.5813
2008-12-01,1.2439
2009-03-16,0.4881
2009-12-02,11.0137
2009-12-09,-7.8947
2009-12-22,0.0
2010-03-11,6.2303
2010-04-09,4.0541
2010-05-11,-3.8961
2010-05-24,-2.7027
2010-05-26,3.4722
2010-05-28,7.8749
2010-06-01,19.125
2010-09-13,-5.2233
2010-09-24,-11.1111
2010-09-28,0.0
2010-12-07,1.365
2011-02-08,0.3741
2011-03-16,5.4405
2011-03-22,-1.7751000000000001
2011-04-27,-2.8916
2011-10-04,5.1577
2012-05-31,5.5313
2012-07-12,-2.2989
2012-08-02,1.1764999999999999
2012-08-15,0.0
2012-08-21,0.0
2012-10-18,0.4204
2012-12-04,6.0071
2012-12-07,0.0
2012-12-21,0.0
2012-12-28,-3.2222
2012-12-31,3.3295
2013-01-16,0.0
2013-04-08,0.5556
2013-04-18,1.105
2013-07-19,-0.5464
2013-08-28,3.2967
2013-08-29,1.0638
2013-08-30,0.0
2013-09-10,3.1579
2013-09-30,-2.551
2013-10-01,0.5236
2013-10-08,2.0833
2013-12-02,-3.5714
2013-12-10,5.8201
2014-01-16,-1.0
2014-01-24,0.0
2014-06-11,2.0202
2014-06-26,0.0
2014-06-27,0.9901
2014-06-30,0.0
2014-07-11,-2.9412000000000003
2014-07-21,0.0
2014-07-24,2.6263
2014-08-12,-2.5591
2014-09-08,1.0101
2014-11-12,6.0
2014-11-17,-3.7736
2014-12-15,1.9607999999999999
2014-12-16,0.0
2014-12-29,0.0
2014-12-30,0.0
2015-01-27,1.9231
2015-02-03,0.0
2015-02-06,-1.8868
2015-04-10,2.8846
2015-04-29,0.0
2015-05-01,-2.8037
2015-05-05,2.8846
2015-05-21,-2.8037
2015-07-14,1.9231
2015-08-06,2.8302
2015-08-07,0.0
2015-08-20,0.9174
2015-12-02,0.1818
2016-01-04,1.6334
2016-01-05,0.0
2016-01-14,-0.7143
2016-01-21,0.8993
2016-03-21,-0.8913
2016-04-21,2.518
2016-04-27,-2.4561
2016-04-28,2.518
2016-06-07,-2.4561
2016-06-10,0.0
2016-06-17,1.7986
2016-06-28,-1.7668
2016-06-29,3.4173
2016-07-01,0.0
2016-07-14,-3.3043
2016-07-15,0.2698
2016-07-19,-1.1659
2016-07-21,-0.0907
2016-07-22,-2.3615
2016-07-25,0.4651
2016-07-27,1.3889
2016-07-28,0.0
2016-08-03,0.0
2016-09-20,1.3699
2016-10-27,1.0811
2016-11-23,0.0
2016-12-02,0.713
2016-12-05,0.0
2017-01-03,-0.531
2017-01-25,2.3132
2017-03-22,-0.8696
2017-03-27,0.0
2017-04-11,0.0
2017-05-05,1.7544
2017-05-17,3.4483
2017-05-18,108.3333
2017-06-01,-51.984
2017-06-05,3.2989
2017-06-23,4.8387
2017-06-26,0.0
2017-07-26,-7.6923
2017-08-07,1.6667
2017-09-25,2.0492
2017-10-18,0.0
2017-10-20,0.4016
2017-10-23,0.0
2017-10-26,-0.4
2017-10-27,0.0
2017-10-31,-0.9478
2017-11-01,0.0
2017-11-21,0.0649
2017-11-27,-0.9724
2017-12-05,1.0226
2017-12-08,-0.2449
2017-12-22,-0.7365
2017-12-26,0.0
2018-01-03,0.5771
2018-01-04,-0.6557
2018-01-09,0.6601
2018-01-11,0.2459
2018-01-16,-0.5724
2018-01-19,1.1513
2018-01-23,-0.9756
2018-01-24,-0.0821
2018-02-09,0.0822
2018-02-13,1.6461000000000001
2018-05-24,29.1716
2018-05-31,-17.6656
2018-06-06,4.6154
2018-07-19,0.0
2018-09-27,-7.0103
2018-10-11,-0.3976
2018-10-15,-0.1594
2018-10-16,0.5587
2018-10-22,-0.2381
2018-10-26,-1.2729
2018-10-29,-0.0806
2018-11-26,-1.129
2018-12-03,-1.7199
2018-12-06,3.3333
2018-12-07,-2.4194
2019-03-29,1.0815
2019-06-04,1.6529
2019-06-12,-0.4065
2019-07-08,-2.0408
2019-07-09,0.8333
2019-07-24,0.0
2019-08-05,0.0
2019-08-13,0.0
2019-08-21,-0.9917
2019-08-22,1.8364
2019-08-30,-1.3992
2019-10-01,0.1669
2019-12-31,2.1776
2020-01-03,0.0
2020-03-13,0.6601
2020-03-16,-3.2787
2020-03-17,1.1864
2020-03-18,-32.9983
2020-03-19,25.0
2020-03-26,10.0
2020-03-30,-1.0909
2020-03-31,0.0
2020-04-16,-0.7353
2020-04-17,0.0
2020-04-20,0.7407
2020-07-01,0.0739
2020-07-08,-0.2586
2020-07-09,0.0
2020-07-15,-12.963
2020-07-16,0.0
2020-07-23,14.8936
