ticker,ARC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-02-04,5.7692
2005-02-07,0.3636
2005-02-08,0.7246
2005-02-09,-5.6835
2005-02-10,-0.8391
2005-02-11,2.3077
2005-02-14,1.6541000000000001
2005-02-15,-1.9231
2005-02-16,-0.4525
2005-02-17,-0.3788
2005-02-18,-0.3802
2005-02-22,1.9083999999999999
2005-02-23,2.2472
2005-02-24,2.9304
2005-02-25,1.7793999999999999
2005-02-28,1.049
2005-03-01,1.7301
2005-03-02,-2.1769
2005-03-03,-1.5994000000000002
2005-03-04,1.7668
2005-03-07,1.3889
2005-03-08,-1.4384000000000001
2005-03-09,-2.0153
2005-03-10,-1.0638
2005-03-11,-0.9319
2005-03-14,0.0
2005-03-15,2.0984
2005-03-16,0.9922
2005-03-17,0.7018
2005-03-18,4.5296
2005-03-21,-0.3333
2005-03-22,-1.2709
2005-03-23,1.2873
2005-03-24,1.8729
2005-03-28,-0.0657
2005-03-29,-0.1314
2005-03-30,0.4605
2005-03-31,-6.0249
2005-04-01,2.7875
2005-04-04,0.0678
2005-04-05,0.813
2005-04-06,1.6129
2005-04-07,0.1984
2005-04-08,0.0
2005-04-11,-0.9241
2005-04-12,-0.0666
2005-04-13,-1.8
2005-04-14,-2.0367
2005-04-15,-0.6237
2005-04-18,1.6736
2005-04-19,2.1948
2005-04-20,0.2685
2005-04-21,2.7443
2005-04-22,-7.1661
2005-04-25,4.5614
2005-04-26,-2.7517
2005-04-27,0.0
2005-04-28,-3.4507
2005-04-29,0.4289
2005-05-02,-0.427
2005-05-03,-2.0729
2005-05-04,4.7445
2005-05-05,4.5993
2005-05-06,-1.8654
2005-05-09,-1.2899
2005-05-10,0.2063
2005-05-11,-0.4118
2005-05-12,3.9283
2005-05-13,-1.5252
2005-05-16,-0.7407
2005-05-17,-0.6784
2005-05-18,1.4344000000000001
2005-05-19,0.3367
2005-05-20,-0.604
2005-05-23,-2.0257
2005-05-24,0.6203
2005-05-25,0.3425
2005-05-26,0.9556
2005-05-27,0.4733
2005-05-31,0.2692
2005-06-01,-0.8054
2005-06-02,1.4885
2005-06-03,0.8667
2005-06-06,1.6522999999999999
2005-06-07,-0.5202
2005-06-08,-0.3268
2005-06-09,0.7869
2005-06-10,-0.4554
2005-06-13,0.9804
2005-06-14,0.6472
2005-06-15,-0.4502
2005-06-16,0.969
2005-06-17,-0.3199
2005-06-20,-0.8344
2005-06-21,-0.3236
2005-06-22,0.6494
2005-06-23,-2.2580999999999998
