ticker,RHNO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-09-30,6.8293
2010-10-01,5.0228
2010-10-04,-2.3913
2010-10-05,0.8463
2010-10-06,0.4417
2010-10-07,-0.6157
2010-10-08,0.6637
2010-10-11,-0.4396
2010-10-12,2.4283
2010-10-13,-0.3879
2010-10-14,0.7356
2010-10-15,0.0703
2010-10-18,0.2731
2010-10-19,-1.4983
2010-10-20,0.9561
2010-10-21,-1.2484
2010-10-22,-0.3046
2010-10-25,0.3055
2010-10-26,-0.5667
2010-10-27,-0.1315
2010-10-28,-0.9219
2010-10-29,0.1772
2010-11-01,0.0
2010-11-02,1.4153
2010-11-03,-1.0897000000000001
2010-11-04,1.9841
2010-11-05,-1.7731
2010-11-08,4.2254
2010-11-09,-3.0405
2010-11-10,3.3971999999999998
2010-11-11,2.9913
2010-11-12,-0.0414
2010-11-15,-1.8003
2010-11-16,-4.8333
2010-11-17,2.4086
2010-11-18,0.4697
2010-11-19,2.5963000000000003
2010-11-22,-0.4568
2010-11-23,-0.0417
2010-11-24,-0.7086
2010-11-26,-0.5038
2010-11-29,-1.0549
2010-11-30,-2.0469
2010-12-01,-1.3931
2010-12-02,0.2208
2010-12-03,-0.7048
2010-12-06,-0.3993
2010-12-07,1.7816999999999998
2010-12-08,-1.9694
2010-12-09,1.25
2010-12-10,1.4109
2010-12-13,-2.1739
2010-12-14,0.8994
2010-12-15,-2.2129
2010-12-16,-0.1351
2010-12-17,1.6238000000000001
2010-12-20,1.0209
2010-12-21,0.6151
2010-12-22,1.2222
2010-12-23,0.2162
2010-12-27,0.904
2010-12-28,1.1092
2010-12-29,-0.8439
2010-12-30,-0.5987
2010-12-31,-0.0827
2011-01-03,0.4713
2011-01-04,-1.0661
2011-01-05,0.5603
2011-01-06,1.2002
2011-01-07,-0.4659
2011-01-10,2.766
2011-01-11,0.3313
2011-01-12,3.0541
2011-01-13,1.682
2011-01-14,0.0394
2011-01-18,-3.0709
2011-01-19,-2.4777
2011-01-20,-1.3328
2011-01-21,-0.1688
2011-01-24,4.2706
2011-01-25,1.8958
2011-01-26,2.4375999999999998
2011-01-27,-1.0101
2011-01-28,-0.3834
2011-01-31,0.5148
2011-02-01,2.0327
2011-02-02,1.1719
2011-02-03,1.0502
2011-02-04,-1.803
2011-02-07,0.4715
2011-02-08,0.8861
2011-02-09,-1.2288999999999999
2011-02-10,2.021
2011-02-11,0.0762
2011-02-14,0.0761
2011-02-15,2.4724
2011-02-16,-0.7424
