ticker,PROS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-07-25,21.9286
2019-07-26,-3.8664
2019-07-29,1.4016
2019-07-30,2.4038
2019-07-31,0.0587
2019-08-01,2.5220000000000002
2019-08-02,1.5446
2019-08-05,-2.2535
2019-08-06,2.9971
2019-08-07,-1.0073
2019-08-08,2.4308
2019-08-09,0.4967
2019-08-12,1.0434
2019-08-13,5.9783
2019-08-14,-2.1026
2019-08-15,-0.2095
2019-08-16,-2.6772
2019-08-19,4.5306999999999995
2019-08-20,7.2755
2019-08-21,0.2886
2019-08-22,-6.1391
2019-08-23,-3.4236
2019-08-26,2.2751
2019-08-27,1.6037
2019-08-28,1.9348
2019-08-29,-0.1499
2019-08-30,-2.6513
2019-09-03,-2.261
2019-09-04,-1.367
2019-09-05,-0.2665
2019-09-06,-2.1379
2019-09-09,-4.9153
2019-09-10,-2.9294000000000002
2019-09-11,-3.0178
2019-09-12,-2.4405
2019-09-13,7.1295
2019-09-16,-1.1675
2019-09-17,3.8984
2019-09-18,0.7391
2019-09-19,1.4673
2019-09-20,-3.8376
2019-09-23,2.4291
2019-09-24,0.3953
2019-09-25,1.2936
2019-09-26,2.7207
2019-09-27,1.8919000000000001
2019-09-30,2.7056
2019-10-01,-1.3946
2019-10-02,1.8858000000000001
2019-10-03,-4.5244
2019-10-04,-3.0695
2019-10-07,-3.5
2019-10-08,-3.0512
2019-10-09,0.2969
2019-10-10,-0.6513
2019-10-11,2.801
2019-10-14,0.5797
2019-10-15,0.1729
2019-10-16,-1.611
2019-10-17,3.9181
2019-10-18,3.1514
2019-10-21,-3.0551
2019-10-22,0.5065
2019-10-23,-4.6472999999999995
2019-10-24,-5.9307
2019-10-25,-2.6217
2019-10-28,0.1282
2019-10-29,-0.7042
2019-10-30,3.1593
2019-10-31,-0.875
2019-11-01,0.5675
2019-11-04,0.4389
2019-11-05,-1.8102
2019-11-06,4.1322
2019-11-07,-1.4652
2019-11-08,1.9207
2019-11-11,-1.2766
2019-11-12,-1.601
2019-11-13,1.8148
2019-11-14,2.6429
2019-11-15,0.8383
2019-11-18,-4.0974
2019-11-19,-0.3715
2019-11-20,1.8645
2019-11-21,2.3185000000000002
2019-11-22,-3.6971
2019-11-25,6.9350000000000005
2019-11-26,0.579
2019-11-27,1.5544
2019-11-29,-2.6644
2019-12-02,2.2132
2019-12-03,-0.4558
2019-12-04,2.862
2019-12-05,-4.3406
2019-12-06,0.6399
2019-12-09,1.2717
2019-12-10,-2.0548
