ticker,PROS US Equity
2019-12-11,0.641
2019-12-12,-0.4053
2019-12-13,-2.3837
2019-12-16,0.2978
2019-12-17,-1.0095
2019-12-18,-0.2999
2019-12-19,-0.1805
2019-12-20,-0.2411
2019-12-23,-0.1813
2019-12-24,1.8159999999999998
2019-12-26,-4.7562
2019-12-27,-0.1248
2019-12-30,-0.4375
2019-12-31,1.2555
2020-01-02,4.2777
2020-01-03,1.0702
2020-01-06,-2.0
2020-01-07,-4.2017
2020-01-08,-1.2530999999999999
2020-01-09,0.2538
2020-01-10,-1.0759
2020-01-13,-1.5995
2020-01-14,-1.5605
2020-01-15,2.3118
2020-01-16,2.5178000000000003
2020-01-17,3.5263999999999998
2020-01-21,-1.7032
2020-01-22,1.1139000000000001
2020-01-23,-2.2032
2020-01-24,-2.3154
2020-01-27,-1.1531
2020-01-28,-0.8425
2020-01-29,-3.5294
2020-01-30,0.8808
2020-01-31,-2.8207
2020-02-03,1.5895000000000001
2020-02-04,0.0
2020-02-05,0.3401
2020-02-06,0.1356
2020-02-07,-4.4685
2020-02-10,-1.7718
2020-02-11,0.2886
2020-02-12,1.7986
2020-02-13,-0.9187
2020-02-14,-0.214
2020-02-18,0.0715
2020-02-19,-0.5714
2020-02-20,-0.8621
2020-02-21,1.8841
2020-02-24,-2.3471
2020-02-25,3.7145
2020-02-26,-0.9831
2020-02-27,-0.3546
2020-02-28,-4.6263
2020-03-02,4.4776
2020-03-03,-3.2143
2020-03-04,4.059
2020-03-05,-1.1348
2020-03-06,0.6456
2020-03-09,-7.3414
2020-03-10,7.3077
2020-03-11,-4.8029
2020-03-12,-7.003
2020-03-13,8.8259
2020-03-16,-23.5863
2020-03-17,14.8978
2020-03-18,-23.5593
2020-03-19,25.2772
2020-03-20,-5.1327
2020-03-23,-12.8731
2020-03-24,8.6724
2020-03-25,-2.5616
2020-03-26,1.1122
2020-03-27,-9.2
2020-03-30,4.7357
2020-03-31,2.5237
2020-04-01,-7.1795
2020-04-02,-1.105
2020-04-03,-0.4469
2020-04-06,10.4377
2020-04-07,-4.065
2020-04-08,-0.5297
2020-04-09,2.2364
2020-04-13,-7.9167
2020-04-14,0.5656
2020-04-15,-6.2992
2020-04-16,-5.7623
2020-04-17,2.5478
2020-04-20,-4.0994
2020-04-21,0.5181
2020-04-22,-3.4794
2020-04-23,0.6676
2020-04-24,1.7241
2020-04-27,2.4772
2020-04-28,-1.0178
2020-04-29,14.653
2020-04-30,-6.2780000000000005
2020-05-01,-4.6651
2020-05-04,3.8895999999999997
2020-05-05,3.3816
2020-05-06,-2.8037
2020-05-07,8.2933
2020-05-08,9.101
2020-05-11,6.2055
2020-05-12,-4.7893
2020-05-13,1.6097000000000001
2020-05-14,-8.8119
2020-05-15,2.063
2020-05-18,1.5957
2020-05-19,-10.6806
2020-05-20,3.9859
2020-05-21,4.5096
2020-05-22,-0.3236
2020-05-26,-1.1905000000000001
2020-05-27,0.7667
2020-05-28,-1.7391
2020-05-29,-1.9912
2020-06-01,-2.0316
2020-06-02,6.106
2020-06-03,-2.2801
2020-06-04,7.6667
2020-06-05,5.7792
2020-06-08,6.5366
2020-06-09,0.0
2020-06-10,-4.9451
2020-06-11,-7.6108
2020-06-12,-0.1043
2020-06-15,0.7307
2020-06-16,-1.5544
2020-06-17,0.0
2020-06-18,-0.3158
2020-06-19,-1.5838999999999999
2020-06-22,5.4721
2020-06-23,0.3052
2020-06-24,-2.1298
2020-06-25,-5.1813
2020-06-26,-1.3115
2020-06-29,1.1074
2020-06-30,-2.5192
2020-07-01,-0.2247
2020-07-02,-0.6757
2020-07-06,0.4535
2020-07-07,-5.8690999999999995
2020-07-08,6.9544
2020-07-09,-5.2691
2020-07-10,11.5976
2020-07-13,2.5451
2020-07-14,0.6205
2020-07-15,0.8222
2020-07-16,-3.6696999999999997
2020-07-17,0.4233
2020-07-20,-2.9505
2020-07-21,3.0402
2020-07-22,-6.0063
2020-07-23,-2.13
2020-07-24,-0.4582
2020-07-27,-0.3452
2020-07-28,-3.9261
2020-07-29,0.601
2020-07-30,-3.8232
2020-07-31,-2.3602
