ticker,TTYP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,-0.9302
2000-01-18,-0.4695
2000-01-25,-2.8302
2000-01-26,0.0
2000-02-18,2.9126
2000-03-01,-3.7736
2000-03-03,0.0
2000-03-07,0.0
2000-03-14,0.0
2000-03-15,-1.4706000000000001
2000-03-29,-0.4975
2000-04-13,0.0
2000-04-14,0.0
2000-04-19,1.5
2000-04-20,0.0
2000-04-26,-1.4778
2000-04-28,1.5
2000-05-15,10.3448
2000-05-17,0.0
2000-05-25,-12.5
2000-07-03,-0.0604
2000-07-05,11.1782
2000-07-25,4.3478
2000-07-26,16.6667
2000-08-11,-12.5
2000-12-12,3.0612
2000-12-22,19.6832
2000-12-26,-3.9604
2001-02-12,15.4639
2001-02-21,0.0
2001-03-15,-9.8214
2001-04-02,9.901
2001-04-05,-6.3063
2001-05-04,-1.9231
2001-05-07,0.0
2001-05-08,0.0
2001-05-09,-0.9804
2001-05-10,0.396
2001-05-15,4.5365
2001-05-16,4.717
2001-05-18,-1.8018
2001-05-25,1.8349
2001-06-06,0.0
2001-06-15,0.0
2001-06-20,6.3063
2001-06-28,8.1633
2001-07-05,3.5849
2001-07-16,2.0036
2001-08-24,3.5714
2001-08-29,-1.7241
2001-09-06,1.7544
2001-09-07,-0.8621
2001-09-24,2.6087
2001-10-09,0.0
2001-10-16,0.8475
2001-11-14,-4.2017
2001-12-11,0.8772
2001-12-17,3.4783
2001-12-19,0.8403
2001-12-20,11.4
2002-01-03,-9.2035
2002-02-05,32.5536
2002-02-28,0.0
2002-03-18,1.4706000000000001
2002-05-06,-10.1449
2002-05-14,7.2581
2002-05-16,-5.2632
2002-05-23,-2.3810000000000002
2002-07-02,16.7031
2002-07-11,-6.0937
2002-07-26,6.4892
2002-07-31,3.125
2002-08-06,-3.0303
2002-09-19,9.375
2002-10-07,-5.0
2002-11-25,0.9023
2002-12-10,0.0
2002-12-26,5.8122
2003-03-13,34.8808
2003-03-14,0.0
2003-03-18,-2.3256
2003-03-21,-2.3810000000000002
2003-03-24,2.439
2003-05-20,9.5238
2003-05-21,-10.8696
2003-05-30,2.439
2003-06-16,0.0238
2003-06-17,-0.0238
2003-06-18,30.9524
2003-06-19,-22.3818
2003-06-23,6.5789
2003-07-07,30.8642
2003-07-10,3.7736
2003-07-11,0.9091
2003-07-14,-0.9009
2003-07-23,0.0
2003-07-25,0.0
2003-08-01,0.0
2003-08-05,9.0909
2003-08-06,8.3333
2003-08-07,-15.3846
2003-09-08,0.0
