ticker,AXLX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-07-16,2.2222
2010-07-19,8.6957
2010-07-20,50.0
2010-07-23,0.0
2010-07-26,0.0
2010-07-27,-26.6667
2010-07-28,-7.2727
2010-07-29,5.8824
2010-07-30,0.0
2010-08-02,-1.8519
2010-08-03,3.7736
2010-08-06,1.8182
2010-08-09,-1.7856999999999998
2010-08-11,0.0
2010-08-16,0.0
2010-08-17,1.8182
2010-08-18,0.0
2010-08-19,0.0
2010-08-24,0.0
2010-08-25,0.0
2010-09-01,0.0
2010-09-02,0.0
2010-09-13,1.7856999999999998
2010-09-14,0.0
2010-09-17,-7.0175
2010-09-20,9.434
2010-09-21,0.0
2010-09-22,3.4483
2010-09-23,-11.6667
2010-09-24,22.6415
2010-09-27,7.6923
2010-09-28,0.0
2010-09-29,0.0
2010-09-30,0.0
2010-10-01,0.0
2010-10-04,0.0
2010-10-05,0.0
2010-10-07,0.0
2010-10-14,0.0
2010-10-15,-11.4286
2010-10-18,359.6774
2010-10-19,-73.6842
2010-10-21,-26.6667
2010-10-22,0.0
2010-10-26,36.3636
2010-10-28,46.6667
2010-10-29,13.6364
2010-11-01,0.0
2010-11-02,8.0
2010-11-03,0.0
2010-11-04,-3.7037
2010-11-05,-23.0769
2010-11-08,0.0
2010-11-09,-5.0
2010-11-10,0.0
2010-11-11,-5.2632
2010-11-19,0.0
2010-11-23,-16.6667
2010-11-24,0.0
2010-11-29,20.0
2010-11-30,-5.5556
2010-12-01,-11.7647
2010-12-02,0.0
2010-12-03,6.6667
2010-12-07,0.0
2010-12-09,-31.25
2010-12-13,45.4545
2010-12-14,-12.5
2010-12-15,0.0
2010-12-16,0.0
2010-12-20,0.0
2010-12-21,0.0
2010-12-22,0.0
2010-12-23,0.0
2010-12-29,0.0
2010-12-31,0.0
2011-01-04,0.0
2011-01-05,0.0
2011-01-06,0.0
2011-01-07,0.0
2011-01-10,0.0
2011-01-11,-17.8571
2011-01-12,21.7391
2011-01-13,-21.4286
2011-01-14,0.0
2011-01-18,-22.7273
2011-01-19,5.8824
2011-01-20,0.0
2011-01-21,10.5556
2011-01-24,5.5276
2011-01-25,-4.7619
2011-01-26,0.0
2011-01-27,-5.0
2011-01-28,-2.1053
2011-01-31,-13.9785
2011-02-01,1.875
2011-02-02,10.4294
2011-02-04,-11.1111
2011-02-07,0.0
2011-02-08,-6.25
2011-02-09,0.0
2011-02-10,0.0
2011-02-17,-6.6667
2011-02-18,-14.2857
2011-02-22,16.6667
