ticker,CANN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-04-09,363.6364
2012-04-12,0.0
2012-04-24,1.9607999999999999
2012-05-14,94.4231
2012-06-26,-0.0989
2012-09-27,0.0
2012-10-25,0.0
2012-10-26,0.0
2013-01-10,48.5149
2013-01-22,-50.0
2013-01-23,113.3333
2013-07-30,0.0
2013-08-15,75.0
2013-08-16,0.7143
2013-08-19,9.9291
2013-08-20,5.1613
2013-08-21,3.0675
2013-08-22,33.9286
2013-08-23,-5.5556
2013-08-26,2.3529
2013-08-27,-4.5977
2013-08-28,5.7831
2013-08-29,0.9112
2013-08-30,16.2528
2013-09-03,2.9126
2013-09-04,-2.8302
2013-09-05,0.9709
2013-09-06,0.0
2013-09-09,10.5769
2013-09-10,-9.5652
2013-09-11,1.9231
2013-09-12,-24.5283
2013-09-13,5.0
2013-09-16,1.1905000000000001
2013-09-19,0.0
2013-09-23,0.0
2013-09-27,-17.647100000000002
2013-09-30,0.0
2013-10-01,7.1429
2013-10-02,0.0
2013-10-03,0.0
2013-10-04,-2.6667
2013-10-07,5.4795
2013-10-08,-2.5974
2013-10-09,4.0
2013-10-10,0.0
2013-10-11,0.0
2013-10-14,0.0
2013-10-18,0.0
2013-10-22,-3.8462
2013-10-23,9.3333
2013-10-25,-2.6829
2013-10-28,-2.2556
2013-10-29,0.0
2013-10-30,1.2821
2013-10-31,-11.3924
2013-11-01,4.2857
2013-11-04,-4.1096
2013-11-05,-5.7143
2013-11-06,0.0
2013-11-07,0.0
2013-11-08,0.0
2013-11-12,0.0
2013-11-13,-1.5152
2013-11-15,1.5385
2013-11-18,-33.0303
2013-11-19,13.1222
2013-11-20,14.0
2013-11-21,-1.7544
2013-11-22,-7.1429
2013-11-25,0.0
2013-11-26,9.6154
2013-11-27,-4.9123
2013-12-02,-11.4391
2013-12-03,-16.6667
2013-12-04,-9.5
2013-12-05,4.9793
2013-12-09,18.4133
2013-12-10,-0.8889
2013-12-11,-3.5874
2013-12-12,-2.3256
2013-12-13,-4.7619
2013-12-16,0.0
2013-12-17,-4.5
2013-12-18,3.1414
2013-12-19,2.5381
2013-12-20,3.9604
2013-12-23,-3.8095
2013-12-24,6.4356
2013-12-26,6.9767
2013-12-27,2.1739
2013-12-30,25.5319
2013-12-31,10.1695
2014-01-02,26.1538
2014-01-03,33.4146
2014-01-06,9.6892
2014-01-07,62.0
2014-01-08,-18.2099
2014-01-09,-7.5472
2014-01-10,-9.5238
2014-01-13,20.3008
2014-01-14,27.5
