ticker,LPRO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-04-20,0.0
2018-04-23,0.0
2018-05-09,0.0
2018-05-17,0.0
2018-07-03,0.0
2018-07-05,0.0
2018-07-06,0.3109
2018-08-03,0.2066
2018-08-07,8.2474
2018-08-13,-3.9048
2018-08-16,-4.1625
2018-08-20,14.0031
2018-08-22,-12.2831
2018-08-23,0.3102
2018-08-24,0.2485
2018-08-31,-0.2571
2018-09-12,-0.0938
2018-09-13,0.0
2018-09-26,0.516
2018-10-04,-0.2053
2018-10-17,0.0988
2018-10-19,0.0555
2018-10-22,0.0514
2018-10-23,-0.001
2018-10-31,0.4117
2018-11-01,0.1022
2018-11-30,-0.6129
2018-12-28,0.2066
2019-01-09,2.9733
2019-01-28,-1.992
2019-01-29,0.0
2019-02-05,1.626
2019-02-11,-1.0
2019-02-12,1.9192
2019-03-05,-1.6848
2019-03-13,0.504
2019-03-19,0.8024
2019-03-20,-0.6965
2019-03-21,0.3006
2019-03-22,-0.1998
2019-03-26,0.0
2019-04-01,0.1001
2019-04-03,-0.1
2019-04-04,0.4004
2019-04-09,-0.2991
2019-04-17,0.3
2019-04-24,-0.1994
2019-04-25,-0.0999
2019-04-26,0.2
2019-04-30,0.2994
2019-05-01,-0.2985
2019-05-02,0.499
2019-05-09,-0.3972
2019-05-10,0.0
2019-05-13,-0.0997
2019-05-14,0.499
2019-05-17,-0.1986
2019-06-07,0.199
2019-06-10,0.0
2019-06-12,-0.0993
2019-06-13,0.3976
2019-06-14,0.0
2019-06-18,-0.0317
2019-06-19,0.0317
2019-06-21,0.396
2019-06-24,0.0
2019-06-27,-0.4931
2019-06-28,0.0
2019-07-01,0.0991
2019-07-08,0.0
2019-07-12,0.0
2019-07-16,0.495
2019-07-18,-0.0985
2019-07-19,0.1972
2019-07-25,0.0
2019-07-26,0.0
2019-07-29,0.0
2019-07-31,0.0984
2019-08-02,-0.0344
2019-08-05,0.1328
2019-08-08,-0.1965
2019-08-09,0.0984
2019-08-13,0.0983
2019-08-14,-0.0982
2019-08-15,0.0
2019-08-16,0.0
2019-08-20,-0.0983
2019-08-21,0.1969
2019-08-22,-0.0982
2019-08-23,-0.0983
2019-08-26,0.0984
2019-08-27,0.295
2019-09-03,-0.098
2019-09-04,-0.2944
2019-09-09,0.0
2019-09-12,0.3937
2019-09-13,0.0
2019-09-19,-0.1471
2019-09-20,0.0491
2019-09-24,-0.0981
2019-09-27,0.0
2019-09-30,0.1965
2019-10-04,0.0
