ticker,LPRO US Equity
2019-10-07,0.0
2019-10-15,-0.1961
2019-10-16,0.1965
2019-10-17,0.098
2019-10-18,-0.1959
2019-10-28,0.1963
2019-10-29,-0.049
2019-10-30,0.049
2019-11-01,-0.0979
2019-11-04,0.1961
2019-11-19,0.2935
2019-11-25,0.0
2019-12-06,0.0
2019-12-12,0.0
2019-12-17,1.1707
2019-12-18,0.4822
2019-12-19,0.2879
2019-12-20,0.0
2019-12-23,0.3828
2019-12-24,0.0
2019-12-26,0.0953
2019-12-27,0.0
2019-12-30,0.0
2019-12-31,0.381
2020-01-02,0.0949
2020-01-03,0.0
2020-01-06,0.0
2020-01-07,-0.4739
2020-01-08,-0.381
2020-01-09,-0.0956
2020-01-10,-0.2871
2020-01-13,0.5278
2020-01-14,-0.2387
2020-01-15,0.0
2020-01-16,0.1914
2020-01-17,0.2865
2020-01-21,0.0
2020-01-22,0.4762
2020-01-23,-0.1896
2020-01-24,-0.2849
2020-01-27,0.381
2020-01-28,-0.1898
2020-01-29,-0.1901
2020-01-30,0.4762
2020-01-31,0.7972
2020-02-03,0.2436
2020-02-04,1.3133
2020-02-05,1.8519
2020-02-06,-0.1818
2020-02-07,1.0929
2020-02-10,0.9009
2020-02-11,0.3571
2020-02-12,0.0
2020-02-13,-0.8897
2020-02-14,-2.1544
2020-02-18,-0.0459
2020-02-19,-0.413
2020-02-20,-0.9217
2020-02-21,-0.093
2020-02-24,0.0
2020-02-25,-0.838
2020-02-26,-0.8451
2020-02-27,0.8343
2020-02-28,-1.2969
2020-03-02,1.5224
2020-03-03,-0.1874
2020-03-04,-0.8451
2020-03-05,0.6155
2020-03-06,-2.4
2020-03-09,-0.4822
2020-03-10,-0.2355
2020-03-11,0.5274
2020-03-12,-1.1594
2020-03-13,-1.2708
2020-03-16,0.8911
2020-03-17,-0.9814
2020-03-18,-0.892
2020-03-19,0.0
2020-03-20,0.7
2020-03-23,0.0
2020-03-24,-0.0993
2020-03-25,0.1988
2020-03-26,1.1905000000000001
2020-03-27,-1.3725
2020-03-30,0.497
2020-03-31,0.3956
2020-04-01,-0.2956
2020-04-02,0.2964
2020-04-03,0.4926
2020-04-06,-0.4902
2020-04-07,0.0
2020-04-08,0.197
2020-04-09,0.0
2020-04-13,0.1967
2020-04-14,0.5888
2020-04-15,-0.5854
2020-04-16,0.5888
2020-04-17,-0.4878
2020-04-20,0.098
2020-04-21,0.0
2020-04-22,0.3918
2020-04-23,-0.3902
2020-04-24,0.0
2020-04-27,0.1959
2020-04-28,0.0
2020-04-29,0.1955
2020-04-30,0.0
2020-05-01,0.0
2020-05-04,-0.3902
2020-05-05,0.0979
2020-05-06,-0.0489
2020-05-07,0.1145
2020-05-08,0.0323
2020-05-11,-0.0978
2020-05-12,0.0978
2020-05-13,0.1955
2020-05-14,-0.1961
2020-05-15,0.1965
2020-05-18,0.4878
2020-05-19,-0.2913
2020-05-20,-0.2434
2020-05-21,0.244
2020-05-22,-0.1947
2020-05-26,0.0976
2020-05-27,0.0
2020-05-28,-0.0975
2020-05-29,0.2927
2020-06-01,-0.5837
2020-06-02,0.2935
2020-06-03,-0.0976
2020-06-04,0.0977
2020-06-05,0.4878
2020-06-08,18.932
2020-06-09,8.9796
2020-06-10,2.9962999999999997
2020-06-11,-6.1818
2020-06-12,3.876
2020-06-15,0.7463
2020-06-16,5.9259
2020-06-17,3.007
2020-06-18,2.5119
2020-06-19,1.7219
2020-06-22,-1.4323000000000001
2020-06-23,-0.9247
2020-06-24,-0.6667
2020-06-25,1.6779
2020-06-26,-1.5842
2020-06-29,-0.6036
2020-06-30,1.8893
2020-07-01,0.3311
2020-07-02,2.0462
2020-07-06,1.1643
2020-07-07,0.7673
2020-07-08,0.5076
2020-07-09,-0.7576
2020-07-10,-2.1628
2020-07-13,1.8856000000000002
2020-07-14,14.5501
2020-07-15,6.1281
2020-07-16,-3.3596
2020-07-17,-6.0293
2020-07-20,1.3873
2020-07-21,1.6534
2020-07-22,0.6169
2020-07-23,0.3344
2020-07-24,-2.0
2020-07-27,-1.0204
2020-07-28,-0.9164
2020-07-29,0.6936
2020-07-30,-2.2962
2020-07-31,-0.3525
