ticker,CARG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-10-12,72.375
2017-10-13,3.4445
2017-10-16,11.6369
2017-10-17,-11.2088
2017-10-18,-0.495
2017-10-19,0.3198
2017-10-20,3.4006
2017-10-23,-0.925
2017-10-24,0.5878
2017-10-25,-0.275
2017-10-26,3.516
2017-10-27,3.0969
2017-10-30,2.5194
2017-10-31,2.7095000000000002
2017-11-01,-2.6994
2017-11-02,0.2207
2017-11-03,-1.101
2017-11-06,-3.2443
2017-11-07,-2.1696
2017-11-08,-4.2675
2017-11-09,-0.4914
2017-11-10,2.1869
2017-11-13,2.0021
2017-11-14,0.9137
2017-11-15,4.0577
2017-11-16,1.0313
2017-11-17,-1.6905999999999999
2017-11-20,-5.9376999999999995
2017-11-21,-1.2073
2017-11-22,-0.1397
2017-11-24,0.2098
2017-11-27,1.7446000000000002
2017-11-28,2.7778
2017-11-29,-2.2356
2017-11-30,0.6143
2017-12-01,-0.6106
2017-12-04,-0.0341
2017-12-05,4.336
2017-12-06,-0.8508
2017-12-07,1.8481999999999998
2017-12-08,-1.7174
2017-12-11,0.7583
2017-12-12,-2.4869
2017-12-13,-1.1409
2017-12-14,2.1724
2017-12-15,1.7608000000000001
2017-12-18,1.5018
2017-12-19,-0.1608
2017-12-20,-3.0284
2017-12-21,-0.6312
2017-12-22,0.1003
2017-12-26,-0.4342
2017-12-27,-0.0335
2017-12-28,-0.1007
2017-12-29,0.7054
2018-01-02,0.5003
2018-01-03,-0.9293
2018-01-04,0.737
2018-01-05,-0.3658
2018-01-08,1.3017
2018-01-09,0.4283
2018-01-10,-0.4921
2018-01-11,1.2859
2018-01-12,-0.293
2018-01-16,5.5828
2018-01-17,6.4007
2018-01-18,-1.6274
2018-01-19,6.4106
2018-01-22,-12.2154
2018-01-23,2.277
2018-01-24,2.2882
2018-01-25,2.8114
2018-01-26,-0.0588
2018-01-29,0.0588
2018-01-30,-0.9997
2018-01-31,-0.5049
2018-02-01,-1.6716
2018-02-02,-5.7681000000000004
2018-02-05,-2.2552
2018-02-06,-1.6808999999999998
2018-02-07,2.3466
2018-02-08,-1.5067
2018-02-09,-2.2281
2018-02-12,2.3468999999999998
2018-02-13,2.1934
2018-02-14,1.561
2018-02-15,1.505
2018-02-16,1.9874
2018-02-20,1.9177
2018-02-21,-0.607
2018-02-22,-2.5343999999999998
2018-02-23,-0.0627
2018-02-26,6.0188
2018-02-27,-3.2229
2018-02-28,-1.3749
2018-03-01,0.1239
2018-03-02,11.2314
