ticker,ECMT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-01,0.0
2000-02-22,0.0
2000-03-01,0.0
2000-04-18,0.0
2000-06-05,0.0
2000-06-20,2900.0
2000-06-21,0.0
2000-07-12,-96.6667
2000-08-09,0.0
2000-08-18,0.0
2000-10-06,0.0
2000-10-20,0.0
2000-11-02,0.0
2000-11-07,0.0
2000-11-21,0.0
2000-11-28,0.0
2000-12-01,0.0
2000-12-04,0.0
2000-12-06,0.0
2000-12-07,0.0
2000-12-08,0.0
2000-12-18,0.0
2000-12-19,0.0
2000-12-26,0.0
2000-12-27,0.0
2000-12-29,0.0
2001-01-08,0.0
2001-01-11,0.0
2001-01-12,0.0
2001-02-01,100.0
2001-02-21,0.0
2001-03-22,0.0
2001-04-03,0.0
2001-07-12,0.0
2001-07-20,0.0
2001-07-23,0.0
2001-07-26,0.0
2001-08-06,0.0
2001-08-07,0.0
2001-09-27,0.0
2001-10-16,0.0
2001-10-30,650.0
2001-11-05,-86.6667
2001-11-14,0.0
2001-11-20,0.0
2001-11-28,0.0
2001-12-10,0.0
2001-12-17,0.0
2001-12-18,0.0
2001-12-24,0.0
2001-12-26,0.0
2001-12-27,0.0
2001-12-28,0.0
2001-12-31,0.0
2002-01-15,0.0
2002-01-16,0.0
2002-01-23,-93.75
2002-03-05,0.0
2002-03-19,0.0
2002-03-21,0.0
2002-04-17,0.0
2002-05-10,0.0
2002-05-24,0.0
2002-06-12,0.0
2002-07-02,0.0
2002-07-09,0.0
2002-07-15,0.0
2002-07-24,0.0
2002-10-03,0.0
2002-10-07,0.0
2002-10-09,0.0
2002-10-10,0.0
2002-10-17,0.0
2002-10-23,0.0
2002-11-11,0.0
2002-11-12,0.0
2002-11-21,0.0
2002-12-17,0.0
2002-12-23,0.0
2002-12-30,0.0
2003-01-07,0.0
2003-01-08,0.0
2003-01-13,0.0
2003-01-29,7900.0
2003-02-03,-98.75
2003-02-20,0.0
2003-04-22,0.0
2003-05-05,0.0
2003-05-20,0.0
2003-06-23,0.0
2003-06-27,0.0
2003-07-11,0.0
2003-07-17,0.0
2003-08-08,0.0
2003-09-02,0.0
2003-09-22,0.0
2003-10-06,0.0
2003-12-02,0.0
2003-12-12,0.0
2003-12-23,0.0
2003-12-30,0.0
2003-12-31,0.0
2004-01-06,0.0
2004-01-22,0.0
2004-02-20,0.0
2004-02-25,799900.0
2004-02-27,-99.9875
2004-03-03,0.0
2004-03-09,0.0
2004-03-19,0.0
2004-03-25,0.0
