ticker,BSSC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-28,71.1688
2000-04-25,65.2504
2001-06-15,-25.686
2004-08-06,232.1471
2004-08-26,7.1429
2004-09-07,0.0
2005-01-20,11.1111
2005-09-06,0.0
2006-02-06,25.0
2007-02-20,5.0
2009-04-21,-80.5714
2009-04-27,203.9216
2009-09-17,-19.3548
2009-09-25,32.0
2010-03-05,-15.1515
2010-03-15,17.8571
2011-10-12,-7.8788
2011-10-17,0.0
2012-01-23,-4.6053
2012-01-26,13.7931
2013-03-08,-12.1212
2013-03-11,0.0
2013-04-03,0.0
2013-04-24,37.931
2013-04-29,0.0
2013-04-30,0.0
2013-05-02,6.0
2013-06-17,3.7736
2013-07-19,-27.2727
2013-09-17,25.625
2013-10-17,0.0
2013-11-14,9.4527
2013-11-19,-8.6364
2013-12-24,6.9652
2014-02-19,0.0
2014-03-27,-13.4884
2014-04-11,6.9892
2014-04-16,-6.5327
2014-06-02,0.0
2014-06-06,10.2151
2014-08-07,0.0
2014-08-13,9.7561
2014-08-14,0.0
2014-11-03,-11.1111
2014-11-13,0.0
2014-11-14,5.0
2015-01-12,0.0
2015-01-13,-0.0048
2015-01-14,0.0048
2015-06-23,5.7143
2015-07-01,3.6036
2015-09-14,0.8696
2015-09-23,0.431
2015-11-16,0.4292
2016-03-22,0.4274
2016-04-01,-8.5106
2016-05-18,0.0
2016-06-08,-2.7442
2016-06-22,0.4782
2016-07-18,-0.0428
2016-08-05,-0.4809
2016-08-09,0.0
2016-08-10,-4.3062000000000005
2016-08-19,0.05
2016-09-13,0.4998
2016-09-14,21.8299
2016-09-29,0.0
2016-11-10,-16.3265
2017-01-12,21.9512
2017-02-09,20.0
2017-02-28,0.0
2017-08-03,0.0
2017-09-15,-11.6667
2017-10-25,9.434
2017-11-01,3.4483
2017-12-26,0.0
2018-01-22,0.0
2018-02-06,1.6667
2018-02-28,-1.6393
2018-03-12,-4.3333
2018-03-21,-2.439
2018-03-23,-1.7856999999999998
2018-06-20,-4.7273
2018-07-24,3.0534
2018-09-17,20.3704
2018-09-20,0.6154
2019-01-07,0.6147
2019-05-08,0.0
2019-06-17,0.0
2019-06-19,-0.155
2019-07-05,-8.067
2019-07-24,0.9934
2019-07-26,1.6393
2019-08-02,-0.6452
2019-08-06,2.5974
2019-08-28,-4.4304
2019-09-25,0.0
2019-10-01,0.8281
2019-11-01,-0.4929
2019-11-26,0.6601
2020-01-03,-0.3279
2020-01-07,-0.6579
2020-02-12,-5.6291
2020-02-21,-10.1754
2020-02-26,5.4688
2020-03-13,-5.5556
2020-03-18,-11.7647
2020-03-23,-17.7778
2020-04-03,-24.3243
2020-04-06,0.7143
2020-04-13,9.9291
2020-04-15,12.9032
2020-06-03,3.9657
2020-06-04,8.8271
2020-06-05,3.5354
2020-06-15,29.2049
2020-06-25,-21.8485
2020-06-30,0.0
2020-07-14,0.0048
2020-07-23,3.8597
2020-07-30,6.9767
