ticker,TRPS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-05-03,0.0
2007-05-10,0.0
2007-05-11,6.7114
2007-05-14,3.7736
2007-05-15,5.4545
2007-05-16,8.046
2007-05-17,9.5745
2007-05-18,3.8834999999999997
2007-05-21,3.271
2007-05-22,6.3347999999999995
2007-05-23,1.0638
2007-05-24,-41.0526
2007-05-25,-4.2857
2007-05-29,18.6567
2007-05-30,-18.239
2007-05-31,-23.0769
2007-06-01,-5.0
2007-06-04,-5.2632
2007-06-05,7.7778
2007-06-06,16.4948
2007-06-07,1.7699
2007-06-08,13.0435
2007-06-11,-18.4615
2007-06-12,8.4906
2007-06-13,-4.3478
2007-06-14,13.6364
2007-06-15,-2.4
2007-06-18,-1.6393
2007-06-19,-1.6667
2007-06-20,-2.5423999999999998
2007-06-21,0.0
2007-06-22,-4.3478
2007-06-25,13.6364
2007-06-26,-12.0
2007-06-27,0.0
2007-06-28,0.9091
2007-06-29,-3.6036
2007-07-02,-3.7382999999999997
2007-07-03,-7.767
2007-07-05,-5.2632
2007-07-06,2.2222
2007-07-09,-5.4348
2007-07-10,1.1494
2007-07-11,5.6818
2007-07-12,7.5269
2007-07-13,0.0
2007-07-16,-4.0
2007-07-17,-2.0833
2007-07-18,-4.2553
2007-07-19,5.5556
2007-07-20,0.0
2007-07-23,-6.3158
2007-07-24,-10.1124
2007-07-25,10.0
2007-07-26,6.8182
2007-07-27,-14.8936
2007-07-30,0.0
2007-07-31,-6.25
2007-08-01,-6.6667
2007-08-02,-27.1429
2007-08-03,7.8431
2007-08-06,-7.2727
2007-08-07,11.7647
2007-08-08,22.807
2007-08-09,-7.1429
2007-08-10,-15.3846
2007-08-13,0.0
2007-08-14,9.0909
2007-08-15,8.3333
2007-08-16,-20.0
2007-08-17,0.0
2007-08-20,0.0
2007-08-21,5.7692
2007-08-22,9.0909
2007-08-23,0.0
2007-08-24,25.0
2007-08-27,-9.3333
2007-08-28,-19.1176
2007-08-29,12.7273
2007-08-30,8.0645
2007-08-31,-14.9254
2007-09-04,14.0351
2007-09-05,-12.3077
2007-09-06,0.0
2007-09-07,0.0
2007-09-10,1.7544
2007-09-11,0.0
2007-09-12,5.1724
2007-09-13,-9.8361
2007-09-17,27.2727
2007-09-19,-25.7143
2007-09-20,0.0
2007-09-21,17.3077
2007-09-24,6.5574
2007-09-25,-15.3846
2007-09-26,25.4545
2007-09-27,-20.2899
2007-09-28,9.0909
2007-10-01,0.0
2007-10-02,16.6667
2007-10-03,7.1429
