ticker,CMOT US Equity
2016-04-29,0.0
2016-05-09,59.7917
2016-05-10,-31.0039
2016-05-11,2.7967
2016-05-12,0.0
2016-05-13,0.0
2016-05-16,2.9412000000000003
2016-05-17,-2.8571
2016-05-20,-13.125
2016-05-23,0.0
2016-06-08,-32.2895
2016-06-23,0.0
2016-06-24,-40.0
2016-06-27,-16.6667
2016-08-03,20.0
2016-08-08,0.0
2016-09-19,-16.6667
2016-09-20,0.0
2016-10-12,-6.0
2016-10-18,-14.8936
2016-10-24,12.5
2016-11-03,-11.1111
2016-12-08,12.5
2016-12-14,-11.1111
2016-12-23,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,-25.0
2017-02-16,0.0
2017-03-29,233.3333
2017-03-30,-25.0
2017-04-26,-6.5
2017-05-09,-0.1783
2017-06-16,-12.857099999999999
2017-06-22,14.7541
2017-08-10,42.8571
2017-08-21,100.0
2017-08-23,0.0
2017-08-25,-42.5
2017-09-06,56.6087
2017-09-11,11.0494
2017-09-18,52.65
2017-09-19,-8.2869
2017-09-20,7.1429
2017-10-09,-1.5333
2017-10-11,1.5572
2017-10-16,-1.5333
2017-10-18,0.0
2017-10-20,1.5572
2017-11-13,0.0
2017-11-15,-16.6667
2017-11-22,20.0
2017-11-27,-16.6667
2017-11-30,-19.96
2017-12-01,49.925
2017-12-04,0.0
2017-12-05,70.0
2017-12-06,0.0
2017-12-08,-4.902
2017-12-11,-0.0206
2017-12-12,-0.0206
2017-12-13,-7.8026
2017-12-18,8.4853
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,2.0829
2017-12-22,-3.0505
2017-12-26,-1.021
2017-12-27,1.0316
2017-12-28,-27.0473
2017-12-29,27.1065
2018-01-02,7.8427
2018-01-03,-2.0629
2018-01-04,2.1064
2018-01-05,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,-6.2305
2018-01-12,-0.0222
2018-01-16,0.0222
2018-01-17,11.1111
2018-01-18,-4.0
2018-01-19,4.1667
2018-01-22,-0.4
2018-01-23,-0.4016
2018-01-24,0.0
2018-01-25,-0.2016
2018-01-26,-0.404
2018-01-29,0.0
2018-01-30,0.4057
2018-01-31,0.0
2018-02-01,0.0
2018-02-02,0.0
2018-02-05,0.0
2018-02-06,-0.404
2018-02-07,0.0
2018-02-08,0.4057
2018-02-12,-11.1111
2018-02-14,-12.5
2018-02-15,-9.0909
2018-02-16,2.8571
2018-02-20,108.3333
2018-02-21,-9.3333
2018-02-22,-23.5294
2018-02-23,-23.0769
2018-02-26,62.0
2018-02-27,-30.5556
2018-03-01,0.0
2018-03-02,0.0
2018-03-05,0.0
2018-03-06,-11.1111
2018-03-07,-12.5
2018-03-08,-14.2857
2018-03-09,0.0
2018-03-12,0.0
2018-03-15,0.0
2018-03-16,0.0
2018-03-26,30.0
2018-03-29,0.0
2018-04-02,-0.6538
2018-04-03,0.6581
2018-04-04,0.0
2018-04-05,0.0
2018-04-09,0.0
2018-04-10,2.5641
2018-04-11,0.0
2018-04-18,0.0
2018-04-19,0.0
2018-04-20,145.0
2018-04-26,0.0
2018-04-30,0.0
2018-05-02,2.0408
2018-05-07,-49.0
2018-05-08,0.0
2018-05-09,96.0784
2018-05-11,-50.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,-4.0
2018-05-18,0.0
2018-05-21,0.0
2018-05-22,-4.1667
2018-05-23,0.0
2018-05-24,-2.1739
2018-05-25,0.0
2018-05-29,-4.4444
2018-05-30,-0.4651
2018-05-31,-6.5421
2018-06-01,0.0
2018-06-04,0.0
2018-06-05,0.0
2018-06-07,275.0
2018-06-08,-50.1333
2018-06-11,-53.2086
2018-06-12,27.8429
2018-06-13,-10.6045
2018-06-14,-5.0
2018-06-20,34.2105
2018-06-27,-21.5686
2018-07-17,0.0
2018-07-23,0.0
2018-07-25,100.0
2018-09-10,17.5
2018-09-12,-46.8085
2018-09-13,40.0
2018-09-17,-19.6
2018-09-18,-12.9353
2018-09-19,2.0408
2018-09-20,0.0
2018-09-28,0.0
2018-10-01,0.0
2018-10-02,20.0
2018-10-04,-8.3333
2018-10-08,-9.0909
2018-10-09,-10.0
2018-11-01,0.0
2018-11-02,11.1111
2018-11-05,0.0
2018-11-06,10.0
2018-11-07,-5.4545
2018-11-09,-3.8462
2018-11-12,0.0
2018-11-13,-10.0
2018-11-14,-11.1111
2018-11-15,-12.5
2018-11-19,-30.0
2018-11-20,104.0816
2018-11-21,-50.0
2018-11-23,20.0
2018-11-26,0.0
2018-11-27,13.3333
2018-11-28,32.3529
2018-11-29,-16.6889
2018-11-30,-6.6418
2018-12-03,-14.2857
2018-12-04,0.0
2018-12-06,0.0
2018-12-10,0.0
2018-12-11,16.6667
2018-12-12,0.0
2018-12-13,0.0
2018-12-14,0.0
2018-12-17,-14.2857
2018-12-18,0.0
2018-12-20,0.0
2018-12-21,0.0
2018-12-24,26.6667
2018-12-26,-13.1316
2018-12-27,-3.0294
2018-12-28,0.0
2018-12-31,-32.3649
2019-01-02,15.4734
2019-01-03,12.0
2019-01-07,0.0
2019-01-10,0.0
2019-01-17,-28.5714
2019-01-18,0.0
2019-01-22,15.0
2019-01-23,0.0
2019-01-28,-13.0435
2019-01-29,0.0
2019-02-01,0.0
2019-02-04,0.0
2019-02-05,0.0
2019-02-07,22.5
2019-02-08,2.0408
2019-02-11,-4.0
2019-02-13,-16.6667
2019-02-19,-24.95
2019-02-20,-0.0666
2019-02-21,13.3333
2019-02-22,5.8824
2019-02-26,-5.5556
2019-02-27,0.0
2019-02-28,-11.7647
2019-03-01,0.0
2019-03-04,0.0
2019-03-05,20.0
2019-03-06,0.0
2019-03-07,-30.5556
2019-03-08,20.0
2019-03-11,0.0
2019-03-12,0.0
2019-03-13,0.0
2019-03-15,0.0
2019-03-18,-13.3333
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,0.0
2019-03-22,0.0
2019-03-27,0.0
2019-03-29,15.3846
2019-04-01,0.0667
2019-04-02,66.5556
2019-04-03,-71.96
2019-04-04,198.1455
2019-04-05,-4.3062000000000005
2019-04-08,-12.5
2019-04-09,-8.5714
2019-04-11,0.0
2019-04-12,-6.25
2019-04-15,-26.6667
2019-04-18,0.0
2019-04-23,0.0
2019-04-24,0.0
2019-04-25,-9.0909
2019-04-26,49.5
2019-04-29,13.0435
2019-04-30,-4.142
2019-05-01,0.0
2019-05-03,-8.0247
2019-05-06,-32.8859
2019-05-07,40.0
2019-05-08,14.2857
2019-05-09,-3.125
2019-05-10,3.2258
2019-05-13,0.0
2019-05-14,-6.25
2019-05-16,0.0
2019-05-17,0.0
2019-05-20,0.0
2019-05-21,-26.6667
2019-05-22,77.3636
2019-05-23,140.9021
2019-05-24,-76.5957
2019-05-28,263.6364
2019-05-29,-25.0
2019-05-31,-50.0
2019-06-03,33.3333
2019-06-04,25.0
2019-06-06,-8.0
2019-06-11,-52.1739
2019-06-12,127.2727
2019-06-14,-20.0
2019-06-17,25.0
2019-06-19,-29.02
2019-06-20,-31.2482
2019-06-21,-1.6393
2019-06-24,-8.3333
2019-06-25,36.3636
2019-06-26,-20.0
2019-06-27,-11.6667
2019-06-28,88.6792
2019-07-02,-1.275
2019-07-03,0.0
2019-07-05,1.2915
2019-07-08,0.0
2019-07-09,10.0
2019-07-10,12.4773
2019-07-11,1.0305
2019-07-15,0.0
2019-07-17,0.0
2019-07-18,6.98
2019-07-19,-0.5422
2019-07-22,-4.5113
2019-07-25,14.1732
2019-07-26,-0.8793
2019-07-29,0.0
2019-07-30,0.5392
2019-07-31,-13.4948
2019-08-01,0.0
2019-08-07,20.0
2019-08-12,0.0
2019-08-14,0.0
2019-08-16,0.0
2019-08-23,3.3333
2019-08-26,-4.0484
2019-08-28,0.0168
2019-09-04,-26.0504
2019-09-05,9.0909
2019-09-06,-16.6667
2019-09-10,0.0
2019-09-12,25.0
2019-09-16,18.98
2019-09-19,-31.1145
2019-09-20,-2.3914
2019-10-07,-23.725
2019-10-10,29.433
2019-10-11,1.2915
2019-10-17,-8.0
2019-10-21,0.5163
2019-10-22,2.7305
2019-10-23,-1.2105
2019-10-25,-20.0852
2019-11-04,33.3333
2019-11-05,0.0
2019-11-06,-20.0
2019-11-07,-6.25
2019-11-12,20.0
2019-11-13,0.0
2019-11-19,11.1667
2019-11-20,-0.05
2019-11-21,25.0
2019-11-22,-6.0
2019-11-27,27.6596
2019-11-29,0.0
2019-12-02,-53.3333
2019-12-16,114.2857
2019-12-18,0.0
2019-12-19,0.0
2019-12-20,0.0
2019-12-23,0.0
2019-12-24,-1.7
2019-12-26,-48.4571
2019-12-31,0.0
2020-01-02,3.3553
2020-01-06,90.9612
2020-01-07,-6.6667
2020-01-10,-8.5714
2020-01-22,7.4219
2020-01-23,0.0
2020-01-24,-44.7273
2020-02-11,0.0
2020-02-12,-21.0526
2020-02-13,75.0
2020-02-18,-1.1905000000000001
2020-02-24,26.4458
2020-02-25,14.3402
2020-02-26,-30.0
2020-02-28,42.8571
2020-03-02,0.0
2020-03-03,1.6667
2020-03-04,1.6393
2020-03-09,0.0
2020-03-10,-3.2258
2020-03-16,0.0
2020-03-20,0.0
2020-03-23,-33.3333
2020-03-25,50.0
2020-03-30,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,3.3333
2020-04-20,29.0323
2020-04-21,-21.5
2020-04-22,-0.6369
2020-04-23,-35.8974
2020-04-30,171.0
2020-05-01,-58.0996
2020-05-06,139.5421
2020-05-11,-58.0882
2020-05-18,124.1228
2020-05-19,0.3914
2020-05-20,-0.5848
2020-05-21,-21.5686
2020-05-22,15.0
2020-05-29,11.087
2020-06-08,-21.7221
2020-06-11,0.0
2020-06-16,37.5
2020-06-18,-9.0909
2020-06-24,0.0
2020-06-29,-23.0
2020-06-30,22.0779
2020-07-01,-42.5532
2020-07-02,59.2593
2020-07-06,-6.9767
2020-07-08,-10.0
2020-07-10,5.5556
2020-07-13,-21.0526
2020-07-14,16.6667
2020-07-15,0.0
2020-07-17,2.8571
2020-07-28,5.5556
2020-07-29,-5.2632
2020-07-30,-13.8889
2020-07-31,16.129
