ticker,LPG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-05-08,-1.8947
2014-05-09,1.9313
2014-05-12,0.5263
2014-05-13,-0.2094
2014-05-14,0.0
2014-05-15,-2.6757999999999997
2014-05-16,2.4259
2014-05-19,0.3684
2014-05-20,0.3671
2014-05-21,-0.3135
2014-05-22,3.3019
2014-05-23,-0.3044
2014-05-27,0.0
2014-05-28,0.2545
2014-05-29,1.4721
2014-05-30,1.6008
2014-06-02,0.3447
2014-06-03,1.2758
2014-06-04,-0.5329
2014-06-05,0.2435
2014-06-06,4.6161
2014-06-09,-3.2513
2014-06-10,4.0807
2014-06-11,0.5535
2014-06-12,-0.2294
2014-06-13,-0.5517
2014-06-16,-4.1609
2014-06-17,2.026
2014-06-18,4.3972
2014-06-19,1.2227999999999999
2014-06-20,1.5659999999999998
2014-06-23,0.9692
2014-06-24,1.7888
2014-06-25,-3.3433
2014-06-26,4.0355
2014-06-27,-1.5772
2014-06-30,-0.4331
2014-07-01,0.8699
2014-07-02,-1.768
2014-07-03,3.029
2014-07-07,-4.7294
2014-07-08,1.4311
2014-07-09,-0.2205
2014-07-10,0.9722
2014-07-11,-0.7002
2014-07-14,-0.0441
2014-07-15,-0.8818
2014-07-16,-0.9786
2014-07-17,-1.6622
2014-07-18,0.5939
2014-07-21,-1.9527999999999999
2014-07-22,1.2506
2014-07-23,1.0979
2014-07-24,0.4525
2014-07-25,-0.2703
2014-07-28,-2.6197
2014-07-29,0.4638
2014-07-30,-3.5549
2014-07-31,-3.9253
2014-08-01,2.292
2014-08-04,0.0974
2014-08-05,-1.6058
2014-08-06,-2.275
2014-08-07,-1.164
2014-08-08,0.512
2014-08-11,0.0
2014-08-12,-2.1905
2014-08-13,2.0313
2014-08-14,0.4084
2014-08-15,0.6101
2014-08-18,0.1516
2014-08-19,-0.2018
2014-08-20,-0.5561
2014-08-21,0.3559
2014-08-22,-0.152
2014-08-25,-1.5221
2014-08-26,0.6698
2014-08-27,-0.0512
2014-08-28,0.1536
2014-08-29,0.3579
2014-09-02,-0.866
2014-09-03,-0.6166
2014-09-04,-1.6545999999999998
2014-09-05,-0.2103
2014-09-08,-0.4215
2014-09-09,0.0529
2014-09-10,1.5865
2014-09-11,2.3946
2014-09-12,0.1525
2014-09-15,-1.0152
2014-09-16,-1.0769
2014-09-17,1.1405
2014-09-18,-0.205
2014-09-19,-0.8218
2014-09-22,-1.8643
2014-09-23,-1.0554
2014-09-24,0.2667
2014-09-25,-3.5638
