ticker,LITB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-06-06,22.2105
2013-06-07,7.9242
2013-06-10,16.4405
2013-06-11,-1.9877
2013-06-12,-1.958
2013-06-13,7.9886
2013-06-14,12.1532
2013-06-17,1.0012
2013-06-18,-2.9154999999999998
2013-06-19,-4.7447
2013-06-20,-11.7276
2013-06-21,6.3571
2013-06-24,-11.82
2013-06-25,6.3976
2013-06-26,-2.2906
2013-06-27,0.7326
2013-06-28,-2.1091
2013-07-01,-2.4516999999999998
2013-07-02,-0.457
2013-07-03,3.6725
2013-07-05,-1.476
2013-07-08,-1.1236
2013-07-09,0.8333
2013-07-10,13.9745
2013-07-11,-0.4614
2013-07-12,5.4967
2013-07-15,-0.2511
2013-07-16,-4.5312
2013-07-17,16.414
2013-07-18,-4.983
2013-07-19,3.6353
2013-07-22,-6.843
2013-07-23,1.2346
2013-07-24,-1.7073
2013-07-25,3.4119
2013-07-26,6.8386
2013-07-29,-6.2886
2013-07-30,-0.1797
2013-07-31,-4.0216
2013-08-01,0.6879
2013-08-02,0.8696
2013-08-05,9.9138
2013-08-06,5.7143
2013-08-07,-5.0874
2013-08-08,7.761
2013-08-09,8.4974
2013-08-12,-3.8204000000000002
2013-08-13,8.6892
2013-08-14,1.4619
2013-08-15,-11.7064
2013-08-16,-2.9577
2013-08-19,1.2612
2013-08-20,-39.9066
2013-08-21,-3.9724
2013-08-22,-10.4317
2013-08-23,-0.9036
2013-08-26,4.9645
2013-08-27,-2.6062
2013-08-28,-0.2973
2013-08-29,1.0934
2013-08-30,-4.9164
2013-09-03,-0.5171
2013-09-04,3.0146
2013-09-05,2.3209
2013-09-06,2.7613
2013-09-09,3.3589
2013-09-10,9.935
2013-09-11,0.4223
2013-09-12,-1.6821000000000002
2013-09-13,-0.3422
2013-09-16,-0.515
2013-09-17,2.4159
2013-09-18,5.139
2013-09-19,-3.766
2013-09-20,-0.2498
2013-09-23,1.7529
2013-09-24,-1.3946
2013-09-25,1.8303
2013-09-26,2.2059
2013-09-27,-3.0376
2013-09-30,-2.3083
2013-10-01,1.6034000000000002
2013-10-02,3.7375
2013-10-03,-2.4019
2013-10-04,-0.4102
2013-10-07,1.0708
2013-10-08,-6.52
2013-10-09,-0.2616
2013-10-10,-0.3497
2013-10-11,-2.4561
2013-10-14,-2.1583
2013-10-15,1.9301
2013-10-16,-1.2624
2013-10-17,2.8311
2013-10-18,-2.5755
2013-10-21,-0.4558
2013-10-22,-5.0366
2013-10-23,-3.9537
