ticker,GORO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-09-18,0.0
2006-09-19,0.0
2006-09-20,-13.6364
2006-09-22,-5.2632
2006-09-25,11.1111
2006-09-26,10.0
2006-09-29,-18.1818
2006-10-02,22.2222
2006-10-03,-1.8182
2006-10-05,-2.7778
2006-10-06,-4.7619
2006-10-13,5.0
2006-10-16,23.8095
2006-10-17,-3.8462
2006-10-18,-4.0
2006-10-19,1.6667
2006-10-20,-6.5574
2006-10-23,8.7719
2006-10-24,-6.4516
2006-10-25,7.7586
2006-10-26,-6.4
2006-10-27,11.1111
2006-10-30,0.0
2006-10-31,0.0
2006-11-01,-2.3077
2006-11-02,2.3622
2006-11-03,0.0
2006-11-06,11.538499999999999
2006-11-07,-3.4483
2006-11-08,3.5714
2006-11-09,2.7586
2006-11-10,10.7383
2006-11-13,12.1212
2006-11-14,-7.5676
2006-11-15,-1.1696
2006-11-16,-2.9586
2006-11-17,2.439
2006-11-20,-4.7619
2006-11-21,-1.875
2006-11-22,3.1847
2006-11-24,1.8519
2006-11-27,-1.8182
2006-11-28,1.8519
2006-11-29,-0.6061
2006-11-30,-1.2195
2006-12-01,-1.2346
2006-12-04,-1.25
2006-12-05,2.5316
2006-12-06,-1.2346
2006-12-07,0.0
2006-12-08,-1.25
2006-12-11,3.7975
2006-12-12,5.4878
2006-12-13,0.0
2006-12-14,2.3121
2006-12-15,-5.0847
2006-12-18,0.0
2006-12-19,4.1667
2006-12-20,-2.2857
2006-12-21,2.3392
2006-12-22,0.5714
2006-12-26,1.7045
2006-12-27,0.5587
2006-12-28,0.0
2006-12-29,0.0
2007-01-03,-4.4444
2007-01-04,0.0
2007-01-05,-5.814
2007-01-08,-10.4938
2007-01-09,-2.069
2007-01-10,1.4085
2007-01-11,9.0278
2007-01-12,1.9108
2007-01-16,-6.25
2007-01-17,-5.3333
2007-01-18,2.8169
2007-01-19,4.1096
2007-01-22,5.9211
2007-01-23,11.8012
2007-01-24,0.0
2007-01-25,3.8889
2007-01-26,-3.7433
2007-01-29,2.7778
2007-01-30,-0.5405
2007-01-31,4.8913
2007-02-01,-1.0363
2007-02-02,3.1414
2007-02-05,-3.0457
2007-02-06,1.0471
2007-02-07,10.3627
2007-02-08,-2.3474
2007-02-09,-0.4808
2007-02-12,18.3575
2007-02-13,-1.6327
2007-02-14,0.8299
2007-02-15,5.7613
2007-02-16,1.5564
2007-02-20,4.9808
2007-02-21,4.7445
2007-02-22,7.3171
2007-02-23,4.2208
