ticker,CFFI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,5.1095
2000-01-04,-5.5556
2000-01-05,0.0
2000-01-06,4.4118
2000-01-07,-1.4085
2000-01-10,0.3571
2000-01-11,2.4911
2000-01-12,-5.5556
2000-01-18,2.9412000000000003
2000-01-19,-7.1429
2000-01-21,1.5385
2000-01-24,0.0
2000-01-25,0.0
2000-01-27,0.7576
2000-01-28,2.2556
2000-02-01,-0.3676
2000-02-02,-0.369
2000-02-03,-3.7037
2000-02-04,1.5385
2000-02-07,-3.0303
2000-02-08,5.4688
2000-02-09,-0.7407
2000-02-10,-1.4925
2000-02-11,0.0
2000-02-14,-1.5152
2000-02-15,-0.7692
2000-02-16,-1.5504
2000-02-17,-5.5118
2000-02-18,3.3333
2000-02-22,-2.8226
2000-02-23,-0.4149
2000-02-24,-5.0
2000-02-25,4.386
2000-03-01,4.2017
2000-03-06,-1.6129
2000-03-08,-8.1967
2000-03-09,0.0
2000-03-10,-3.5714
2000-03-14,2.8422
2000-03-15,-3.6364
2000-03-16,1.8868
2000-03-17,9.2593
2000-03-20,-7.6271
2000-03-21,10.0917
2000-03-22,-8.75
2000-03-23,7.7626
2000-03-24,-11.8644
2000-03-27,6.7308
2000-03-28,-9.4595
2000-03-29,-3.4826
2000-03-30,15.4639
2000-03-31,-19.6429
2000-04-03,22.2222
2000-04-04,0.0
2000-04-05,0.0
2000-04-06,0.9091
2000-04-07,0.9009
2000-04-11,0.8929
2000-04-12,-0.885
2000-04-13,2.6786
2000-04-14,-4.3478
2000-04-17,1.8182
2000-04-18,1.7856999999999998
2000-04-19,1.7544
2000-04-20,3.4483
2000-04-24,1.6667
2000-04-25,0.8197
2000-04-26,0.813
2000-04-27,-1.6129
2000-05-01,4.918
2000-05-02,-4.6875
2000-05-03,0.0
2000-05-04,0.0
2000-05-05,4.918
2000-05-08,0.0
2000-05-09,-1.5625
2000-05-10,0.0
2000-05-11,1.5873
2000-05-17,0.0
2000-05-25,0.7812
2000-05-30,-0.7752
2000-05-31,1.9531
2000-06-01,2.682
2000-06-02,-2.2388
2000-06-06,-2.2901
2000-06-07,10.9375
2000-06-08,-4.2254
2000-06-09,-0.7353
2000-06-12,0.0
2000-06-13,-0.7111
2000-06-14,0.7519
2000-06-15,1.4925
2000-06-16,-1.4706000000000001
2000-06-19,0.0
2000-06-23,0.0
2000-06-26,1.4925
2000-06-27,-0.3676
2000-06-29,-3.321
2000-06-30,0.0
2000-07-05,6.1068999999999996
