ticker,CGPI US Equity
2010-07-28,0.0
2010-07-29,-2.4324
2010-07-30,0.554
2010-08-02,-2.2039
2010-08-03,4.2254
2010-08-04,0.0
2010-08-05,1.3514
2010-08-06,5.3333
2010-08-09,7.5949
2010-08-10,-2.3529
2010-08-11,-1.2048
2010-08-12,-2.6829
2010-08-13,6.5163
2010-08-16,0.0
2010-08-17,-8.2353
2010-08-18,-2.5641
2010-08-19,-0.7895
2010-08-20,0.7958
2010-08-23,-1.3158
2010-08-24,-0.2667
2010-08-25,-0.2674
2010-08-26,-2.1448
2010-08-27,0.5479
2010-08-30,-1.9074
2010-08-31,-1.3889
2010-09-01,-4.2254
2010-09-02,0.5882
2010-09-03,2.0468
2010-09-07,-1.1461000000000001
2010-09-08,-0.8696
2010-09-09,-0.5848
2010-09-10,2.9412000000000003
2010-09-13,1.4285999999999999
2010-09-14,-1.4085
2010-09-15,-8.5714
2010-09-16,0.0
2010-09-17,0.0
2010-09-20,-3.4375
2010-09-21,-1.2945
2010-09-22,1.3115
2010-09-23,-2.9126
2010-09-24,1.6667
2010-09-27,-1.6393
2010-09-28,1.6667
2010-09-29,13.1148
2010-09-30,-0.2899
2010-10-01,-1.1628
2010-10-04,0.0
2010-10-05,-4.4118
2010-10-06,0.0
2010-10-07,0.0
2010-10-08,1.8462
2010-10-11,4.2296
2010-10-12,0.8696
2010-10-13,6.3218
2010-10-14,7.2973
2010-10-15,0.7557
2010-10-18,2.0
2010-10-19,-6.1275
2010-10-20,1.8277
2010-10-21,1.2821
2010-10-22,0.0
2010-10-25,1.2658
2010-10-26,1.25
2010-10-27,1.7284000000000002
2010-10-28,0.4854
2010-10-29,-3.3816
2010-11-01,0.0
2010-11-02,0.0
2010-11-03,0.75
2010-11-04,2.9777
2010-11-05,2.8916
2010-11-08,4.4496
2010-11-09,-1.5695000000000001
2010-11-10,-0.9112
2010-11-11,3.4483
2010-11-12,-0.4444
2010-11-15,2.2321
2010-11-16,-9.3886
2010-11-17,4.8193
2010-11-18,2.2989
2010-11-19,-3.3708
2010-11-22,4.6512
2010-11-23,-0.4444
2010-11-24,-0.4464
2010-11-26,1.3453
2010-11-29,1.7699
2010-11-30,-1.087
2010-12-01,-1.7582
2010-12-02,-0.8949
2010-12-03,1.5800999999999998
2010-12-06,-2.2222
2010-12-07,-2.0455
2010-12-08,0.232
2010-12-09,0.6944
2010-12-10,0.0
2010-12-13,3.4483
2010-12-14,1.1111
2010-12-15,-1.0989
2010-12-16,-2.0
2010-12-17,2.2676
2010-12-20,0.8869
2010-12-21,-1.5385
2010-12-22,-1.7856999999999998
2010-12-23,0.0
2010-12-27,-2.2727
2010-12-28,0.0
2010-12-29,1.1628
2010-12-30,0.0
2010-12-31,-2.069
2011-01-03,2.1127
2011-01-04,-0.4598
2011-01-05,0.2309
2011-01-06,0.2304
2011-01-07,-6.6667
2011-01-10,3.4483
2011-01-11,0.0
2011-01-12,-1.1905000000000001
2011-01-13,0.9639
2011-01-14,-3.3413
2011-01-18,0.0
2011-01-19,-10.8642
2011-01-20,-3.0471
2011-01-21,-2.8571
2011-01-24,-3.5294
2011-01-25,-2.439
2011-01-26,1.5625
2011-01-27,-1.5385
2011-01-28,-1.5625
2011-01-31,1.5873
2011-02-01,-2.5
2011-02-02,-6.7308
2011-02-03,3.0928
2011-02-04,-12.0
2011-02-07,4.1667
2011-02-08,16.0
2011-02-09,-5.9561
2011-02-10,-3.3333
2011-02-11,3.4483
2011-02-14,0.0
2011-02-15,5.0
2011-02-16,0.0
2011-02-17,0.0
2011-02-18,-9.5238
2011-02-22,0.0
2011-02-23,1.7544
2011-02-24,0.0
2011-02-25,1.7241
2011-02-28,9.4915
2011-03-01,-10.2167
2011-03-02,0.0
2011-03-03,3.7931
2011-03-04,6.3123000000000005
2011-03-07,-17.1875
2011-03-08,22.6415
2011-03-09,-8.0
2011-03-10,7.0234
2011-03-11,-14.0625
2011-03-14,-38.1818
2011-03-15,29.4118
2011-03-16,-13.1818
2011-03-17,4.712
2011-03-18,-3.5
2011-03-21,-1.5544
2011-03-22,-28.947400000000002
2011-03-23,23.7037
2011-03-24,49.7006
2011-03-25,-6.4
2011-03-28,-12.8205
2011-03-29,-16.6667
2011-03-30,0.5882
2011-03-31,1.7544
2011-04-01,3.4483
2011-04-04,0.0
2011-04-05,2.7778
2011-04-06,-2.7027
2011-04-07,1.1111
2011-04-08,0.0
2011-04-11,-3.2967
2011-04-12,-11.3636
2011-04-13,5.7692
2011-04-14,-9.0909
2011-04-15,13.3333
2011-04-18,2.9412000000000003
2011-04-19,-2.8571
2011-04-20,37.6471
2011-04-21,-2.1368
2011-04-25,-11.7904
2011-04-26,0.0
2011-04-27,-12.8713
2011-04-28,0.0
2011-04-29,7.9545
2011-05-02,5.2632
2011-05-03,0.0
2011-05-04,-10.0
2011-05-05,0.0
2011-05-06,-33.3333
2011-05-09,0.0
2011-05-10,-8.3333
2011-05-11,4.5455
2011-05-12,6.087
2011-05-13,-45.9016
2011-05-16,36.3636
2011-05-17,35.5556
2011-05-18,22.9508
2011-05-19,6.6667
2011-05-20,0.0
2011-05-24,-31.25
2011-05-25,45.4545
2011-05-26,-6.875
2011-05-27,0.6711
2011-05-31,0.0
2011-06-01,0.0
2011-06-02,-0.6667
2011-06-03,-0.6711
2011-06-06,-3.3784
2011-06-07,-2.0979
2011-06-08,1.4285999999999999
2011-06-09,0.0
2011-06-10,-11.9718
2011-06-13,-20.0
2011-06-14,0.0
2011-06-15,-20.0
2011-06-16,0.0
2011-06-17,-6.25
2011-06-21,-20.0
2011-06-22,0.0
2011-06-23,16.6667
2011-06-24,14.2857
2011-06-27,5.0
2011-06-28,19.0476
2011-06-29,0.0
2011-06-30,1.0
2011-07-01,0.0
2011-07-05,-20.7921
2011-07-06,0.0
2011-07-07,0.0
2011-07-08,-6.25
2011-07-11,-60.0
2011-07-12,66.6667
2011-07-13,10.0
2011-07-14,0.0
2011-07-15,0.0
2011-07-18,0.0
2011-07-19,0.0
2011-07-20,0.0
2011-07-21,27.2727
2011-07-22,0.0
2011-07-25,0.0
2011-07-26,0.0
2011-07-29,-14.2857
2011-08-01,0.0
2011-08-02,-20.0
2011-08-03,37.5
2011-08-04,-21.2121
2011-08-05,0.0
2011-08-08,34.6154
2011-08-09,-4.2857
2011-08-10,-2.9851
2011-08-11,3.0769
2011-08-12,4.4776
2011-08-15,14.2857
2011-08-16,0.0
2011-08-17,-25.0
2011-08-18,-1.6667
2011-08-19,18.6441
2011-08-22,0.0
2011-08-23,11.4286
2011-08-24,-23.0769
2011-08-25,8.3333
2011-08-26,-10.7692
2011-08-29,-29.1379
2011-08-30,9.4891
2011-08-31,32.2222
2011-09-01,0.0
2011-09-02,-1.6806999999999999
2011-09-06,19.6581
2011-09-07,0.0
2011-09-08,0.0
2011-09-09,0.0
2011-09-12,21.4286
2011-09-13,23.5294
2011-09-14,-9.5238
2011-09-15,-11.5789
2011-09-16,1.1905000000000001
2011-09-19,0.0
2011-09-20,0.0
2011-09-21,-1.1764999999999999
2011-09-23,-0.0149
2011-09-26,-1.1758
2011-09-27,0.0
2011-09-29,-10.8434
2011-10-03,-5.4054
2011-10-04,-1.4285999999999999
2011-10-05,0.0
2011-10-06,0.0
2011-10-07,-27.5362
2011-10-10,27.0
2011-10-11,0.0
2011-10-12,0.0
2011-10-13,-0.7874
2011-10-14,0.7937
2011-10-17,-2.3622
2011-10-18,-0.8065
2011-10-20,0.0
2011-10-21,-0.813
2011-10-26,-0.8197
2011-10-27,0.8264
2011-10-28,0.0
2011-10-31,-14.7541
2011-11-01,-1.9231
2011-11-02,21.5686
2011-11-03,0.0
2011-11-04,0.0
2011-11-07,0.0
2011-11-08,0.0
2011-11-09,0.0
2011-11-10,0.0
2011-11-11,-2.4194
2011-11-14,-0.8264
2011-11-15,0.0
2011-11-16,0.0
2011-11-17,0.0
2011-11-18,0.0
2011-11-21,0.0
2011-11-22,0.0
2011-11-25,0.0
2011-11-28,0.0
2011-11-29,-8.6667
2011-11-30,-1.4599
2011-12-01,-60.9259
2011-12-02,13.7441
2011-12-05,-12.5
2011-12-06,-4.3452
2011-12-07,-0.4356
2011-12-08,-0.4375
2011-12-09,-24.6077
2011-12-12,39.8834
2011-12-13,0.0
2011-12-14,0.0
2011-12-15,0.0
2011-12-16,-0.4762
2011-12-19,-9.0909
2011-12-20,-5.2632
2011-12-21,0.0
2011-12-22,-5.5556
2011-12-23,0.0
2011-12-27,4.7059
2011-12-28,-3.9326
2011-12-29,-12.2807
2011-12-30,0.0
2012-01-03,0.0
2012-01-04,0.0
2012-01-05,0.0
2012-01-06,0.0
2012-01-09,-10.0
2012-01-10,-25.9259
2012-01-11,0.0
2012-01-12,0.0
2012-01-17,-40.0
2012-01-19,166.6667
2012-01-20,-6.25
2012-01-23,93.3333
2012-01-25,-3.4483
2012-01-26,-42.1429
2012-01-27,-1.2346
2012-01-30,53.125
2012-01-31,-8.1633
2012-02-07,-53.3333
2012-02-09,28.3929
2012-02-10,-18.4052
2012-02-13,-9.0909
2012-02-15,148.8125
2012-02-21,-46.4205
2012-02-28,-13.7365
2012-03-02,0.0
2012-03-09,4.3478
2012-03-12,0.0
2012-03-15,0.0
2012-03-19,0.0
2012-04-04,-8.3333
2012-04-05,0.0
2012-04-18,-36.3636
2012-04-19,2.8571
2012-04-23,-2.7778
2012-04-30,-55.7143
2012-05-02,222.5806
2012-05-04,-70.0
2012-06-14,0.0
2012-07-02,-55.0
2012-07-03,0.0
2012-07-17,37.037
2012-07-23,8.1081
2012-07-30,50.0
2012-08-02,33.3333
2012-08-15,12.5
2012-08-22,-33.3333
2012-08-23,-38.3333
2012-09-04,0.0
2012-09-07,-45.9459
2012-09-13,100.0
2012-10-10,-50.0
2012-10-11,-18.75
2012-10-12,-63.0769
2012-10-16,37.5
2012-10-17,336.3636
2012-10-19,11.1111
2012-10-22,150.0
2012-10-24,-20.0
2012-10-25,-25.0
2012-10-26,0.0
2012-11-02,0.0
2012-11-06,0.0
2012-11-08,0.0
2012-11-09,0.0
2012-11-19,-26.6667
2012-11-20,-4.5455
2012-11-21,0.0
2012-11-23,0.0
2012-11-27,0.0
2012-11-28,0.0
2012-11-29,0.0
2012-12-04,0.0
2012-12-05,0.0
2012-12-06,0.0
2012-12-07,134.2262
2012-12-10,-57.3062
2012-12-11,0.0
2012-12-12,0.0
2012-12-13,0.0
2012-12-14,-81.8452
2012-12-17,450.8197
2012-12-18,0.0
2012-12-19,0.0
2012-12-20,0.0
2012-12-21,0.0
2012-12-26,4.7619
2012-12-27,4.5455
2012-12-28,0.0
2012-12-31,0.0
2013-01-04,0.0
2013-01-09,0.0
2013-01-23,30.4348
2013-02-06,0.0
2013-02-07,0.0
2013-02-19,0.0
2013-02-20,66.6667
2013-02-25,-40.0
2013-03-01,0.0
2013-03-08,-16.6667
2013-03-14,-12.0
2013-03-18,0.0
2013-03-19,-9.0909
2013-04-08,0.0
2013-04-09,0.0
2013-04-11,-10.0
2013-04-15,0.0
2013-04-17,0.0
2013-04-18,0.0
2013-04-19,-16.6667
2013-04-22,0.0
2013-04-29,0.0
2013-05-03,-33.3333
2013-05-21,0.0
2013-05-24,0.0
2013-06-14,0.0
2013-07-01,0.0
2013-07-17,0.0
2013-07-31,200.0
2013-08-30,-66.6667
2013-09-27,-68.75
2013-10-18,6.0
2013-10-23,0.0
2013-10-28,0.0
2013-10-31,0.0
2013-11-01,0.0
2013-11-05,0.0
2013-11-12,0.0
2013-11-22,5.6604
2013-11-26,0.0
2013-12-06,0.0
2013-12-12,14.2857
2013-12-17,0.0
2013-12-26,3.125
2013-12-31,0.0
2014-01-06,0.0
2014-01-30,0.0
2014-02-27,-90.9091
2014-03-18,0.0
2014-06-03,0.0
2014-07-02,0.0
2014-07-03,13233.3333
2014-08-08,-98.0
2014-10-07,50.0
2014-10-30,0.0
2014-11-06,0.0
2014-11-11,0.0
2014-11-24,0.0
2014-12-04,0.0
2014-12-15,0.0
2014-12-17,0.0
2014-12-18,0.0
2015-01-12,0.0
2015-01-14,0.0
2015-02-03,0.0
2015-02-23,0.0
2015-03-09,0.0
2015-03-10,0.0
2015-03-25,0.0
2015-04-10,33.3333
2015-06-18,-25.0
2015-06-19,0.0
2015-07-27,0.0
2015-08-10,0.0
2015-08-12,0.0
2015-10-07,-8.3333
2015-10-09,468.1818
2015-12-09,-82.4
2015-12-16,0.0
2015-12-22,0.0
2016-01-05,0.0
2016-01-15,0.0
2016-01-19,0.0
2016-02-29,0.0
2016-03-08,0.0
2016-03-28,0.0
2016-03-31,0.0
2016-04-20,-27.2727
2016-06-07,0.0
2016-09-06,0.0
2016-09-26,0.0
2016-10-21,-50.0
2016-11-22,25.0
2017-02-24,1180.0
2017-03-01,0.0
2017-03-06,12.5
2017-03-07,-21.5278
2017-03-23,-91.1504
