ticker,CGPI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-12-17,0.0
2010-02-23,218.1818
2010-02-24,14.2857
2010-02-26,25.0
2010-03-05,5.0
2010-03-08,-14.2857
2010-03-09,11.1111
2010-03-10,-17.0
2010-03-11,8.4337
2010-03-12,6.6667
2010-03-15,-2.0833
2010-03-16,-12.766
2010-03-17,0.0
2010-03-18,0.0
2010-03-19,0.0
2010-03-22,0.0
2010-03-23,6.0976
2010-03-24,0.0
2010-03-25,4.3678
2010-03-26,-0.8811
2010-03-29,-4.4444
2010-03-30,-2.3256
2010-03-31,8.3333
2010-04-01,0.0
2010-04-05,-4.3956
2010-04-06,9.1954
2010-04-07,5.2632
2010-04-08,3.0
2010-04-09,12.6214
2010-04-12,0.8621
2010-04-13,10.5983
2010-04-14,-2.6275
2010-04-15,-3.1746
2010-04-16,-1.6393
2010-04-19,-4.1667
2010-04-20,0.0
2010-04-21,-9.2174
2010-04-22,10.1533
2010-04-23,-0.3478
2010-04-26,1.2216
2010-04-27,-0.8621
2010-04-28,-4.3478
2010-04-29,0.0
2010-04-30,-4.5455
2010-05-03,1.9048
2010-05-04,-6.5421
2010-05-05,1.0
2010-05-06,-0.9901
2010-05-07,-18.0
2010-05-10,9.7561
2010-05-12,-3.3333
2010-05-13,1.3793
2010-05-14,-8.1633
2010-05-17,3.7037
2010-05-18,-4.5238
2010-05-19,-4.9875
2010-05-20,0.0
2010-05-21,0.2625
2010-05-24,-0.5236
2010-05-26,1.3158
2010-05-27,-1.2987
2010-05-28,0.0
2010-06-01,5.2632
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,-11.25
2010-06-07,7.0423
2010-06-08,-7.8947
2010-06-09,0.0
2010-06-10,4.2857
2010-06-11,0.0
2010-06-14,-2.7397
2010-06-15,4.2254
2010-06-16,-2.7027
2010-06-17,-5.5556
2010-06-18,5.5882
2010-06-21,0.0
2010-06-22,-2.507
2010-06-23,-0.8571
2010-06-24,0.0
2010-06-25,0.0
2010-06-28,-2.0173
2010-06-29,-11.7647
2010-06-30,-6.6667
2010-07-01,7.1429
2010-07-02,0.0
2010-07-06,0.0
2010-07-07,-0.3333
2010-07-08,0.3344
2010-07-09,9.9958
2010-07-12,6.0646
2010-07-13,-4.2857
2010-07-14,5.9701
2010-07-15,-1.4085
2010-07-16,9.7143
2010-07-19,-2.3438
2010-07-20,0.0
2010-07-21,0.0
2010-07-22,-5.3333
2010-07-23,0.2817
2010-07-26,5.3371
2010-07-27,-1.3333
