ticker,CRPE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-05-31,-14.6154
2000-06-02,1.3514
2000-09-20,-2.2222
2000-10-31,0.9091
2000-11-01,0.0
2001-01-24,0.9009
2001-05-04,2.6786
2001-06-08,-3.2609
2001-06-22,3.3708
2002-02-08,-0.8696
2002-03-18,31.5789
2002-09-03,5.0
2002-09-10,0.3175
2002-09-11,-1.2658
2002-10-15,-23.0769
2002-10-16,9.1667
2002-10-21,2.2901
2002-12-20,15.597
2003-02-13,0.1453
2003-02-14,-0.0806
2003-02-25,0.0
2003-02-26,0.9677
2003-03-07,-0.9585
2003-08-08,1.6129
2003-10-02,-0.6349
2003-10-03,0.639
2003-10-10,0.0
2004-03-31,14.2857
2004-04-05,0.0
2004-09-21,0.0
2006-01-17,-1.1111
2008-05-06,34.7826
2009-03-11,7.5269
2009-10-22,25.0
2009-10-23,0.0
2012-03-19,-16.4
2012-12-10,0.1914
2013-05-08,-0.0716
2014-01-27,-11.589
2014-05-06,2.973
2014-06-30,-2.8766
2014-07-22,3.2321
2014-08-21,0.0
2015-12-09,4.712
2015-12-18,0.0
2016-09-13,0.0
2017-06-23,-5.0
2017-08-16,5.2632
2017-08-29,0.0
2017-10-02,-2.0
2018-02-14,6.1224
2018-05-22,-13.461500000000001
2018-06-04,-2.7778
2018-08-08,0.0
2018-09-06,-44.0
2018-09-18,-3.0612
2018-11-19,68.4211
2018-12-21,-37.625
2019-02-15,-8.8176
2019-03-20,-6.5934
2019-05-07,0.0
2020-02-10,2.9412000000000003
2020-03-11,-2.8571
2020-04-24,0.0
2020-05-27,0.0
2020-06-09,11.7647
