ticker,ALKM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-02-26,1100.0
2013-03-27,733.3333
2013-03-28,20.0
2013-04-04,16.6667
2013-04-30,-20.0
2013-05-20,-21.4286
2013-05-22,-4.5455
2013-05-24,-33.3333
2013-05-28,0.0
2013-06-24,0.0
2013-06-25,0.0
2013-06-26,64.2857
2013-06-27,0.0
2013-06-28,8.6957
2013-07-03,0.0
2013-07-09,0.0
2013-07-11,-24.0
2013-07-12,136.8421
2013-07-15,4.4444
2013-07-16,-51.0638
2013-07-23,41.3043
2013-08-02,-41.5385
2013-08-05,68.4211
2013-08-06,0.0
2013-08-08,1.5625
2013-08-12,0.0
2013-08-20,20.0
2013-08-21,0.0
2013-09-18,-48.4615
2013-09-25,-15.4229
2013-09-26,17.647100000000002
2013-09-27,-15.0
2013-10-01,0.0
2013-10-03,0.0
2013-10-04,0.0
2013-10-08,0.0
2013-10-10,-11.7647
2013-10-11,-13.3333
2013-10-15,0.0
2013-10-21,15.3846
2013-10-25,-13.3333
2013-10-29,15.3846
2013-11-01,20.0
2013-11-04,-16.6667
2013-11-05,0.0
2013-11-08,0.0
2013-11-18,0.0
2013-11-25,0.0
2013-12-13,0.0
2013-12-19,-6.6667
2013-12-23,14.2857
2014-01-08,0.0
2014-01-09,0.0
2014-01-10,6.25
2014-01-13,0.0
2014-01-14,5.8824
2014-01-15,0.0
2014-01-16,1.8519
2014-01-17,1.8182
2014-01-21,1.7856999999999998
2014-01-22,1.7544
2014-01-23,0.0
2014-01-24,1.7241
2014-01-27,3.3898
2014-01-28,3.2787
2014-01-29,6.3492
2014-01-30,1.4925
2014-01-31,10.2941
2014-02-03,5.3333
2014-02-04,0.0
2014-02-05,-1.2658
2014-02-06,5.1282
2014-02-07,1.2195
2014-02-10,1.2048
2014-02-11,2.3810000000000002
2014-02-12,0.0
2014-02-13,-2.3256
2014-02-14,3.5714
2014-02-18,-2.6437
2014-02-19,0.3542
2014-02-20,-1.1764999999999999
2014-02-21,-3.5714
2014-02-24,-13.5802
2014-02-25,1.4285999999999999
2014-02-26,8.4507
2014-02-27,0.0
2014-02-28,-3.8961
2014-03-03,2.7027
2014-03-04,-6.5625
2014-03-05,4.207
2014-03-06,6.0811
2014-03-07,5.7325
2014-03-10,8.4337
2014-03-11,-2.2222
2014-03-12,0.0
2014-03-13,2.2727
2014-03-14,-5.3333
2014-03-17,-7.2623
2014-03-18,1.2498
2014-03-19,6.25
2014-03-20,-5.8824
2014-03-21,0.0
