ticker,AMCY US Equity
2000-11-03,-10.526299999999999
2000-11-06,-10.2941
2000-11-07,0.0
2000-11-08,-8.1967
2000-11-09,11.4286
2000-11-10,-10.2564
2000-11-14,-2.6786
2000-11-15,3.6696999999999997
2000-11-16,-2.6549
2000-11-17,-12.7273
2000-11-20,2.0833
2000-11-21,0.0
2000-11-22,-8.1633
2000-11-27,-2.2222
2000-11-28,-9.0909
2000-11-29,2.0
2000-11-30,7.451
2000-12-01,-5.1095
2000-12-04,-19.2308
2000-12-05,-4.7619
2000-12-07,-7.5
2000-12-12,0.0
2000-12-14,-2.7027
2000-12-19,-22.2222
2000-12-20,-25.0
2000-12-21,-4.7619
2000-12-22,9.0
2000-12-26,-3.6696999999999997
2000-12-29,0.0
2001-01-02,33.3333
2001-01-10,98.6607
2001-01-11,7.8652
2001-01-12,-21.6667
2001-01-16,-14.8936
2001-01-18,51.5625
2001-01-19,-1.0309
2001-01-22,21.6667
2001-01-23,-10.9589
2001-01-24,-1.2308
2001-01-25,16.822400000000002
2001-01-26,2.6667
2001-01-29,0.7792
2001-01-30,12.7577
2001-01-31,-5.7143
2001-02-01,9.0909
2001-02-02,5.5556
2001-02-06,-26.3158
2001-02-07,25.7143
2001-02-08,-2.2727
2001-02-09,-12.7907
2001-02-12,-20.0
2001-02-13,0.0
2001-02-15,-16.6667
2001-02-16,-10.0
2001-02-20,51.5556
2001-02-21,-23.0205
2001-02-22,-4.7619
2001-02-23,-5.0
2001-02-26,-26.3158
2001-02-27,2.8571
2001-02-28,11.1111
2001-03-01,-9.5
2001-03-07,0.0
2001-03-13,-3.3149
2001-03-14,-8.5714
2001-03-16,17.1875
2001-03-20,14.1333
2001-03-21,2.8037
2001-03-22,-20.4545
2001-03-23,11.4286
2001-03-26,2.5641
2001-03-27,0.0
2001-03-28,15.0
2001-03-29,14.1304
2001-03-30,-14.2857
2001-04-02,23.1111
2001-04-03,-27.7978
2001-04-04,12.5
2001-04-05,-11.1111
2001-04-06,0.0
2001-04-10,-5.0
2001-04-12,-10.526299999999999
2001-04-17,28.2353
2001-04-19,-12.844
2001-04-20,1.5789
2001-04-23,-11.9171
2001-04-26,-4.7059
2001-04-27,69.7531
2001-04-30,0.0
2001-05-01,-1.8182
2001-05-02,29.6296
2001-05-03,0.0
2001-05-04,-7.1429
2001-05-07,-1.2308
2001-05-08,-6.5421
2001-05-09,-22.6667
2001-05-10,3.4483
2001-05-14,-20.8333
2001-05-15,2.6316
2001-05-16,-10.2564
2001-05-17,14.2857
2001-05-18,0.0
2001-05-22,0.0
2001-05-23,-5.0
2001-05-24,-13.1579
2001-05-25,-1.8182
2001-05-29,1.8519
2001-05-31,-2.4242
2001-06-01,5.5901
2001-06-04,-2.9412000000000003
2001-06-05,-3.0303
2001-06-06,21.875
2001-06-07,0.0
2001-06-12,-5.641
2001-06-13,-15.7609
2001-06-14,-19.3548
2001-06-15,-4.0
2001-06-19,-8.3333
2001-06-21,-9.0909
2001-07-06,12.0
2001-07-10,-25.0
2001-07-13,-4.7619
2001-07-16,0.0
2001-07-19,-15.0
2001-07-24,39.7059
2001-07-26,10.526299999999999
2001-07-31,-9.5238
2001-08-02,-21.0526
2001-08-03,34.6667
2001-08-13,-20.7921
2001-08-16,0.0
2001-08-20,-1.25
2001-08-21,-5.0633
2001-09-07,4.6667
2001-09-10,46.4968
2001-09-17,-7.8261
2001-09-20,-33.0189
2001-09-21,-7.0423
2001-10-02,63.6364
2001-10-29,-21.2963
2001-11-07,17.647100000000002
2001-11-08,0.0
2001-11-12,0.0
2001-11-13,1.0
2001-11-14,3.9604
2001-11-15,3.8095
2001-11-16,-4.5872
2001-11-26,-0.9615
2001-11-27,-31.068
2001-12-03,-15.493
2001-12-10,-8.3333
2001-12-12,0.0
2001-12-17,-25.4545
2001-12-19,-14.3902
2001-12-21,0.0
2001-12-27,-0.2849
2002-01-03,14.2857
2002-01-04,-37.5
2002-01-08,20.0
2002-01-09,-33.3333
2002-01-10,0.0
2002-01-11,0.0
2002-01-17,-25.0
2002-01-22,86.6667
2002-01-25,7.1429
2002-01-28,-16.6667
2002-02-13,-44.0
2002-02-15,0.0
2002-02-22,35.7143
2002-02-28,-21.0526
2002-03-12,3.3333
2002-03-14,-35.4839
2002-04-25,-20.0
2002-05-31,0.0
2002-06-07,100.0
2002-07-02,-50.0
2002-07-10,-16.25
2002-07-25,49.2537
2002-08-19,-49.0
2002-08-27,-1.9607999999999999
2002-12-31,-80.0
2003-01-24,0.0
2003-02-18,300.0
2003-03-11,0.0
2003-05-20,-75.0
2003-05-21,0.0
2003-08-18,0.0
2003-12-08,0.0
2004-04-16,0.0
2004-11-08,0.0
2005-05-13,200.0
2005-05-23,0.0
2005-09-07,-66.6667
2005-09-08,0.0
2005-11-03,400.0
2005-11-04,-40.0
2005-11-16,33.3333
2005-12-06,-50.0
2005-12-09,0.0
2005-12-12,0.0
2006-01-13,0.0
2006-01-17,100.0
2006-04-11,-50.0
2006-06-02,0.0
2006-06-14,150.0
2006-07-17,-60.0
2006-12-06,0.0
2007-01-08,0.0
2007-05-25,100.0
2007-07-17,-50.0
2007-08-28,16.6667
2007-08-31,-1.4285999999999999
2007-09-04,-21.7391
2007-09-07,18.5185
2007-09-11,15.625
2007-09-12,-45.9459
2007-09-20,-45.0
2007-10-02,63.6364
2007-10-03,11.1111
2007-10-05,0.0
2007-10-09,0.0
2007-10-10,0.0
2007-10-11,0.0
2007-10-12,0.0
2007-10-15,20.0
2007-10-16,-16.6667
2007-10-17,-30.0
2007-10-18,14.2857
2007-10-19,25.0
2007-10-22,-10.0
2007-10-23,-33.3333
2007-10-24,16.6667
2007-10-25,7.1429
2007-10-26,0.0
2007-10-29,26.6667
2007-10-30,0.0
2007-10-31,0.0
2007-11-01,31.5789
2007-11-02,-8.0
2007-11-05,4.3478
2007-11-06,-8.3333
2007-11-07,4.5455
2007-11-08,-13.0435
2007-11-09,-20.0
2007-11-12,0.0
2007-11-13,-6.25
2007-11-14,6.6667
2007-11-15,-6.25
2007-11-16,-6.6667
2007-11-19,7.1429
2007-11-20,0.0
2007-11-21,-10.4167
2007-11-23,4.186
2007-11-26,-35.7143
2007-11-27,-22.2222
2007-11-28,21.4286
2007-11-29,5.8824
2007-11-30,-11.1111
2007-12-03,-18.75
2007-12-04,-46.1538
2007-12-05,0.0
2007-12-06,0.0
2007-12-07,-28.5714
2007-12-10,-12.0
2007-12-11,31.8182
2007-12-12,0.0
2007-12-13,-10.3448
2007-12-14,34.6154
2007-12-17,-2.8571
2007-12-18,17.647100000000002
2007-12-19,12.5
2007-12-21,-24.4444
2007-12-26,-11.7647
2007-12-27,33.3333
2007-12-28,-25.0
2007-12-31,6.6667
2008-01-03,-6.25
2008-01-04,0.0
2008-01-07,0.0
2008-01-09,0.0
2008-01-10,-6.6667
2008-01-11,-31.4732
2008-01-14,-11.4007
2008-01-15,-11.7647
2008-01-16,0.0
2008-01-24,-6.6667
2008-01-25,0.0
2008-01-28,-50.0
2008-01-29,0.0
2008-01-30,-31.25
2008-01-31,66.2338
2008-02-01,-50.0
2008-02-12,87.5
2008-02-13,6.6667
2008-02-14,-12.5
2008-02-19,14.2857
2008-02-20,-6.25
2008-02-21,-6.6667
2008-02-28,0.0
2008-02-29,-14.2857
2008-03-03,16.6667
2008-03-04,14.2857
2008-03-25,-12.5
2008-04-04,0.0
2008-04-08,0.0
2008-04-14,-7.1429
2008-04-25,7.6923
2008-04-28,0.0
2008-05-09,28.5714
2008-05-14,11.1111
2008-06-19,100.0
2008-06-23,-50.0
2008-07-01,-30.0
2008-07-16,0.0
2008-07-17,42.8571
2008-07-18,0.0
2008-07-25,0.0
2008-07-31,-15.0
2008-08-01,-3.6765
2008-08-05,-14.5038
2008-08-11,16.9643
2008-08-12,-2.2901
2008-08-15,-12.5
2008-09-05,0.0
2008-09-15,0.0
2008-10-06,-14.2857
2008-10-17,0.0
2008-10-21,0.0
2008-11-21,-16.6667
2008-11-25,20.0
2008-11-28,11.4583
2008-12-02,4.6729
2008-12-05,0.0
2008-12-19,14.2857
2008-12-23,-25.0
2009-01-08,-33.3333
2009-01-14,-25.0
2009-01-15,0.0
2009-01-23,0.0
2009-01-26,0.0
2009-01-28,0.0
2009-02-02,-66.6667
2009-03-06,155.0
2009-09-11,-60.7843
2009-09-30,0.0
2009-11-30,25.0
2009-12-30,4.05
2010-01-05,0.024
2010-03-04,-0.0721
2010-03-23,0.0
2010-04-26,0.0
2010-05-13,-42.3077
2010-06-07,633.3333
2010-06-09,-77.2727
2011-01-04,0.0
2011-03-03,20.0
2011-03-07,50.0
2011-03-09,0.0
2011-03-21,66.6667
2011-03-24,0.0
2011-03-30,34.6667
2011-04-04,-40.5941
2011-04-13,33.3333
2011-04-15,0.0
2011-04-19,0.0
2011-05-16,0.0
2011-10-31,-42.5
2012-02-07,0.0
2013-10-10,0.0
2013-12-10,0.0
2014-01-15,0.0
2014-04-15,0.0
2014-08-12,0.0
2014-09-12,0.0
2015-05-04,0.0
2015-12-08,0.0
2015-12-28,0.0
2016-01-13,0.0
2016-01-21,0.0
2016-01-27,-6.5217
2016-03-04,62.7907
2016-05-24,-18.6429
2016-06-02,0.0878
2016-11-09,5.2632
2016-11-10,83.3333
2016-11-11,-22.7273
2016-11-17,0.0
2016-11-25,-5.8824
2016-12-05,0.0
2017-01-23,-12.5
2017-03-02,9.857099999999999
2017-08-03,-21.9766
2017-08-24,11.5
2018-03-01,-10.3139
2018-05-29,0.0
2019-02-08,60.0
2019-02-12,6.25
2019-02-13,42.1569
2019-02-14,-27.3103
2019-02-15,37.5712
2019-02-21,-24.1379
2019-03-11,-4.5455
2019-05-28,-14.2857
2019-05-29,-43.3333
2019-09-27,-11.7647
2019-10-01,0.0
2019-10-17,13.3333
2019-10-18,0.0
2019-10-21,98.0392
2019-10-22,18.8119
2019-10-23,4.1667
2019-10-24,0.0
2019-11-18,8.0
2019-11-21,25.9259
2019-11-25,32.3529
2019-11-26,-6.6667
2019-11-27,-0.4762
2019-11-29,10.0478
2019-12-02,0.4348
2019-12-26,-13.4199
2020-01-03,25.0
2020-01-23,20.0
2020-01-27,41.6667
2020-02-12,-5.8824
2020-02-25,-1.25
2020-02-27,24.0506
2020-03-18,22.449
2020-04-07,-16.6667
2020-04-08,-46.0
2020-04-14,-18.5185
2020-04-30,-22.7273
2020-06-19,11.7647
