ticker,GDVM US Equity
2007-01-05,2.0
2007-01-08,0.0
2007-01-09,-9.8039
2007-01-10,-98.8043
2007-01-11,-10.9091
2007-01-12,2.0408
2007-01-17,-30.0
2007-01-18,-2.8571
2007-01-19,7.6471
2007-01-22,-7.1038
2007-01-23,1.1764999999999999
2007-01-24,1.7442
2007-01-25,2.8571
2007-01-26,-4.4444
2007-01-29,-1.1628
2007-01-30,0.0
2007-01-31,2.9412000000000003
2007-02-01,0.0
2007-02-02,1.7143000000000002
2007-02-05,0.0
2007-02-06,-1.6854
2007-02-07,1.7143000000000002
2007-02-08,0.5618
2007-02-09,0.0
2007-02-12,0.0
2007-02-13,0.0
2007-02-14,-2.2346
2007-02-15,2.2857
2007-02-16,-2.2346
2007-02-20,0.0
2007-02-21,1.7143000000000002
2007-02-22,0.0
2007-02-23,-2.2472
2007-02-28,-1.1494
2007-03-01,2.3256
2007-03-02,-3.4091
2007-03-09,0.0
2007-03-14,-1.1764999999999999
2007-03-16,4.1667
2007-03-19,-0.5714
2007-03-27,0.0
2007-03-29,-5.1724
2007-04-04,3.6364
2007-04-09,-0.5848
2007-04-12,-11.7647
2007-04-16,0.0
2007-04-17,-3.3333
2007-04-19,-30.3448
2007-04-20,-10.8911
2007-04-23,-12.2222
2007-04-24,-32.9114
2007-04-25,-1.8868
2007-04-26,44.2308
2007-04-27,20.0
2007-05-07,-42.2222
2007-05-09,-21.1538
2007-05-10,-12.1951
2007-05-14,38.8889
2007-05-17,-40.0
2007-05-18,-13.3333
2007-05-23,46.1538
2007-06-04,-7.8947
2007-06-05,-40.0
2007-06-25,-4.7619
2007-06-27,0.0
2007-07-05,50.0
2007-07-06,40.0
2007-07-09,-28.5714
2007-07-10,0.0
2007-07-11,10.0
2007-07-12,-51.5152
2007-07-13,-62.5
2007-07-16,50.0
2007-07-17,22.2222
2007-07-18,-27.2727
2007-07-19,25.0
2007-07-25,-20.0
2007-07-26,0.0
2007-07-27,0.0
2007-07-31,12.5
2007-08-02,-11.1111
2007-08-03,0.0
2007-08-07,0.0
2007-08-09,-12.5
2007-08-10,0.0
2007-08-13,28.5714
2007-08-14,-22.2222
2007-08-22,0.0
2007-08-27,0.0
2007-08-29,0.0
2007-09-05,0.0
2007-09-10,0.0
2007-09-11,0.0
2007-09-13,0.0
2007-09-17,0.0
2007-09-27,-14.2857
2007-10-01,0.0
2007-10-02,0.0
2007-10-03,0.0
2007-10-10,0.0
2007-10-17,0.0
2007-10-22,0.0
2007-10-23,-50.0
2007-10-25,-33.3333
2007-10-26,0.0
2007-11-14,0.0
2007-11-26,9.0625
2007-11-28,-54.1547
2007-12-03,0.0
2007-12-05,-30.0
2007-12-06,0.0
2007-12-07,0.0
2007-12-11,-28.5714
2007-12-12,0.0
2007-12-14,-20.0
2007-12-20,-50.0
2007-12-21,0.0
2007-12-26,0.0
2007-12-28,-25.0
2008-01-03,33.3333
2008-01-07,0.0
2008-01-09,0.0
2008-01-15,-50.0
2008-01-16,100.0
2008-01-23,0.0
2008-02-28,-50.0
2008-03-06,0.0
2008-03-27,-37.5
2008-04-18,0.0
2008-04-25,0.0
2008-05-01,-50.0
2008-05-22,220.0
2008-05-27,0.0
2008-05-29,-50.0
2008-06-24,-62.5
2008-07-25,66.6667
2008-07-28,20.0
2008-08-14,-16.6667
2008-08-15,0.0
2008-09-11,0.0
2008-10-31,0.0
2008-11-13,0.0
2008-12-03,0.0
2008-12-11,0.0
2009-01-07,60.0
2009-01-16,200.0
2009-01-21,-66.6667
2009-03-09,0.0
2009-03-10,0.0
2009-03-16,75.0
2009-05-05,-21.4286
2009-05-14,45.4545
2009-06-24,0.0
2009-06-25,0.0
2009-07-14,50.0
2009-08-12,-20.8333
2009-08-13,0.0
2009-08-25,110.5263
2009-08-27,0.0
2009-08-28,40.0
2009-09-08,0.0
2009-09-11,0.0
2009-09-16,0.0
2009-10-16,-28.5714
2009-11-02,0.0
2009-11-11,-20.0
2009-11-24,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2010-01-12,0.0
2010-01-13,-6.25
2010-01-14,-10.0
2010-01-25,0.0
2010-02-01,0.0
2010-02-24,18.5185
2010-03-02,-15.625
2010-04-19,0.0
2010-05-04,-29.6296
2010-07-07,0.0
2010-10-14,0.0
2010-11-17,26.3158
2010-11-24,-20.8333
2010-12-07,26.3158
2010-12-10,-20.8333
2011-02-25,110.5263
2011-03-14,-47.5
2011-03-30,242.8571
2011-04-06,-70.8333
2011-04-15,14.2857
2011-04-18,200.0
2011-04-19,11.1111
2011-05-03,-20.0
2011-06-16,-50.0
2011-06-22,0.0
2011-08-22,0.0
2011-09-13,0.0
2011-09-26,125.0
2011-09-27,0.0
2011-10-05,-91.6667
2011-10-06,266.6667
2011-10-07,-72.7273
2011-10-10,66.6667
2011-10-11,-70.0
2011-10-12,0.0
2011-10-13,-33.3333
2011-10-14,-20.0
2011-10-28,25.0
2011-11-07,0.0
2011-11-16,0.0
2012-01-04,0.0
2012-01-05,5.0
2012-01-06,-20.0
2012-01-09,25.0
2012-01-13,0.0
2012-01-19,0.0
2012-01-20,0.0
2012-02-02,0.0
2012-02-03,0.0
2012-02-06,0.0
2012-02-13,0.0
2012-02-14,0.0
2012-02-17,0.0
2012-03-22,-20.0
2012-03-23,25.0
2012-03-27,0.0
2012-04-16,0.0
2012-04-25,0.0
2012-06-08,0.0
2012-10-22,0.0
2012-12-03,0.0
2012-12-31,0.0
2013-01-31,0.0
2013-02-04,0.0
2013-04-24,0.0
2013-06-12,0.0
2013-06-13,0.0
2013-06-28,0.0
2013-09-11,0.0
2013-10-10,0.0
2014-01-23,0.0
2014-02-03,0.0
2014-02-07,0.0
2014-02-10,0.0
2014-02-11,0.0
2014-02-12,50.0
2014-02-13,0.0
2014-02-14,0.0
2014-02-18,66.6667
2014-02-19,-40.0
2014-02-20,66.6667
2014-02-21,0.0
2014-02-24,0.0
2014-02-25,0.0
2014-02-27,-40.0
2014-03-04,0.0
2014-03-10,0.0
2014-03-11,66.6667
2014-03-25,-40.0
2014-03-27,66.6667
2014-03-28,0.0
2014-03-31,0.0
2014-04-01,0.0
2014-04-02,20.0
2014-04-03,0.0
2014-04-04,0.0
2014-04-07,0.0
2014-04-08,0.0
2014-04-11,0.0
2014-04-16,-50.0
2014-04-17,66.6667
2014-04-22,-40.0
2014-04-23,100.0
2014-04-24,-16.6667
2014-04-28,20.0
2014-05-08,-50.0
2014-05-12,100.0
2014-05-15,0.0
2014-05-21,-50.0
2014-05-22,0.0
2014-05-29,100.0
2014-05-30,-16.6667
2014-06-02,20.0
2014-06-05,-16.6667
2014-06-11,0.0
2014-06-17,-40.0
2014-06-23,0.0
2014-06-25,66.6667
2014-06-30,0.0
2014-07-01,0.0
2014-07-02,0.0
2014-07-03,0.0
2014-07-17,-40.0
2014-07-22,0.0
2014-07-28,66.6667
2014-08-01,20.0
2014-08-04,0.0
2014-08-06,-16.6667
2014-08-07,0.0
2014-08-13,0.0
2014-08-15,0.0
2014-08-28,-60.0
2014-09-02,50.0
2014-09-03,-33.3333
2014-09-19,0.0
2014-09-26,200.0
2014-09-29,-16.6667
2014-09-30,-40.0
2014-10-01,66.6667
2014-10-02,20.0
2014-10-03,-16.6667
2014-10-09,0.0
2014-10-13,0.0
2014-10-16,0.0
2014-10-17,20.0
2014-10-22,-16.6667
2014-10-23,0.0
2014-10-24,20.0
2014-10-29,-50.0
2014-10-30,0.0
2014-10-31,-33.3333
2014-11-05,0.0
2014-11-06,0.0
2014-12-03,0.0
2015-01-16,0.0
2015-01-20,0.0
2015-01-22,0.0
2015-01-28,0.0
2015-01-29,0.0
2015-02-02,0.0
2015-02-18,0.0
2015-02-27,0.0
2015-05-06,0.0
2015-07-01,0.0
2015-07-29,0.0
2015-08-28,0.0
2015-09-08,0.0
2015-10-28,0.0
2015-11-02,0.0
2015-12-09,0.0
2015-12-10,0.0
2015-12-15,50.0
2015-12-31,-33.3333
2016-01-15,50.0
2016-02-09,0.0
2016-02-18,-33.3333
2016-03-14,50.0
2016-03-24,-33.3333
2016-04-01,50.0
2016-04-15,0.0
2016-06-10,0.0
2016-08-01,0.0
2016-08-11,-33.3333
2016-08-12,50.0
2016-08-15,-33.3333
2016-08-17,0.0
2016-08-19,150.0
2016-08-23,-40.0
2016-08-24,0.0
2016-09-09,-33.3333
2016-09-14,0.0
2016-09-20,0.0
2016-10-07,150.0
2016-10-10,-40.0
2016-10-11,66.6667
2016-10-18,-60.0
2016-11-09,50.0
2016-12-02,0.0
2016-12-23,-33.3333
2017-01-04,0.0
2017-01-10,0.0
2017-01-19,0.0
2017-01-24,50.0
2017-01-26,-33.3333
2017-01-30,0.0
2017-01-31,0.0
2017-02-01,0.0
2017-02-07,0.0
2017-02-28,50.0
2017-03-01,-33.3333
2017-03-02,50.0
2017-03-03,0.0
2017-03-06,0.0
2017-03-09,1.3333
2017-03-10,64.4737
2017-03-15,-40.0
2017-04-03,-33.3333
2017-04-10,0.0
2017-04-11,0.0
2017-04-25,0.0
2017-05-16,0.0
2017-05-19,0.0
2017-06-06,-20.0
2017-06-13,190.0
2017-06-14,-31.0345
2017-07-14,-50.0
2017-08-01,0.0
2017-08-14,0.0
2017-08-18,0.0
2017-08-24,0.0
2017-08-28,0.0
2017-08-29,0.0
2017-09-25,1.0
2017-09-26,-0.9901
2017-10-03,100.0
2017-10-23,-50.0
2017-12-05,100.0
2017-12-06,50.0
2017-12-07,-36.6667
2017-12-11,17.3684
2017-12-13,12.1076
2017-12-14,-60.0
2017-12-15,0.0
2017-12-18,100.0
2017-12-20,-50.0
2017-12-21,200.0
2018-01-03,-66.6667
2018-01-04,200.0
2018-01-08,0.0
2018-01-16,0.0
2018-01-17,0.0
2018-01-23,-50.0
2018-01-26,-33.3333
2018-02-12,100.0
2018-02-13,50.0
2018-02-14,0.0
2018-02-20,-66.6667
2018-02-21,0.0
2018-03-12,0.0
2018-03-20,0.0
2018-03-21,0.0
2018-03-26,0.0
2018-04-02,100.0
2018-04-04,-50.0
2018-04-19,0.0
2018-04-30,0.0
2018-05-02,0.0
2018-05-18,0.0
2018-06-04,0.0
2018-06-08,100.0
2018-07-30,50.0
2018-08-01,-33.3333
2018-08-02,0.0
2018-08-03,0.0
2018-08-10,-50.0
2018-08-13,100.0
2018-08-14,0.0
2018-08-16,0.0
2018-08-23,-50.0
2018-08-29,0.0
2018-09-20,0.0
2018-09-28,0.0
2018-10-04,0.0
2018-10-10,0.0
2018-10-15,100.0
2018-11-01,-50.0
2018-11-15,100.0
2018-11-19,-50.0
2018-12-04,100.0
2019-01-07,-50.0
2019-01-10,100.0
2019-01-14,50.0
2019-01-17,0.0
2019-01-24,0.0
2019-01-29,-16.6667
2019-01-31,20.0
2019-02-08,-33.3333
2019-02-11,50.0
2019-02-25,-33.3333
2019-03-12,50.0
2019-03-13,0.0
2019-03-14,0.0
2019-04-12,0.0
2019-04-29,-33.3333
2019-05-14,0.0
2019-05-20,0.0
2019-06-05,50.0
2019-06-11,-33.3333
2019-07-19,50.0
2019-07-23,0.0
2019-07-24,-33.3333
2019-07-25,50.0
2019-07-26,0.0
2019-07-29,0.0
2019-08-02,0.0
2019-10-04,-33.3333
2019-10-07,-50.0
2019-10-11,100.0
2019-10-17,-50.0
2019-10-21,100.0
2019-11-12,-50.0
2019-11-15,0.0
2019-11-19,0.0
2019-11-25,0.0
2019-12-31,100.0
2020-01-07,0.0
2020-01-27,50.0
2020-02-11,-66.6667
2020-03-25,200.0
2020-04-01,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-29,-66.6667
2020-05-05,200.0
2020-05-06,0.0
2020-05-14,-33.3333
2020-06-10,0.0
2020-06-17,0.0
2020-06-18,-50.0
2020-06-30,100.0
