ticker,BFTI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-10-04,-13.3333
2006-10-05,-5.1282
2006-10-09,-32.4324
2006-10-10,0.0
2006-10-19,120.0
2006-10-20,81.8182
2006-10-23,0.0
2006-10-30,-32.0
2006-10-31,-19.1176
2006-11-01,-5.4545
2006-11-03,-1.9231
2006-11-06,-41.1765
2006-11-07,33.3333
2006-11-08,-10.0
2006-11-09,-16.6667
2006-11-10,0.0
2006-11-13,0.0
2006-11-14,16.6667
2006-11-15,-42.8571
2006-11-16,25.0
2006-11-17,-40.0
2006-11-20,-6.6667
2006-11-21,0.0
2006-11-22,157.1429
2006-11-28,-72.2222
2006-11-29,10.0
2006-12-01,81.8182
2006-12-05,-25.0
2006-12-08,-20.0
2006-12-12,0.0
2006-12-13,-16.6667
2006-12-14,-10.0
2006-12-15,-11.1111
2006-12-18,0.0
2006-12-20,0.0
2006-12-22,0.0
2006-12-27,0.0
2006-12-28,12.5
2007-01-03,0.0
2007-01-04,0.0
2007-01-05,33.3333
2007-01-08,8.3333
2007-01-09,15.3846
2007-01-10,-13.3333
2007-01-11,-7.6923
2007-01-12,0.0
2007-01-16,0.0
2007-01-17,-4.1667
2007-01-18,0.0
2007-01-19,4.3478
2007-01-22,-8.3333
2007-01-26,-9.0909
2007-01-31,0.0
2007-02-01,0.0
2007-02-02,10.0
2007-02-05,45.4545
2007-02-06,0.0
2007-02-07,-18.75
2007-02-08,0.0
2007-02-09,0.0
2007-02-12,-7.6923
2007-02-13,50.0
2007-02-14,-16.6667
2007-02-15,6.6667
2007-02-16,0.0
2007-02-20,6.25
2007-02-21,-5.8824
2007-02-22,-6.25
2007-02-23,0.0
2007-02-26,0.0
2007-02-27,40.0
2007-02-28,-14.2857
2007-03-01,-5.5556
2007-03-05,-11.7647
2007-03-06,0.0
2007-03-07,0.0
2007-03-08,-6.6667
2007-03-09,0.0
2007-03-12,20.7143
2007-03-13,-17.1598
2007-03-14,14.2857
2007-03-16,-30.625
2007-03-19,-0.9009
2007-03-20,0.0
2007-03-21,0.0
2007-03-22,27.2727
2007-03-23,-21.4286
2007-03-26,0.0
2007-03-27,9.0909
2007-03-28,0.0
2007-03-29,0.0
2007-03-30,25.0
2007-04-02,-20.0
2007-04-03,0.0
2007-04-04,0.0
2007-04-09,16.6667
2007-04-11,0.0
2007-04-13,0.0
2007-04-19,0.0
2007-04-20,7.1429
2007-04-23,0.0
2007-04-24,6.6667
2007-04-25,-6.25
2007-04-26,-6.6667
