ticker,TXSO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-04-01,4.5455
2013-04-02,4.3478
2013-04-11,-70.8333
2013-05-07,45.7143
2013-05-17,17.647100000000002
2013-07-10,-35.0
2013-09-04,15.3846
2013-09-30,122.2222
2013-10-01,-25.0
2013-10-22,33.3333
2013-11-11,5.0
2013-11-19,185.7143
2013-11-22,-68.0
2013-11-26,-28.125
2013-12-05,8.6957
2013-12-10,8.0
2013-12-11,-7.4074
2013-12-12,24.0
2013-12-17,32.2581
2013-12-20,-24.3902
2014-01-08,12.9032
2014-01-09,-11.4286
2014-02-18,25.8065
2014-02-19,0.0
2014-02-20,15.3846
2014-02-24,-15.5556
2014-03-10,18.4211
2014-03-11,0.0
2014-03-13,-11.1111
2014-03-17,0.0
2014-03-19,62.5
2014-03-20,-15.3846
2014-03-24,18.1818
2014-03-25,3.0769
2014-03-26,-4.4776
2014-03-27,12.5
2014-03-28,0.0
2014-03-31,1.3889
2014-04-01,-9.589
2014-04-02,0.0
2014-04-08,-6.0417
2014-04-09,1.5924
2014-04-10,0.0
2014-04-11,0.0
2014-04-14,3.1746
2014-04-15,3.0769
2014-04-16,0.0
2014-04-17,-1.4925
2014-04-21,28.7879
2014-04-22,-11.7647
2014-04-23,6.6667
2014-04-24,-7.5
2014-04-25,8.1081
2014-04-28,-5.125
2014-04-29,2.7668
2014-04-30,-0.5769
2014-05-01,-4.5777
2014-05-07,-8.1081
2014-05-12,-4.2647
2014-05-13,19.8157
2014-05-14,-16.5385
2014-05-19,7.5269
2014-05-21,0.0
2014-05-22,-2.8571
2014-05-23,0.0
2014-06-12,-19.0993
2014-06-17,-5.476
2014-06-19,13.461500000000001
2014-07-17,-15.2542
2014-07-18,-2.0
2014-07-22,-28.5714
2014-07-23,8.5714
2014-08-07,18.4211
2014-08-11,-22.2222
2014-09-11,2.8571
2014-09-15,0.0
2014-09-19,0.0
2014-10-07,0.0
2014-10-27,-30.5556
2014-11-19,20.0
2014-12-05,33.3333
2014-12-09,0.0
2014-12-22,-25.0
2015-01-13,-6.6667
2015-02-25,-28.5714
2015-02-26,0.0
2015-02-27,25.0
2015-03-06,0.0
2015-04-17,0.0
2015-04-20,0.0
2015-04-22,0.0
2015-04-27,4.0
2015-04-29,0.0
2015-05-18,-3.8462
2015-05-20,0.0
2015-05-21,4.0
2015-05-22,-3.8462
2015-06-03,-16.0
2015-07-17,-28.5714
2015-07-21,-33.3333
2015-07-23,-20.0
2015-07-28,0.0
2015-08-07,-37.5
