ticker,PPCQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-09-10,-50.0
2015-09-22,10.0
2015-09-23,0.0
2015-09-30,263.6364
2015-10-23,-25.0
2015-10-29,0.0
2015-10-30,0.0
2015-11-06,10.0
2015-11-10,-12.1212
2015-12-14,20.6897
2016-01-15,-14.2857
2016-03-18,33.3333
2016-03-21,50.0
2016-04-04,0.0
2016-04-05,-66.6667
2016-04-06,-25.0
2016-04-07,-6.6667
2016-04-08,57.1429
2016-04-12,-40.9091
2016-04-13,0.0
2016-04-18,-21.5385
2016-04-25,0.0
2016-04-26,0.0
2016-04-29,6.3113
2016-05-02,-5.9366
2016-05-03,8.8235
2016-05-05,-8.1081
2016-06-29,0.0
2016-07-29,0.0
2016-08-23,-41.1765
2016-08-24,16.6667
2016-08-25,-28.5714
2016-09-12,-12.0
2016-09-22,36.3636
2016-09-26,0.0
2016-10-04,-16.6667
2016-10-07,0.0
2016-10-10,20.0
2016-10-20,-23.3333
2016-10-21,0.0
2016-10-24,0.0
2016-11-08,0.0
2016-11-10,769.5652
2016-11-16,-88.5
2016-11-17,-2.7174
2016-11-23,-32.9609
2016-11-25,0.0
2016-11-28,33.3333
2016-12-05,-19.25
2016-12-08,23.839
2016-12-12,-1.9375
2017-01-23,-23.5182
2017-03-01,33.3333
2017-03-09,25.0
2017-03-10,36.0
2017-03-14,-11.7647
2017-03-20,0.0
2017-03-21,-16.6667
2017-03-28,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-07,0.0
2017-04-11,-20.0
2017-04-12,0.0
2017-04-17,-25.0
2017-04-27,33.3333
2017-05-02,-25.0
2017-05-03,0.0
2017-05-12,30.6667
2017-05-23,53.0612
2017-05-24,-16.6667
2017-05-25,0.0
2017-05-30,10.0
2017-05-31,-9.0909
2017-06-01,20.0
2017-06-06,-1.6667
2017-06-09,1.6949
2017-06-12,-3.3333
2017-06-15,-48.2759
2017-06-16,56.6667
2017-06-20,-14.8936
2017-06-23,-25.0
2017-06-28,-33.3333
2017-06-30,0.0
2017-07-03,20.0
2017-07-11,-8.3333
2017-07-13,-27.2727
2017-07-19,9.625
2017-07-27,14.0251
2017-08-07,0.0
2017-08-09,-10.0
2017-08-15,-2.2222
2017-08-22,2.2727
2017-08-31,-22.2222
2017-09-20,0.0
2017-10-03,0.0
2017-12-07,14.2857
2017-12-21,87.5
2017-12-22,-7.6667
2018-01-09,73.2852
2018-01-11,16.6667
2018-01-12,-37.5
2018-01-16,-14.2857
2018-01-22,0.0
2018-01-31,-16.6667
2018-02-01,-15.92
2018-02-28,-33.3968
2018-03-01,4.2857
2018-04-11,32.8767
2018-04-12,106.0825
2018-05-09,-64.9825
2018-05-23,0.0
2018-09-21,0.0
2018-10-11,0.0
2018-10-23,42.8571
2018-10-24,-15.0
2018-11-12,17.647100000000002
2018-11-16,-25.0
2019-01-17,-33.3333
2019-02-01,840.0
2019-02-05,-79.7872
2019-02-06,110.5263
2019-02-07,150.0
2019-02-08,-79.5
2019-02-12,46.3415
2019-02-15,0.0
2019-02-20,-3.3333
2019-02-21,3.4483
2019-02-25,66.6667
2019-02-28,0.0
2019-03-06,-40.0
2019-03-11,-10.0
2019-03-15,-18.5185
2019-03-20,4.5455
2019-03-21,30.4348
2019-05-16,0.0
2019-05-23,0.0
2019-06-28,-53.3333
2019-07-01,0.0
2019-07-05,-14.2857
2019-09-19,33.3333
2019-09-20,25.0
2019-09-26,100.0
2019-11-04,-40.0
2019-11-12,-16.6667
2019-12-10,0.0
2019-12-16,20.0
2019-12-20,62.5
2020-01-02,-23.0769
2020-01-08,-33.3333
2020-01-30,150.0
2020-02-26,-68.0
2020-04-03,25.0
2020-06-09,40.0
2020-06-11,-28.5714
2020-06-12,-10.0
