ticker,SBH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-11-14,-4.2667
2006-11-15,0.6964
2006-11-16,0.9682
2006-11-17,7.6712
2006-11-20,8.2697
2006-11-21,2.8202
2006-11-22,-0.1143
2006-11-24,-1.0297
2006-11-27,-1.9653
2006-11-28,0.3538
2006-11-29,2.7027
2006-11-30,5.9497
2006-12-01,3.2397
2006-12-04,0.1046
2006-12-05,-1.2539
2006-12-06,5.5026
2006-12-07,-0.2006
2006-12-08,0.201
2006-12-11,-2.7081
2006-12-12,3.299
2006-12-13,-0.6986
2006-12-14,-0.603
2006-12-15,-1.9211
2006-12-18,-4.5361
2006-12-19,0.0
2006-12-20,-13.067
2006-12-21,-3.6025
2006-12-22,-0.1289
2006-12-26,0.6452
2006-12-27,-0.1282
2006-12-28,2.5674
2006-12-29,-2.378
2007-01-03,-0.5128
2007-01-04,-0.1289
2007-01-05,-2.0645
2007-01-08,2.2398
2007-01-09,-2.4485
2007-01-10,1.1889
2007-01-11,1.1749
2007-01-12,-0.6452
2007-01-16,2.5974
2007-01-17,-2.4051
2007-01-18,-0.3891
2007-01-19,4.5573
2007-01-22,-1.8679999999999999
2007-01-23,3.0457
2007-01-24,3.4483
2007-01-25,-0.2381
2007-01-26,0.0
2007-01-29,4.6539
2007-01-30,-1.8244
2007-01-31,2.2067
2007-02-01,0.4545
2007-02-02,-0.3394
2007-02-05,0.9081
2007-02-06,1.2373
2007-02-07,4.4444
2007-02-08,1.2766
2007-02-09,-0.7353
2007-02-12,-1.6931
2007-02-13,-0.2153
2007-02-14,2.4811
2007-02-15,-0.6316
2007-02-16,0.3178
2007-02-20,-2.3231
2007-02-21,-2.1622
2007-02-22,0.7735
2007-02-23,0.3289
2007-02-26,-0.1093
2007-02-27,-0.9847
2007-02-28,0.0
2007-03-01,-2.2099
2007-03-02,-0.791
2007-03-05,-2.9613
2007-03-06,8.0986
2007-03-07,0.9772
2007-03-08,2.3656
2007-03-09,-1.2605
2007-03-12,2.0213
2007-03-13,-0.9385
2007-03-14,0.9474
2007-03-15,0.9385
2007-03-16,-2.7893
2007-03-19,-0.6376
2007-03-20,-2.5667999999999997
2007-03-21,1.9759
2007-03-22,-0.1076
2007-03-23,-0.431
2007-03-26,-2.2727
2007-03-27,0.9967
2007-03-28,-1.3158
2007-03-29,1.8889
2007-03-30,0.2181
2007-04-02,-0.1088
2007-04-03,-0.9804
2007-04-04,-3.4103
2007-04-05,3.0752
2007-04-09,0.3315
2007-04-10,0.6608
