ticker,PRSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-18,0.0
2000-01-19,0.0
2000-01-21,0.0
2000-02-03,1.4085
2000-02-04,8.3333
2000-02-07,-7.6923
2000-02-08,11.1111
2000-03-13,-7.5
2000-03-31,0.0
2000-04-03,0.0
2000-04-05,0.0
2000-04-07,2.7027
2000-04-10,2.6316
2000-05-02,-5.1282
2000-05-16,0.0
2000-06-02,8.1081
2000-06-28,-7.5
2000-07-07,0.0
2000-07-11,2.7027
2000-07-12,-1.3158
2000-07-18,-4.0
2000-07-28,8.3333
2000-08-21,-6.4935
2000-08-24,0.0
2000-12-18,11.1111
2001-02-01,-3.7975
2001-02-06,1.6447
2001-06-13,19.0939
2001-06-29,-11.9565
2001-07-06,4.9383
2001-07-19,-0.7059
2001-07-20,1.8957000000000002
2001-08-08,0.0
2001-08-17,0.7059
2001-08-23,-0.2336
2001-08-28,-0.4684
2001-09-27,0.0
2001-10-18,3.5294
2001-10-23,0.9091
2001-11-07,-0.9009
2002-02-08,5.7471
2002-02-11,0.0
2002-03-12,10.8696
2002-03-28,-1.9607999999999999
2002-05-06,-5.8
2002-05-15,0.0
2002-05-17,1.0616
2002-06-05,0.0
2002-06-12,-1.2605
2002-06-25,-2.1277
2002-06-26,-8.0435
2002-10-09,11.244
2002-10-21,-8.6022
2002-11-06,-0.4706
2003-01-17,0.2837
2003-01-31,0.1908
2003-02-03,-3.3333
2003-02-04,-5.3695
2003-02-06,-1.0932
2003-02-19,-2.6316
2003-02-20,0.0
2003-02-28,0.0
2003-03-14,0.0
2003-03-17,0.0
2003-03-24,0.0541
2003-04-03,5.3485
2003-04-17,0.0
2003-04-30,-5.1282
2003-05-01,0.0
2003-05-08,4.0541
2003-05-27,2.5974
2003-06-06,3.7975
2003-06-09,-4.878
2003-06-16,2.5641
2003-06-24,5.0
2003-07-01,4.7619
2003-07-22,-4.5455
2003-07-23,0.0
2003-07-24,2.3810000000000002
2003-08-05,4.7619
2003-08-06,2.2727
2003-08-11,1.1111
2003-09-03,0.0
2003-09-05,1.0989
2003-09-10,3.4783
2003-09-12,4.2017
2003-09-26,-3.0242
2003-10-23,0.0
2003-10-27,0.0
2003-11-04,0.0
2003-11-24,1.8711
2003-11-26,0.0
2003-12-02,2.0408
2003-12-03,0.0
2004-01-09,0.0
2004-01-21,0.0
2004-01-29,4.0
2004-03-25,-2.9126
2004-04-06,-4.0
2004-04-12,0.0
2004-04-14,4.1667
2004-04-15,0.0
2004-05-12,-4.0
