ticker,PIOE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-05-12,9.2
2017-05-15,6.2271
2017-05-16,17.2414
2017-05-17,2.9412000000000003
2017-05-19,-17.1429
2017-05-23,17.2414
2017-05-24,0.0
2017-05-25,-26.4706
2017-05-26,20.0
2017-05-30,-16.6667
2017-05-31,6.0
2017-06-01,-5.6604
2017-06-02,20.0
2017-06-05,-10.0
2017-06-06,-99.9967
2017-06-08,3333233.3333
2017-06-09,-5.0
2017-06-12,26.3158
2017-06-13,-41.6667
2017-06-14,4.7619
2017-06-15,0.0
2017-06-19,59.0909
2017-06-20,4.2857
2017-06-21,1.3699
2017-06-22,35.1351
2017-06-23,6.0
2017-06-26,-5.6604
2017-06-27,-6.0
2017-06-28,-6.383
2017-06-29,0.0
2017-06-30,13.6364
2017-07-03,2.0
2017-07-05,-15.6863
2017-07-06,18.6047
2017-07-07,1.9607999999999999
2017-07-10,0.0
2017-07-11,-17.3077
2017-07-12,23.2558
2017-07-13,-5.6604
2017-07-14,8.0
2017-07-18,-7.4074
2017-07-19,0.0
2017-07-20,0.0
2017-07-21,5.0
2017-07-24,-8.5714
2017-07-25,4.1667
2017-07-26,-6.0
2017-07-27,-10.6383
2017-07-28,0.0548
2017-07-31,-11.9292
2017-08-01,16.1848
2017-08-02,7.3256
2017-08-03,-0.325
2017-08-04,-7.6087
2017-08-07,3.5294
2017-08-08,4.5455
2017-08-09,0.9783
2017-08-10,-6.7922
2017-08-11,6.2478
2017-08-14,6.5217
2017-08-15,-12.2449
2017-08-16,4.6512
2017-08-17,2.5556
2017-08-18,4.0087
2017-08-21,-2.0833
2017-08-22,-4.2128
2017-08-23,4.398
2017-08-24,0.2128
2017-08-28,1.2739
2017-08-29,-9.8532
2017-08-30,0.0
2017-08-31,4.6512
2017-09-01,5.7778
2017-09-05,-3.4664
2017-09-06,-8.5963
2017-09-07,7.1429
2017-09-08,-11.5556
2017-09-11,-4.5226
2017-09-12,2.6316
2017-09-13,7.1795
2017-09-14,0.6866
2017-09-15,-4.7212
2017-09-18,0.9975
2017-09-19,0.0247
2017-09-21,-3.7275
2017-09-22,-2.5641
2017-09-25,6.5789
2017-09-26,-5.679
2017-09-27,4.712
2017-09-28,-1.25
2017-09-29,0.7595
2017-10-02,-12.0603
2017-10-03,0.0
2017-10-04,0.0
2017-10-05,-7.1429
2017-10-06,110.1538
2017-10-09,7.6135
2017-10-10,-12.9252
2017-10-11,4.6875
2017-10-12,-1.4925
2017-10-13,1.5152
