ticker,HITC US Equity
2015-12-29,-14.5714
2015-12-31,70.5686
2016-01-07,-21.8627
2016-01-08,-24.7177
2016-01-12,16.1667
2016-01-19,0.4304
2016-01-22,0.0
2016-01-26,-3.7143
2016-01-27,-10.9792
2016-02-02,90.0
2016-02-08,0.0
2016-02-09,0.0
2016-02-24,-5.614
2016-03-01,0.0
2016-04-06,2.2305
2016-05-19,-4.0
2016-05-26,-39.3939
2016-05-31,50.9375
2016-06-17,-68.9441
2016-06-20,280.0
2016-06-23,-73.6842
2016-06-24,33.3333
2016-06-27,18.5
2016-06-28,68.7764
2016-07-08,87.5
2016-09-13,-60.0
2016-09-26,-41.6667
2016-10-17,2.8571
2016-10-25,12.2222
2016-10-27,23.7624
2016-10-28,60.0
2016-10-31,-10.0
2016-11-01,-2.7778
2016-11-04,8.5357
2016-11-07,-18.3942
2016-11-08,-9.6774
2016-11-09,7.1429
2016-11-10,0.0
2016-11-11,0.0
2016-11-14,0.0
2016-11-18,16.6667
2016-11-21,0.0
2016-11-22,17.1429
2016-11-23,7.3171
2016-11-25,-20.4545
2016-11-28,-2.8571
2016-11-30,-11.7647
2016-12-07,0.0
2016-12-08,3.3333
2016-12-09,20.746
2016-12-14,-19.8531
2016-12-23,-1.6667
2016-12-27,18.6441
2016-12-28,45.7143
2017-01-19,-50.7843
2017-01-23,39.4422
2017-01-24,-14.2857
2017-01-25,0.6667
2017-01-30,-27.1523
2017-01-31,72.7273
2017-02-02,-47.3684
2017-02-03,0.0
2017-02-07,75.0
2017-02-16,21.4286
2017-02-27,-52.9412
2017-03-01,50.0625
2017-03-02,26.6139
2017-03-07,13.1579
2017-03-09,-6.9767
2017-03-10,5.0
2017-03-13,-4.7619
2017-03-17,-0.0313
2017-03-24,-12.4414
2017-03-31,8.5327
2017-04-03,0.5263
2017-04-04,2.0942
2017-04-05,-2.5641
2017-04-17,18.4211
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,4.4167
2017-04-25,0.0266
2017-04-26,0.0
2017-04-28,-4.2553
2017-05-02,2.2222
2017-05-03,0.0
2017-05-04,-34.3478
2017-05-08,95.3642
2017-05-09,1.6949
2017-05-10,-3.3333
2017-05-11,-31.0345
2017-05-16,27.5
2017-05-19,1.9607999999999999
2017-05-25,-23.0769
2017-05-31,-5.0
2017-06-01,26.3158
2017-06-19,-33.3333
2017-06-26,9.375
2017-06-27,-11.4286
2017-06-28,19.3548
2017-07-06,2.7027
2017-07-10,5.2632
2017-07-17,2.5
2017-07-18,22.1951
2017-07-21,-25.1497
2017-07-24,0.0
2017-07-25,-1.8667
2017-07-26,-4.8913
2017-08-02,30.7143
2017-08-03,9.2896
2017-08-24,0.0
2017-08-25,6.0
2017-09-01,0.0
2017-09-06,0.0
2017-09-07,-2.8302
2017-09-08,2.9126
2017-09-21,13.2075
2017-09-25,-6.6667
2017-09-26,21.6071
2017-09-29,1.3216
2017-10-04,0.0
2017-10-06,6.5072
2017-10-10,2.0547
2017-10-16,-6.6667
2017-10-18,7.1429
2017-10-20,-6.6667
2017-10-24,7.1429
2017-10-25,1.3333
2017-10-27,5.2632
2017-10-30,-3.75
2017-11-02,0.0
2017-11-03,0.0
2017-11-08,9.0909
2017-11-15,-16.6548
2017-12-01,7.1276
2017-12-26,-6.0
2017-12-29,6.383
2018-01-10,49.8267
2018-01-11,2.3405
2018-01-16,9.5652
2018-01-17,0.0
2018-01-19,-20.634900000000002
2018-01-22,0.0
2018-01-23,10.0
2018-01-24,3.6364
2018-01-25,2.6316
2018-01-26,9.3162
2018-01-29,1.4855
2018-01-30,0.9245
2018-01-31,0.0
2018-02-02,1.5267
2018-02-05,0.2256
2018-02-07,0.5326
2018-02-12,0.3656
2018-02-13,1.8587
2018-02-16,-1.4599
2018-02-20,5.1852
2018-02-22,1.4085
2018-02-23,-0.6944
2018-02-26,-0.6993
2018-02-27,0.0
2018-02-28,0.7042
2018-03-01,-2.0979
2018-03-05,-3.5714
2018-03-06,0.0
2018-03-07,-0.7407
2018-03-14,-9.8507
2018-03-15,9.106
2018-03-16,0.1517
2018-03-20,0.0
2018-03-21,8.9394
2018-03-22,0.8345
2018-03-23,10.3448
2018-03-26,0.0
2018-03-27,0.0
2018-03-29,-0.625
2018-04-02,-0.6289
2018-04-05,-11.3924
2018-04-06,15.7143
2018-04-10,-19.7531
2018-04-11,23.8462
2018-04-17,-16.1491
2018-04-18,3.7037
2018-04-24,-14.2857
2018-04-27,0.0
2018-04-30,-4.1667
2018-05-01,-4.3478
2018-05-03,40.9091
2018-05-07,-22.5806
2018-05-08,0.0
2018-05-09,30.8333
2018-05-14,-17.1975
2018-05-21,-3.8462
2018-05-22,-20.0
2018-05-25,21.0
2018-05-30,-17.3554
2018-05-31,-10.0
2018-06-01,0.0
2018-06-04,1.1111
2018-06-05,15.3846
2018-06-08,-19.0476
2018-06-11,47.0588
2018-06-15,-40.0
2018-06-19,33.3333
2018-06-20,-10.0
2018-07-11,-2.2222
2018-07-13,-19.3182
2018-07-16,-1.4085
2018-07-17,0.0
2018-07-18,15.7143
2018-07-19,-1.2346
2018-07-23,-12.5
2018-07-24,-21.4286
2018-07-25,-9.0909
2018-07-27,20.0
2018-07-30,8.0
2018-08-02,-30.5556
2018-08-09,0.0
2018-08-13,-22.2222
2018-08-17,37.1429
2018-08-22,0.0
2018-08-29,-6.25
2018-09-11,-33.3333
2018-10-04,0.3333
2018-10-08,47.8405
2018-10-12,1.1236
2019-01-15,-33.3333
2019-01-17,0.0
2019-02-07,-30.0
2019-02-08,42.8571
2019-02-11,0.0
2019-02-12,56.6667
2019-03-04,-55.3191
2019-03-06,123.8095
2019-03-22,-53.1915
2019-04-11,45.4545
2019-04-26,-53.125
2019-04-29,-20.0
2019-06-24,66.6667
2019-08-20,-25.0
2019-09-25,0.0
2019-10-08,106.6667
2019-10-25,35.4839
2019-10-28,-0.2381
2019-11-07,0.0
2019-12-02,-4.5346
2020-02-25,-50.0
2020-02-28,-5.0
2020-03-18,-5.2632
2020-03-19,0.0
2020-04-01,94.4444
2020-04-02,-14.2857
2020-04-14,66.6667
2020-04-17,-4.0
2020-04-20,4.1667
2020-04-21,-54.0
2020-04-23,-4.3478
2020-04-24,0.0
2020-04-29,4.5455
2020-05-01,51.7826
2020-05-11,-19.7938
2020-05-13,-21.4286
2020-05-26,50.0
2020-05-28,3.0303
2020-06-01,8.8235
2020-06-08,-40.5405
2020-06-09,-9.0909
2020-06-11,0.0
2020-06-12,50.0
2020-06-16,-36.6667
2020-06-18,5.2632
2020-06-19,140.0
2020-06-23,-57.9167
2020-07-01,48.5149
2020-07-02,0.0
2020-07-07,16.6667
2020-07-13,-10.7143
2020-07-15,12.0
2020-07-16,0.0
2020-07-20,34.2571
2020-07-21,0.0
2020-07-22,-36.1566
2020-07-24,31.65
2020-07-27,18.9771
2020-07-28,-25.4948
2020-07-29,-7.1693999999999996
2020-07-30,32.3077
