ticker,HITC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-03-03,-11.6667
2015-03-05,-5.6604
2015-03-09,0.0
2015-03-10,0.0
2015-03-11,20.0
2015-03-12,0.0
2015-03-13,0.0
2015-03-17,10.0
2015-03-19,6.0606
2015-03-20,0.0
2015-03-23,1.4285999999999999
2015-03-24,5.6338
2015-03-25,0.0
2015-03-26,0.0
2015-03-27,0.0
2015-03-31,-0.2667
2015-04-01,-6.3837
2015-04-02,2.8204000000000002
2015-04-06,8.2986
2015-04-09,-10.2276
2015-04-10,-22.8571
2015-04-14,0.0463
2015-04-15,18.4174
2015-04-17,-21.8445
2015-04-20,0.0
2015-04-22,19.85
2015-04-23,-6.5916
2015-04-24,-23.113
2015-04-27,39.1809
2015-04-28,-44.4073
2015-05-04,38.1381
2015-05-05,-27.6087
2015-05-08,14.1141
2015-05-15,7.8947
2015-05-18,7.3171
2015-05-19,36.3636
2015-05-20,13.3333
2015-05-21,11.7647
2015-05-22,5.2632
2015-05-26,2.5
2015-05-27,0.0
2015-05-28,7.3171
2015-05-29,-6.8182
2015-06-01,2.439
2015-06-02,-4.7619
2015-06-03,0.0
2015-06-09,-20.0
2015-06-10,25.0
2015-06-11,12.5
2015-06-12,8.8889
2015-06-15,0.0
2015-06-16,28.5714
2015-06-17,-28.5714
2015-06-18,-11.1111
2015-06-19,0.0
2015-06-22,4.9687
2015-06-23,-9.5266
2015-06-24,5.2978
2015-06-26,-24.9688
2015-06-29,33.2362
2015-06-30,0.0
2015-07-02,0.0313
2015-07-07,27.5
2015-07-09,-50.0
2015-07-10,-7.8922
2015-07-14,27.7275
2015-07-15,16.6667
2015-07-16,11.392900000000001
2015-07-20,-10.2597
2015-07-21,11.4684
2015-07-22,-2.5641
2015-07-23,2.5822000000000003
2015-07-29,0.016
2015-07-30,0.0
2015-08-10,-10.2597
2015-08-12,-0.0179
2015-08-13,-42.8265
2015-08-14,75.0
2015-08-18,0.0
2015-08-19,0.0
2015-08-20,0.0
2015-08-21,0.0
2015-08-26,11.4286
2015-08-27,15.3846
2015-08-28,-31.1111
2015-09-01,29.0323
2015-09-02,-2.5
2015-09-03,2.5641
2015-09-04,0.0
2015-09-08,-7.5313
2015-09-09,-5.4072
2015-09-11,8.6102
2015-09-14,0.0
2015-09-18,-7.8947
2015-09-25,0.0
2015-10-01,0.0
2015-10-02,1.4285999999999999
2015-10-05,0.0
2015-10-06,-23.9085
2015-10-08,18.4637
2015-10-13,0.0
2015-11-12,9.375
