ticker,DBIN US Equity
2014-08-05,-3.7736
2014-08-11,3.9215999999999998
2014-09-25,6.383
2014-09-30,-7.1429
2014-10-01,-3.8462
2014-10-02,-1.52
2014-10-20,5.6052
2014-10-29,-3.8462
2015-01-05,2.0
2015-01-15,-1.9607999999999999
2015-01-16,-0.98
2015-01-23,0.0
2015-01-26,0.0
2015-02-11,-1.0301
2015-03-11,-3.3916
2015-03-13,0.0
2015-03-16,-0.8298
2015-03-17,0.0
2015-03-19,0.0
2015-03-31,-1.7378
2015-04-07,0.0
2015-04-30,-7.4236
2015-05-01,8.1368
2015-05-06,9.0513
2015-05-07,-1.6
2015-08-10,-1.626
2015-08-12,-0.8264
2015-09-10,3.2962
2015-09-15,-2.2358000000000002
2015-09-16,2.2869
2015-10-14,-2.2358000000000002
2015-11-04,0.0
2015-12-15,1.8711
2015-12-17,0.0
2016-01-14,8.1633
2016-02-09,-3.3962
2016-02-16,1.5625
2016-03-08,-1.5885
2016-03-10,8.2677
2016-03-15,0.0
2016-03-28,1.8182
2016-04-15,-7.1429
2016-04-19,0.0
2016-04-22,3.4615
2016-04-25,-3.3457
2016-04-26,0.0
2016-04-27,0.0
2016-05-03,0.0
2016-05-05,0.0
2016-05-06,-0.3846
2016-05-10,1.5444
2016-06-07,3.8023
2016-06-08,0.0
2016-06-09,-0.3663
2016-06-10,-0.7353
2016-06-27,-0.3704
2016-06-29,0.3717
2016-07-01,0.3704
2016-07-18,0.369
2016-08-19,13.9706
2016-09-02,-0.9355
2016-09-12,-1.6393
2016-09-15,-5.8333
2016-09-16,0.0
2016-09-26,0.0
2016-09-29,-0.885
2016-09-30,0.0
2016-10-03,7.1429
2016-10-06,-6.6667
2016-10-17,-3.6071
2016-10-18,-0.3335
2016-10-21,-0.5576
2016-10-24,0.0
2016-11-10,-0.9346
2016-12-01,0.0
2016-12-02,0.0
2016-12-05,-1.8868
2016-12-12,-1.9231
2016-12-13,-0.9804
2016-12-14,3.9604
2016-12-19,0.9524
2016-12-21,1.8868
2016-12-22,4.6296
2017-02-08,4.4248
2017-02-09,25.4237
2017-02-10,-20.2703
2017-02-13,0.0
2017-02-14,1.6949
2017-02-17,3.3333
2017-02-23,0.0
2017-03-06,10.4255
2017-03-10,-1.4706000000000001
2017-03-13,1.4925
2017-03-15,-8.8235
2017-03-17,6.4516
2017-03-20,-3.0303
2017-03-29,-3.125
2017-04-06,-8.0645
2017-04-17,-1.6842000000000001
2017-05-01,1.7488000000000001
2017-05-04,5.2262
2017-05-09,3.3333
2017-05-15,0.8065
2017-05-17,-8.48
2017-05-18,4.5455
2017-05-22,0.301
2017-05-23,-1.1337
2017-05-26,1.1467
2017-05-30,0.0333
2017-06-02,0.0
2017-06-16,0.0
2017-06-19,3.3333
2017-06-23,0.8065
2017-06-30,0.032
2017-07-19,-4.0307
2017-08-04,0.0
2017-08-23,0.0
2017-08-29,-1.3333
2017-08-30,0.5743
2017-08-31,0.846
2017-09-13,1.5101
2017-09-15,-1.4876
2017-09-20,0.0
2017-09-21,0.0
2017-09-26,1.5101
2017-10-05,-0.8264
2017-10-10,0.0
2017-10-12,0.0
2017-10-18,0.8333
2017-10-19,-0.4959
2017-11-06,-0.3322
2017-11-15,1.6667
2017-11-16,1.6393
2017-11-29,0.0
2017-12-05,-3.2258
2017-12-06,30.0
2017-12-28,-15.3846
2018-01-10,3.0303
2018-01-11,0.0
2018-02-01,0.0
2018-02-09,0.0
2018-02-21,-2.9412000000000003
2018-03-01,-5.0
2018-03-02,-0.7974
2018-03-05,0.7074
2018-03-13,1.2862
2018-03-27,0.0
2018-04-18,0.0
2018-04-23,0.0
2018-05-08,0.0
2018-05-14,0.0
2018-05-18,0.7937
2018-05-21,0.0
2018-05-22,2.3622
2018-06-05,0.7692
2018-06-21,-2.2901
2018-06-28,0.0
2018-07-13,2.8125
2018-07-18,0.304
2018-07-20,0.0
2018-07-23,0.0
2018-07-26,6.0606
2018-07-27,-6.4286
2018-07-30,0.6107
2018-07-31,0.1517
2018-08-08,1.5152
2018-08-16,0.0
2018-09-20,3.7594
2018-10-17,1.4493
2018-11-09,4.2857
2018-12-07,0.0
2018-12-10,0.0
2018-12-14,0.0
2018-12-19,8.2192
2018-12-20,13.9241
2018-12-27,22.2444
2018-12-28,-7.2714
2019-01-02,-29.4256
2019-01-07,0.0
2019-01-08,-5.5556
2019-01-11,2.6471
2019-01-16,0.0
2019-01-17,8.8825
2019-01-22,42.1053
2019-01-23,0.0
2019-01-29,-35.9259
2019-02-06,-0.289
2019-02-08,4.3478
2019-03-06,-1.6667
2019-03-13,40.8651
2019-03-15,-31.2121
2019-04-02,0.0
2019-04-12,1.3216
2019-04-16,1.4493
2019-04-26,42.8571
2019-04-29,-28.0
2019-05-01,0.0
2019-05-13,-4.1667
2019-05-14,-0.1449
2019-05-28,-1.1611
2019-05-29,1.1747
2019-06-04,-1.3062
2019-06-10,1.3235000000000001
2019-06-13,0.1451
2019-06-14,-1.4493
2019-06-24,5.8824
2019-06-26,0.0
2019-07-08,-5.5556
2019-07-11,0.0
2019-07-12,-0.2941
2019-07-16,3.2448
2019-07-24,-3.1143
2019-07-29,-0.0295
2019-07-30,-0.1475
2019-07-31,-1.034
2019-08-02,0.2985
2019-08-05,0.5952
2019-08-06,0.0
2019-08-08,0.1479
2019-08-15,3.3973
2019-08-27,-2.8571
2019-09-09,-2.1642
2019-09-10,0.0
2019-09-13,0.7576
2019-09-20,3.7594
2019-09-23,-1.4493
2019-09-24,0.0
2019-10-01,-2.9412000000000003
2019-10-02,0.0
2019-10-08,0.0
2019-10-11,-2.7273
2019-10-14,0.4673
2019-10-15,2.6357
2019-10-17,0.0
2019-10-18,-1.5106000000000002
2019-10-21,1.5030999999999999
2019-11-05,0.0
2019-11-06,-2.9616
2019-11-25,0.1246
2019-12-02,2.6439
2019-12-06,1.7879
2019-12-10,-1.0122
2019-12-19,-3.0075
2019-12-27,8.5271
2019-12-30,-2.8571
2020-01-02,0.0
2020-01-03,0.0
2020-01-13,-4.4118
2020-01-23,2.4615
2020-01-24,0.0
2020-01-30,0.0
2020-02-05,-2.4024
2020-02-19,4.6154
2020-02-24,-1.4706000000000001
2020-02-27,-2.9851
2020-02-28,-0.3077
2020-03-05,0.5291
2020-03-06,-0.9288
2020-03-11,-8.5625
2020-03-12,-2.5974
2020-03-13,-10.526299999999999
2020-03-17,0.0
2020-03-18,-5.8824
2020-03-19,2.0833
2020-03-23,2.0408
2020-03-31,2.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-09,5.8824
2020-04-15,3.7037
2020-04-29,3.5714
2020-04-30,10.3448
2020-05-19,0.0
2020-05-27,3.125
2020-06-02,0.0
2020-06-05,6.0606
2020-06-10,-5.7143
2020-06-16,0.0
2020-06-17,0.0
2020-06-22,1.5152
2020-06-29,-0.7463
2020-07-08,-3.7594
2020-07-09,-15.625
2020-07-16,0.9259
