ticker,TENB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-07-26,31.5217
2018-07-27,0.8264
2018-07-30,-2.5574
2018-07-31,0.6057
2018-08-01,-0.1672
2018-08-02,2.1776
2018-08-03,-1.8689
2018-08-06,-0.0668
2018-08-07,4.8144
2018-08-08,8.2935
2018-08-09,0.0
2018-08-10,0.0589
2018-08-13,-0.8243
2018-08-14,-2.0481
2018-08-15,-6.2727
2018-08-16,1.0023
2018-08-17,0.2881
2018-08-20,2.1066
2018-08-21,1.4379
2018-08-22,3.3898
2018-08-23,0.9836
2018-08-24,-1.0331
2018-08-27,-5.428
2018-08-28,2.3967
2018-08-29,3.9421
2018-08-30,-3.0519
2018-08-31,1.3447
2018-09-04,0.5428
2018-09-05,-3.2693
2018-09-06,-4.5891
2018-09-07,1.4625
2018-09-10,4.5804
2018-09-11,3.706
2018-09-12,4.7253
2018-09-13,-2.5381
2018-09-14,-1.4757
2018-09-17,2.8194
2018-09-18,2.4279
2018-09-19,-5.8561
2018-09-20,7.4645
2018-09-21,2.398
2018-09-24,0.0538
2018-09-25,1.3721
2018-09-26,0.9554
2018-09-27,0.9201
2018-09-28,1.2764
2018-10-01,-0.9259
2018-10-02,-1.9729999999999999
2018-10-03,0.6091
2018-10-04,-1.5267
2018-10-05,-2.7533
2018-10-08,-4.3705
2018-10-09,-2.4145
2018-10-10,-11.5464
2018-10-11,-8.8911
2018-10-12,1.9371
2018-10-15,0.3586
2018-10-16,5.9664
2018-10-17,1.6183
2018-10-18,-1.858
2018-10-19,-2.3327
2018-10-22,-1.4884
2018-10-23,3.1272
2018-10-24,-4.1227
2018-10-25,4.4421
2018-10-26,-5.1038
2018-10-29,1.4701
2018-10-30,-1.4134
2018-10-31,2.0789
2018-11-01,1.6503
2018-11-02,-1.0708
2018-11-05,-1.7807
2018-11-06,2.7728
2018-11-07,10.0657
2018-11-08,-0.1257
2018-11-09,-8.0868
2018-11-12,-2.5334
2018-11-13,1.124
2018-11-14,-2.4661
2018-11-15,2.2792
2018-11-16,6.3719
2018-11-19,-9.9509
2018-11-20,-3.8895
2018-11-21,-2.6475
2018-11-23,4.6232
2018-11-26,2.8964
2018-11-27,-1.9487999999999999
2018-11-28,3.2021
2018-11-29,3.6733000000000002
2018-11-30,-2.0296
2018-12-03,4.6699
2018-12-04,-6.8769
2018-12-06,5.4035
2018-12-07,-3.3835
2018-12-10,-0.9551
2018-12-11,-5.9643
2018-12-12,2.6586
2018-12-13,-3.3666
2018-12-14,-1.4165
