ticker,AVCT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-08-09,0.0
2017-08-10,-0.1032
2017-08-11,0.2066
2017-08-14,-0.3093
2017-08-15,0.0
2017-08-16,0.1034
2017-08-17,-0.1033
2017-08-18,-0.2068
2017-08-21,0.0
2017-08-22,0.3109
2017-08-23,-0.2066
2017-08-24,-0.1035
2017-08-25,0.1036
2017-08-28,0.0
2017-08-29,0.207
2017-08-30,0.0382
2017-08-31,0.1683
2017-09-01,-0.3093
2017-09-05,0.0
2017-09-06,0.1034
2017-09-07,-0.1033
2017-09-08,0.1034
2017-09-11,-0.1033
2017-09-12,0.2068
2017-09-13,-0.1032
2017-09-14,0.1033
2017-09-15,0.0
2017-09-18,-0.0733
2017-09-19,-0.0299
2017-09-22,0.1033
2017-09-25,0.0
2017-09-26,0.0
2017-09-27,-0.1032
2017-09-28,0.1033
2017-10-03,-0.1032
2017-10-05,0.0
2017-10-10,-0.2066
2017-10-11,0.0
2017-10-13,0.207
2017-10-16,-0.1033
2017-10-17,0.0
2017-10-18,-0.1034
2017-10-19,0.207
2017-10-20,-0.1033
2017-10-23,0.0
2017-10-24,-0.2068
2017-10-25,0.1036
2017-10-26,0.207
2017-10-30,-0.1023
2017-11-01,0.1024
2017-11-03,0.0
2017-11-07,0.0
2017-11-08,-0.2066
2017-11-10,0.0
2017-11-13,0.1035
2017-11-14,0.1034
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,-0.1033
2017-11-20,0.1034
2017-11-21,0.0
2017-11-22,0.0
2017-11-24,0.0
2017-11-27,-0.2066
2017-11-28,0.0
2017-11-30,0.0
2017-12-01,0.0
2017-12-04,-0.1035
2017-12-05,0.1036
2017-12-07,0.0
2017-12-08,0.0
2017-12-11,-0.1035
2017-12-12,0.1047
2017-12-13,-0.001
2017-12-14,0.001
2017-12-15,-0.001
2017-12-19,0.0
2017-12-21,0.1356
2017-12-27,-0.1354
2017-12-28,0.1035
2018-01-02,0.1034
2018-01-03,0.0
2018-01-05,0.0
2018-01-10,1.0331
2018-01-11,-0.1022
2018-01-12,0.0
2018-01-16,-0.1024
2018-01-18,-0.1025
2018-01-19,-0.2051
2018-01-25,-0.4111
2018-01-29,0.1032
2018-01-31,0.0
2018-02-06,0.0
2018-02-07,0.0
2018-02-09,0.0
2018-02-12,0.0
2018-02-13,0.1031
2018-02-14,0.6179
2018-02-20,-0.2047
2018-02-23,-0.5128
2018-02-26,0.2062
2018-02-27,-0.1029
2018-02-28,-0.103
