ticker,TXSP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-09-08,7.6923
2015-09-11,-14.2857
2015-09-14,0.0
2015-09-22,-0.3333
2015-09-28,0.3344
2015-10-06,16.6667
2015-10-09,0.0
2015-10-19,0.0
2015-10-23,0.0
2015-10-27,0.0
2015-11-13,0.0
2015-11-23,0.0
2015-11-25,0.0
2015-12-04,0.0
2015-12-09,0.0
2015-12-17,0.0
2015-12-18,0.0
2015-12-22,0.0
2016-01-06,0.0
2016-01-12,-14.2857
2016-01-13,16.6667
2016-01-19,0.0
2016-01-20,0.0
2016-01-21,0.0
2016-01-25,0.0
2016-01-28,0.0
2016-02-04,0.0
2016-02-16,0.0
2016-03-23,-8.5714
2016-04-07,4.5625
2016-05-17,3.1082
2016-05-26,-1.4493
2016-08-18,2.9412000000000003
2016-12-27,-2.8571
2017-04-25,-2.9412000000000003
2017-11-16,-3.6364
2017-11-20,-0.6289
2018-03-13,0.0
2018-08-15,0.3165
2020-06-12,5.6782
