ticker,CANQF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-09-18,0.0
2015-09-22,0.625
2015-09-25,0.6211
2015-09-29,0.0
2015-10-13,-1.8519
2015-10-22,0.0
2015-11-03,0.6289
2015-11-10,-0.625
2015-11-24,0.6289
2015-11-25,0.0
2015-12-02,0.0
2015-12-03,0.625
2015-12-04,0.6211
2015-12-07,0.0
2015-12-08,0.0
2015-12-09,1.2346
2015-12-10,-0.6098
2015-12-11,0.6135
2015-12-14,0.6098
2015-12-15,0.0
2015-12-16,1.2121
2015-12-17,1.2051
2015-12-18,1.1759
2015-12-21,0.0
2015-12-22,0.5848
2015-12-23,-0.5814
2015-12-28,0.5848
2015-12-30,0.0
2015-12-31,0.0
2016-01-04,0.0
2016-01-05,0.0
2016-01-06,1.1628
2016-01-07,0.0
2016-01-08,0.0
2016-02-01,-0.5747
2016-02-02,-1.1561
2016-02-03,-0.5848
2016-02-04,0.5882
2016-02-05,0.0
2016-02-08,-0.5848
2016-02-09,-0.5882
2016-02-10,-1.1834
2016-02-11,-1.1976
2016-02-16,-1.3939
2016-02-18,-1.6595
2016-02-24,-0.625
2016-02-25,-0.6289
2016-03-04,-5.0633
2016-03-08,0.0
2016-03-10,0.0
2016-03-11,0.0
2016-03-15,-3.3333
2016-03-16,2.069
2016-03-17,-12.1622
2016-03-18,-42.3077
2016-03-28,17.3333
2016-03-29,13.6364
2016-03-30,-50.0
2016-04-01,2.0
2016-04-05,-21.5686
2016-04-06,-12.5
2016-04-07,-42.8571
2016-04-11,-15.0
2016-04-12,-23.5294
2016-04-15,30.7692
2016-04-18,58.8235
2016-04-19,-25.9259
2016-04-20,0.0
2016-04-21,0.0
2016-04-22,45.0
2016-04-25,51.7241
2016-04-26,40.9091
2016-04-27,1.6129
2016-04-28,26.9841
2016-04-29,3.75
2016-05-02,-2.4096
2016-05-03,-1.2346
2016-05-04,1.25
2016-05-05,0.0
2016-05-06,1.8519
2016-05-09,-1.8182
2016-05-10,-7.4074
2016-05-11,0.0
2016-05-12,6.0
2016-05-13,1.2421
2016-05-18,-3.0905
2016-05-19,3.8462
2016-05-20,0.0
2016-05-24,-0.2469
2016-05-25,-0.1238
2016-05-26,-0.8674
2016-05-27,-1.25
2016-06-01,-5.0633
2016-06-02,5.3333
2016-06-03,0.0
2016-06-07,13.9241
2016-06-08,-6.6667
2016-06-14,-17.8571
2016-06-15,0.0
2016-06-20,-7.2464
2016-06-21,-18.1445
2016-06-22,12.6223
2016-06-24,5.0847
