ticker,IIPR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-12-01,-4.25
2016-12-02,-3.6554
2016-12-05,-16.5312
2016-12-06,8.1169
2016-12-07,1.4414
2016-12-08,1.8354
2016-12-09,-1.4535
2016-12-12,-0.767
2016-12-13,-0.4162
2016-12-14,-2.0896
2016-12-15,2.8659
2016-12-16,-2.3711
2016-12-19,1.5786
2016-12-20,5.6186
2016-12-21,2.2071
2016-12-22,0.3876
2016-12-23,2.3166
2016-12-27,0.0
2016-12-28,0.6658
2016-12-29,-4.1422
2016-12-30,1.6200999999999999
2017-01-03,2.8037
2017-01-04,0.6952
2017-01-05,4.6734
2017-01-06,-2.3338
2017-01-09,-0.6753
2017-01-10,-2.0397
2017-01-11,-1.8153000000000001
2017-01-12,-1.3051
2017-01-13,2.259
2017-01-17,2.1013
2017-01-18,-1.4307
2017-01-19,2.0404
2017-01-20,-1.0441
2017-01-23,-0.2704
2017-01-24,-0.5848
2017-01-25,1.5508
2017-01-26,-1.2638
2017-01-27,0.0683
2017-01-30,0.2095
2017-01-31,-1.1415
2017-02-01,-2.0846999999999998
2017-02-02,-1.6484
2017-02-03,1.3408
2017-02-06,-0.9372
2017-02-07,-0.2226
2017-02-08,0.5399
2017-02-09,-0.0378
2017-02-10,0.1665
2017-02-13,-0.554
2017-02-14,-0.9471
2017-02-15,0.9554
2017-02-16,-1.9565000000000001
2017-02-17,0.8598
2017-02-21,0.338
2017-02-22,1.0668
2017-02-23,0.2778
2017-02-24,-5.2632
2017-02-27,-1.2281
2017-02-28,-2.2499000000000002
2017-03-01,-1.0902
2017-03-02,0.7348
2017-03-03,-1.2158
2017-03-06,0.1846
2017-03-07,-2.3342
2017-03-08,-1.8868
2017-03-09,-0.3269
2017-03-10,-0.3216
2017-03-13,1.2323
2017-03-14,1.0835
2017-03-15,6.7465
2017-03-16,0.1181
2017-03-17,0.531
2017-03-20,2.6995
2017-03-21,-2.8571
2017-03-22,2.0
2017-03-23,-4.8443000000000005
2017-03-24,-0.9091
2017-03-27,1.5291000000000001
2017-03-28,0.3012
2017-03-29,2.9429
2017-03-30,0.0583
2017-03-31,-0.5248
2017-04-03,1.8757000000000001
2017-04-04,1.2658
2017-04-05,0.5682
2017-04-06,1.7513999999999998
2017-04-07,-0.0555
2017-04-10,0.5556
2017-04-11,0.1657
2017-04-12,0.1103
2017-04-13,0.551
2017-04-17,0.8219
2017-04-18,-1.6848
2017-04-19,0.8845
2017-04-20,-1.3151
2017-04-21,2.3876
