ticker,MUSS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-02-07,0.0
2014-02-10,-43.0
2014-02-12,-3.5088
2014-02-13,0.0
2014-02-14,18.1818
2014-02-18,3.0769
2014-02-19,0.0
2014-02-20,0.0
2014-02-24,0.0
2014-02-26,-17.9104
2014-02-27,0.0
2014-02-28,-54.5455
2014-03-03,100.0
2014-03-07,-48.0
2014-03-11,0.0
2014-03-14,15.3846
2014-03-19,16.6667
2014-03-21,-40.0
2014-03-24,33.3333
2014-03-26,75.0
2014-03-27,-48.9796
2014-03-31,20.0
2014-04-01,-10.0
2014-04-11,-3.7037
2014-04-24,-23.0769
2014-05-06,50.0
2014-05-20,63.0
2014-05-21,-57.0552
2014-05-30,0.0
2014-06-11,0.0
2014-06-13,0.0
2014-06-27,-19.0476
2014-07-08,23.5294
2014-07-28,0.0
2014-08-20,0.0
2014-10-09,0.0
2014-10-23,0.0
2014-11-20,66.6667
2014-11-25,-40.0
2014-12-01,0.0
2014-12-22,18.0952
2015-01-13,0.8065
2015-01-22,-8.0
2015-01-29,0.0
2015-02-24,0.0
2015-02-25,0.0
2015-03-05,0.0
2015-03-06,0.0
2015-03-26,0.0
2015-04-13,0.0
2015-04-15,-13.0435
2015-04-22,0.0
2015-04-24,0.0
2015-05-08,25.0
2015-05-11,-20.0
2015-06-01,0.0
2015-06-02,25.0
2015-06-11,-20.0
2015-07-20,0.0
2015-08-04,5.0
2015-08-24,0.0
2015-09-11,0.0
2015-09-18,-23.8095
2015-09-24,0.0
2015-10-02,0.0
2015-10-07,218.75
2015-12-23,-60.7843
2015-12-29,0.0
2015-12-30,0.0
2016-01-13,0.0
2016-01-14,0.0
2016-01-28,0.0
2016-03-07,0.0
2016-03-17,0.0
2016-03-28,0.0
2016-04-04,0.0
2016-06-01,0.0
2016-06-20,7.5
2016-08-10,-6.9767
2016-08-12,0.0
2016-11-08,0.0
2016-12-09,17.25
2016-12-30,-14.7122
2017-01-11,0.0
2017-03-07,-25.0
2017-03-23,-13.3333
2017-03-27,0.0
2017-03-30,0.0
2017-04-03,0.0
2017-04-10,0.0
2017-06-09,592.3077
2017-06-12,-33.3333
2017-06-13,20.0
2017-06-14,-2.7778
2017-06-15,-14.2857
2017-06-16,-50.0
2017-06-19,3.3333
2017-06-20,0.0
2017-06-21,-24.1935
2017-06-22,19.1489
2017-06-23,22.1786
2017-06-28,-18.1526
2017-06-29,0.0
2017-06-30,0.0
2017-07-03,5.75
2017-07-10,-5.4374
2017-07-12,-19.6429
2017-07-14,-2.5556
2017-07-17,-8.7799
2017-07-18,0.0
2017-07-19,-25.0
2017-07-20,3.3333
2017-07-25,-3.2258
2017-07-31,0.0
2017-08-01,0.0
2017-08-02,0.0
2017-08-04,0.0
2017-08-07,0.0
2017-08-09,-33.3333
2017-08-11,30.0
2017-08-14,-15.3846
2017-08-30,0.0
2017-09-07,36.3636
2017-09-29,-26.6667
2017-10-05,-9.0909
2017-10-10,0.0
2017-10-19,0.0
2017-10-20,0.0
2017-10-25,10.0
2017-10-30,-9.0909
2017-11-16,23.0
2017-11-28,-18.6992
2018-01-05,0.0
2018-01-11,0.0
2018-01-16,100.0
2018-01-19,-50.0
2018-01-25,-90.0
2018-01-26,100.0
2018-02-23,440.0
2018-02-26,38.8889
2018-03-01,-0.0667
2018-03-14,-33.2889
2018-03-27,0.0
2018-04-12,50.0
2018-04-23,0.0
2018-05-07,1.3333
2018-05-15,-1.3158
2018-05-22,66.6667
2018-05-23,0.0
2018-06-11,-39.6
2018-07-05,3.3113
2018-07-13,-3.2051
2018-08-07,0.0
2018-08-10,0.0
2018-08-20,-0.6623
2018-08-27,100.0
2018-09-05,-50.0
2018-09-13,3.6667
2018-09-25,-3.537
2018-09-26,33.3333
2018-10-19,-25.0
2018-10-24,0.0
2018-11-09,10.0
2018-11-29,21.2121
2018-11-30,-25.0
2018-12-07,33.3333
2018-12-14,0.0
2018-12-19,-24.75
2019-01-02,59.4684
2019-01-03,4.1667
2019-01-16,-40.0
2019-01-22,6.6667
2019-01-23,-6.25
2019-02-12,20.0
2019-02-15,-12.5
2019-03-15,39.6825
2019-03-29,-9.0909
2019-05-07,-50.0
2019-07-11,-80.0
2019-08-20,900.0
2019-09-17,-75.0
2019-09-27,900.0
2019-10-01,-89.0
2019-10-03,354.5455
2019-10-04,-10.4
2019-10-21,-76.9196
2019-10-22,383.559
2019-11-07,-55.0
2019-11-13,42.2222
2019-12-10,-21.875
2019-12-23,-18.4
2019-12-27,0.0
2020-02-24,22.549
2020-02-27,0.0
2020-04-30,112.4
2020-05-04,58.1921
2020-05-13,-4.7619
2020-05-18,-72.0
2020-05-20,2.6786
2020-06-04,0.0
2020-06-18,465.2174
2020-06-19,-32.3077
2020-06-22,-27.2727
2020-06-24,0.0
2020-07-01,71.875
2020-07-09,-44.7273
2020-07-13,64.4737
2020-07-24,-40.0
