ticker,AMCT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-09-08,4950.0
2016-09-14,-66.3366
2016-09-20,-82.3529
2016-09-21,233.3333
2016-10-03,-45.0
2016-10-04,127.3864
2016-10-07,-60.02
2016-10-12,5.0
2016-10-19,32.9762
2016-11-09,43.2408
2016-11-10,-2.3125
2016-11-14,161.0365
2016-11-15,-50.9804
2016-11-30,-6.0
2016-12-01,118.0851
2016-12-05,-21.9512
2016-12-06,7.7812
2016-12-07,-31.4584
2016-12-08,31.9797
2016-12-09,7.6923
2016-12-12,4.7619
2016-12-13,4.5455
2016-12-14,-1.7391
2016-12-19,10.6195
2016-12-20,2.0
2016-12-21,0.0
2016-12-28,7.8431
2016-12-30,0.0
2017-01-03,9.0909
2017-01-04,0.0
2017-01-17,-8.3542
2017-01-18,-12.7074
2017-01-19,4.1667
2017-01-20,2.0
2017-01-23,7.8431
2017-01-24,20.0
2017-01-25,9.0909
2017-01-26,4.1667
2017-01-27,13.3333
2017-01-30,17.647100000000002
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,5.0
2017-02-06,-9.5238
2017-02-07,-10.526299999999999
2017-02-08,5.8824
2017-02-09,0.0
2017-02-22,-55.5556
2017-03-01,-81.5
2017-03-02,548.6486
2017-03-06,-57.4219
2017-03-07,95.7187
2017-03-08,17.5
2017-03-10,-78.7234
2017-03-13,0.0
2017-03-16,150.0
2017-03-20,23.15
2017-03-22,13.6825
2017-04-06,-54.2857
2017-04-12,0.0
2017-04-20,118.75
2017-04-21,85.7143
2017-04-27,-23.0769
2017-04-28,-10.0
2017-05-16,-15.5556
2017-05-17,3.9474
2017-05-25,-46.8354
2017-05-26,45.2381
2017-05-30,0.0
2017-05-31,-6.5574
2017-06-01,7.0175
2017-06-02,-7.1721
2017-06-07,2.4283
2017-06-09,-20.6897
2017-06-22,0.0
2017-06-27,26.087
2017-06-28,-23.7931
2017-06-29,31.2217
2017-07-05,-12.069
2017-07-12,17.647100000000002
2017-08-07,0.0
2017-08-09,4.7433
2017-08-10,6.5143
2017-08-17,-25.3062
2017-08-18,0.0
2017-08-23,4.0
2017-08-24,15.3846
2017-08-28,-16.6667
2017-08-30,49.28
2017-09-08,-19.6141
2017-09-21,-6.6667
2017-09-25,22.0
2017-09-26,-12.178
2017-09-27,20.0
2017-09-28,122.2222
2017-09-29,-34.2
2017-10-02,13.9818
2017-10-04,8.3333
2017-10-05,-38.4615
2017-10-06,-11.125
2017-10-09,6.8917
