ticker,DFTC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-10-06,-11.9048
2006-10-09,-1.0811
2006-10-10,-7.1038
2006-10-11,-11.7647
2006-10-12,20.0
2006-10-13,5.5556
2006-10-16,5.2632
2006-10-17,-5.0
2006-10-18,0.0
2006-10-19,2.6316
2006-10-20,0.0
2006-10-23,0.0
2006-10-24,2.5641
2006-10-25,2.5
2006-10-26,2.439
2006-10-27,2.3810000000000002
2006-10-30,1.8605
2006-10-31,5.0228
2006-11-01,2.1739
2006-11-02,2.1277
2006-11-03,4.1667
2006-11-06,0.0
2006-11-07,0.0
2006-11-08,0.0
2006-11-09,0.4
2006-11-10,3.5857
2006-11-13,-3.8462
2006-11-14,2.0
2006-11-15,-5.8824
2006-11-16,2.0833
2006-11-17,2.0408
2006-11-20,0.0
2006-11-21,2.0
2006-11-22,3.5294
2006-11-27,-5.303
2006-11-28,6.0
2006-11-29,0.0
2006-11-30,-1.1320999999999999
2006-12-01,-0.7634
2006-12-04,-11.538499999999999
2006-12-05,2.1739
2006-12-06,1.7021
2006-12-07,0.4184
2006-12-08,-4.1667
2006-12-11,-4.3478
2006-12-12,0.0
2006-12-13,-2.2727
2006-12-14,0.0
2006-12-15,-2.3256
2006-12-18,0.9524
2006-12-19,-0.9434
2006-12-20,2.3810000000000002
2006-12-21,0.0
2006-12-22,0.0
2006-12-26,0.0
2006-12-27,0.0
2006-12-28,-0.4651
2006-12-29,0.0
2007-01-03,-2.5701
2007-01-04,5.5156
2007-01-05,0.4545
2007-01-08,-1.81
2007-01-09,-3.2258
2007-01-10,-2.3810000000000002
2007-01-11,0.0
2007-01-12,0.4878
2007-01-16,-5.3398
2007-01-17,3.5897
2007-01-18,3.9604
2007-01-19,-16.6667
2007-01-22,17.1429
2007-01-23,2.439
2007-01-24,0.0
2007-01-25,-0.9524
2007-01-26,0.9615
2007-01-29,0.0
2007-01-30,2.3810000000000002
2007-01-31,-2.3256
2007-02-01,0.4762
2007-02-02,-0.4739
2007-02-05,-4.7619
2007-02-06,0.0
2007-02-07,0.5
2007-02-08,-0.4975
2007-02-09,5.0
2007-02-12,-2.3810000000000002
2007-02-13,-2.439
2007-02-14,0.0
2007-02-15,0.0
2007-02-16,0.0
2007-02-20,0.0
2007-02-21,-3.0
2007-02-22,3.0928
2007-02-23,0.0
2007-02-26,-2.5
2007-02-27,-5.1282
2007-02-28,8.1081
2007-03-01,-12.5
2007-03-02,11.4286
2007-03-05,-10.2564
2007-03-06,5.7143
