ticker,DMFG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,2.8302
2000-01-18,-5.5046
2000-02-04,-0.9709
2000-02-14,0.2451
2000-05-10,6.5207
2000-05-23,-12.1495
2000-05-24,1.0638
2000-05-30,5.2632
2000-05-31,-6.0
2000-06-29,8.4599
2000-10-03,-2.2403
2001-02-06,2.7215
2001-02-26,0.0
2001-04-10,-0.4764
2001-04-11,-6.383
2001-04-27,11.3636
2001-07-03,-13.4021
2001-07-05,-4.7619
2001-08-16,-8.0
2001-08-20,14.1304
2001-09-04,-15.4762
2001-09-17,-0.5682
2001-09-21,0.0
2001-11-12,-13.857099999999999
2001-11-26,-9.6186
2001-12-28,10.2804
2002-01-03,0.0
2002-01-07,0.0
2002-01-15,2.5423999999999998
2002-02-26,4.9587
2002-03-19,1.7488000000000001
2002-04-18,3.125
2002-06-04,3.0303
2002-06-07,2.9412000000000003
2002-07-03,3.7464
2002-07-26,0.0
2002-08-23,-2.2222
2002-08-27,0.0
2002-08-28,0.8523
2002-10-08,3.8407
2002-10-31,-1.3699
2002-12-09,2.7778
2003-01-07,-0.6849
2003-02-20,0.6897
2003-03-05,1.3699
2003-03-18,-0.4093
2003-04-03,1.3699
2003-04-08,-1.3514
2003-04-28,-0.6849
2003-05-06,-11.7241
2003-05-08,1.5625
2003-05-27,7.6923
2003-06-02,-5.7143
2003-06-16,6.1256
2003-07-08,3.8961
2003-07-14,-5.5556
2003-07-31,0.0
2003-09-12,1.0401
2003-09-22,0.0
2003-09-23,1.4706000000000001
2003-09-24,-4.3478
2003-09-26,3.0303
2003-10-16,-1.4706000000000001
2004-05-10,8.3591
2004-06-30,0.0
2004-07-02,0.0
2004-07-21,-3.0303
2004-08-23,1.9344999999999999
2004-09-21,3.2448
2004-09-22,0.0
2004-09-23,0.7143
2004-11-02,-2.1277
2004-11-15,2.8986
2005-03-17,3.5503
2005-04-13,1.4285999999999999
2005-05-20,4.2254
2005-05-23,0.0
2005-05-24,0.0
2005-05-25,2.7027
2005-05-27,-1.3158
2005-05-31,0.9333
2005-06-17,-0.7926
2005-06-28,-0.1332
2005-06-30,0.0
2005-07-07,1.3333
2005-08-01,-1.7264
2005-08-03,2.7027
2005-08-12,0.0
2005-08-23,-1.3158
2005-09-06,-6.6667
2005-09-07,5.7143
2005-09-09,0.6757
2005-10-17,2.3035
2005-11-22,1.3245
2005-11-28,1.3072
2005-12-05,-1.2903
2005-12-07,1.3072
2006-03-15,-2.439
