ticker,AGLE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-04-07,-2.3
2016-04-08,22.7226
2016-04-11,-13.0942
2016-04-12,-7.3896
2016-04-13,4.3523
2016-04-14,-3.0785
2016-04-15,2.0492
2016-04-18,-2.51
2016-04-19,-12.5644
2016-04-20,0.5889
2016-04-21,0.5855
2016-04-22,6.9849
2016-04-25,5.5495
2016-04-26,1.9588
2016-04-27,-3.7412
2016-04-28,-3.4664
2016-04-29,-4.679
2016-05-02,11.4155
2016-05-03,-3.6885
2016-05-04,-3.1915
2016-05-05,-5.3297
2016-05-06,1.1027
2016-05-09,1.1481
2016-05-10,-0.454
2016-05-11,-7.1266
2016-05-12,-8.4101
2016-05-13,-3.8874
2016-05-16,0.8368
2016-05-17,0.6916
2016-05-18,1.7856999999999998
2016-05-19,-0.6748
2016-05-20,1.3587
2016-05-23,-2.0107
2016-05-24,0.684
2016-05-25,0.2717
2016-05-26,0.9485
2016-05-27,-2.8188
2016-05-31,3.5911999999999997
2016-06-01,-1.6
2016-06-02,4.065
2016-06-03,-1.0417
2016-06-06,-0.1316
2016-06-07,-3.1621
2016-06-08,-1.2245
2016-06-09,-0.1377
2016-06-10,-13.3793
2016-06-13,-1.7516
2016-06-14,-4.5381
2016-06-15,-8.9983
2016-06-16,-2.9851
2016-06-17,-14.2308
2016-06-20,0.2242
2016-06-21,-2.4609
2016-06-22,2.1789
2016-06-23,7.7440999999999995
2016-06-24,11.6667
2016-06-27,1.6791
2016-06-28,0.0
2016-06-29,-4.0367
2016-06-30,-7.0746
2016-07-01,-0.2058
2016-07-05,-5.567
2016-07-06,-0.4367
2016-07-07,-13.1579
2016-07-08,6.3131
2016-07-11,-2.1378
2016-07-12,1.9417
2016-07-13,13.0952
2016-07-14,-2.1053
2016-07-15,-2.7957
2016-07-18,-0.885
2016-07-19,3.5714
2016-07-20,-1.5086
2016-07-21,-0.6565
2016-07-22,2.4229
2016-07-25,-3.0108
2016-07-26,4.2129
2016-07-27,0.0
2016-07-28,2.3404
2016-07-29,-0.2053
2016-08-01,-0.6276
2016-08-02,-3.9832
2016-08-03,0.8734
2016-08-04,3.6797
2016-08-05,-2.0877
2016-08-08,-1.919
2016-08-09,3.0435
2016-08-10,-2.9615
2016-08-11,-0.2093
2016-08-12,0.2206
2016-08-15,1.9538
2016-08-16,10.8742
2016-08-17,13.461500000000001
2016-08-18,-0.339
2016-08-19,-12.2449
2016-08-22,9.3023
2016-08-23,-1.2411
2016-08-24,3.9497
