ticker,FBK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-09-16,9.2105
2016-09-19,-1.1084
2016-09-20,-0.0975
2016-09-21,1.2195
2016-09-22,0.0
2016-09-23,0.2892
2016-09-26,-1.4897
2016-09-27,0.0488
2016-09-28,-0.5363
2016-09-29,-0.3922
2016-09-30,-0.689
2016-10-03,-1.7344
2016-10-04,5.5976
2016-10-05,4.3457
2016-10-06,0.4577
2016-10-07,-0.0911
2016-10-10,0.0912
2016-10-11,-0.1822
2016-10-12,-1.5518
2016-10-13,-1.4835
2016-10-14,1.4118
2016-10-17,-1.8561
2016-10-18,0.0946
2016-10-19,-0.6141
2016-10-20,1.5209000000000001
2016-10-21,-0.515
2016-10-24,0.7529
2016-10-25,1.588
2016-10-26,0.3218
2016-10-27,-0.8249
2016-10-28,-3.8817
2016-10-31,0.2404
2016-11-01,1.0072
2016-11-02,-0.0475
2016-11-03,2.0428
2016-11-04,-0.2328
2016-11-07,0.0
2016-11-08,-2.7531
2016-11-09,1.6315
2016-11-10,6.3739
2016-11-11,-1.2428
2016-11-14,0.3596
2016-11-15,1.433
2016-11-16,0.4415
2016-11-17,2.9451
2016-11-18,-0.7259
2016-11-21,-0.5591
2016-11-22,-3.6765
2016-11-23,5.0741
2016-11-25,-0.3419
2016-11-28,0.2144
2016-11-29,0.6846
2016-11-30,0.7225
2016-12-01,-1.1814
2016-12-02,1.8359999999999999
2016-12-05,-0.0839
2016-12-06,-0.2098
2016-12-07,0.4626
2016-12-08,-1.7999
2016-12-09,2.1739
2016-12-12,2.6283
2016-12-13,-2.3171
2016-12-14,-1.7478
2016-12-15,4.7014
2016-12-16,0.6472
2016-12-19,3.3762
2016-12-20,0.3499
2016-12-21,0.0387
2016-12-22,-1.0457
2016-12-23,1.0176
2016-12-27,0.8524
2016-12-28,1.1141
2016-12-29,0.304
2016-12-30,-1.7045
2017-01-03,0.4239
2017-01-04,2.878
2017-01-05,0.3357
2017-01-06,0.4833
2017-01-09,-2.6267
2017-01-10,1.5957
2017-01-11,3.4031000000000002
2017-01-12,-2.5678
2017-01-13,-0.8909
2017-01-17,-0.4494
2017-01-18,1.994
2017-01-19,-1.8075
2017-01-20,-0.4508
2017-01-23,-1.6604
2017-01-24,-1.6884000000000001
2017-01-25,-1.6002999999999998
2017-01-26,-0.8727
2017-01-27,2.8011
2017-01-30,-3.1919
2017-01-31,2.3723
2017-02-01,-0.2357
2017-02-02,-1.8898000000000001
2017-02-03,0.9631
2017-02-06,-0.9539
