ticker,EXSR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.6496
2000-01-04,5.1136
2000-01-11,0.0
2000-01-12,0.9009
2000-01-14,-0.8929
2000-01-19,-0.5405
2000-01-20,-5.7971
2000-01-21,3.0769
2000-01-26,-2.9851
2000-01-28,3.0769
2000-01-31,-3.7313
2000-02-02,0.0
2000-02-04,-0.7752
2000-02-07,1.9531
2000-02-09,-1.1494
2000-02-11,2.3256
2000-02-16,0.0
2000-02-17,-7.5758
2000-02-18,0.0
2000-02-24,4.918
2000-02-29,1.5625
2000-03-01,0.3846
2000-03-02,1.1673
2000-03-03,0.0
2000-03-08,0.3846
2000-03-09,-3.4483
2000-03-13,0.0
2000-03-14,3.1746
2000-03-15,2.3077
2000-03-17,0.0
2000-03-23,-1.1278
2000-03-27,0.0
2000-03-28,-1.9011
2000-03-29,0.7752
2000-03-30,1.5385
2000-03-31,-1.5152
2000-04-03,1.9231
2000-04-07,-1.5093999999999999
2000-04-10,-1.9157
2000-04-11,0.0
2000-04-12,1.9531
2000-04-14,-1.9157
2000-04-17,0.0
2000-04-18,3.5156
2000-04-19,-1.1320999999999999
2000-04-24,-2.2901
2000-04-28,0.0
2000-05-03,0.5859
2000-05-04,1.7476
2000-05-08,-1.7176
2000-05-18,2.9126
2000-05-19,0.0
2000-05-22,2.6414999999999997
2000-05-23,0.3676
2000-05-30,-1.6484
2000-06-01,1.3233
2000-06-02,1.8657
2000-06-06,-1.8315000000000001
2000-06-08,0.0
2000-06-12,1.8657
2000-06-13,-1.8315000000000001
2000-06-14,2.2388
2000-06-16,0.0
2000-06-20,-2.1898
2000-06-27,2.2388
2000-07-05,-2.1898
2000-07-06,0.0
2000-07-10,2.9851
2000-07-11,-0.7246
2000-07-14,-2.1898
2000-07-17,1.4925
2000-07-18,0.0
2000-07-19,-1.4706000000000001
2000-07-20,-0.9328
2000-07-25,0.9416
2000-07-27,0.0
2000-07-28,-1.3993
2000-08-03,2.9328
2000-08-04,-3.6765
2000-08-10,0.7634
2000-08-11,-1.5152
2000-08-14,-1.9231
2000-08-15,-0.3922
2000-08-16,-2.3622
2000-08-17,3.2258
2000-08-18,1.5625
2000-08-21,-1.5385
2000-08-22,1.5625
2000-08-24,-3.0769
2000-08-25,4.1667
2000-08-28,5.1429
2000-08-31,-4.3478
2000-09-01,0.7576
2000-09-11,3.8167999999999997
2000-09-14,-2.9412000000000003
2000-09-26,-0.7576
2000-10-04,0.0
2000-10-05,0.7634
