ticker,LTHM US Equity
2019-03-06,-1.2859
2019-03-07,-7.2797
2019-03-08,5.5372
2019-03-11,2.3493
2019-03-12,-3.749
2019-03-13,0.6359
2019-03-14,-4.5024
2019-03-15,4.1356
2019-03-18,2.5417
2019-03-19,1.3942999999999999
2019-03-20,-3.2086
2019-03-21,4.8934
2019-03-22,-2.784
2019-03-25,-1.6254
2019-03-26,-2.439
2019-03-27,-0.6452
2019-03-28,-0.4058
2019-03-29,0.0815
2019-04-01,-0.2443
2019-04-02,-1.9592
2019-04-03,0.0833
2019-04-04,0.7488
2019-04-05,-0.1652
2019-04-08,5.8726
2019-04-09,-2.3438
2019-04-10,0.56
2019-04-11,-2.7049
2019-04-12,1.063
2019-04-15,-1.2945
2019-04-16,-0.3279
2019-04-17,-1.3158
2019-04-18,0.4167
2019-04-22,0.6639
2019-04-23,-4.4518
2019-04-24,-6.5574
2019-04-25,-3.7858
2019-04-26,4.2226
2019-04-29,-0.0921
2019-04-30,-0.6452
2019-05-01,-1.4842
2019-05-02,1.9774
2019-05-03,4.2475
2019-05-06,-2.7458
2019-05-07,-2.2769
2019-05-08,-15.8434
2019-05-09,-6.866
2019-05-10,-4.1617
2019-05-13,-5.5831
2019-05-14,1.1827
2019-05-15,1.1688
2019-05-16,-0.2567
2019-05-17,-5.2767
2019-05-20,-2.3098
2019-05-21,0.9736
2019-05-22,-3.9945
2019-05-23,-1.0043
2019-05-24,0.0
2019-05-28,-4.058
2019-05-29,-2.719
2019-05-30,-0.7764
2019-05-31,-1.0955
2019-06-03,5.2215
2019-06-04,4.3609
2019-06-05,-3.7464
2019-06-06,-1.6467
2019-06-07,1.8265
2019-06-10,2.0927
2019-06-11,6.2958
2019-06-12,-6.4738
2019-06-13,6.7747
2019-06-14,-8.0
2019-06-17,6.7466
2019-06-18,-1.5449000000000002
2019-06-19,1.1412
2019-06-20,-3.6671
2019-06-21,2.0498
2019-06-24,-2.439
2019-06-25,1.1764999999999999
2019-06-26,0.2907
2019-06-27,2.1739
2019-06-28,-1.8439999999999999
2019-07-01,0.4335
2019-07-02,2.7338
2019-07-03,1.5406
2019-07-05,-0.4138
2019-07-08,-4.1551
2019-07-09,-1.5896
2019-07-10,-0.2937
2019-07-11,1.4727999999999999
2019-07-12,1.7417
2019-07-15,1.8545
2019-07-16,-0.5602
2019-07-17,-1.831
2019-07-18,-1.1478
2019-07-19,1.4514
2019-07-22,-0.8584
2019-07-23,-1.1544
2019-07-24,0.5839
2019-07-25,-3.193
2019-07-26,0.4498
2019-07-29,-4.9254
2019-07-30,3.9246
2019-07-31,-2.719
2019-08-01,-3.4161
2019-08-02,-4.0193
2019-08-05,-3.3501
2019-08-06,-2.253
2019-08-07,19.8582
2019-08-08,11.9822
2019-08-09,0.1321
2019-08-12,-10.686
2019-08-13,-3.8405
2019-08-14,-2.6114
2019-08-15,3.3123
2019-08-16,0.3053
2019-08-19,3.1963
2019-08-20,0.295
2019-08-21,-0.7353
2019-08-22,-5.9259
2019-08-23,-4.4094
2019-08-26,0.4942
2019-08-27,-6.5574
2019-08-28,4.5614
2019-08-29,0.0
2019-08-30,3.1879
2019-09-03,-2.9268
2019-09-04,2.1776
2019-09-05,2.7869
2019-09-06,1.4354
2019-09-09,6.4465
2019-09-10,1.034
2019-09-11,2.924
2019-09-12,5.1136
2019-09-13,3.5135
2019-09-16,-0.9138
2019-09-17,-3.0303
2019-09-18,-3.2609
2019-09-19,1.5449000000000002
2019-09-20,0.6916
2019-09-23,0.1374
2019-09-24,-6.9959
2019-09-25,2.5074
2019-09-26,-5.3237
2019-09-27,0.6079
2019-09-30,1.0574
2019-10-01,-0.5979
2019-10-02,2.7068
2019-10-03,2.0498
2019-10-04,-5.3085
2019-10-07,3.4848
2019-10-08,-3.8067
2019-10-09,-1.8265
2019-10-10,2.0155
2019-10-11,5.4711
2019-10-14,0.1441
2019-10-15,-0.7194
2019-10-16,-0.2899
2019-10-17,1.1628
2019-10-18,-0.431
2019-10-21,1.7316
2019-10-22,0.7092
2019-10-23,-1.4085
2019-10-24,0.1429
2019-10-25,-0.9986
2019-10-28,0.2882
2019-10-29,-2.7298999999999998
2019-10-30,2.0679
2019-10-31,-0.7236
2019-11-01,7.1429
2019-11-04,5.4422
2019-11-05,-2.1935000000000002
2019-11-06,0.5277
2019-11-07,6.8241
2019-11-08,-0.6143
2019-11-11,0.0
2019-11-12,-3.0902
2019-11-13,-4.0816
2019-11-14,3.0585
2019-11-15,4.2581
2019-11-18,-3.0941
2019-11-19,-2.682
2019-11-20,-3.4121
2019-11-21,-0.1359
2019-11-22,2.8571
2019-11-25,5.9524
2019-11-26,-0.6242
2019-11-27,-1.2563
2019-11-29,-0.7634
2019-12-02,-1.0256
2019-12-03,-2.2021
2019-12-04,1.7219
2019-12-05,2.9948
2019-12-06,1.7699
2019-12-09,0.7453
2019-12-10,3.6991
2019-12-11,2.2592
2019-12-12,4.0698
2019-12-13,-2.0112
2019-12-16,-5.2452
2019-12-17,3.6101
2019-12-18,1.2776
2019-12-19,1.0321
2019-12-20,-2.0431
2019-12-23,0.4635
2019-12-24,0.8074
2019-12-26,0.3432
2019-12-27,-1.2543
2019-12-30,-1.2702
2019-12-31,0.0
2020-01-02,0.9357
2020-01-03,-4.4032
2020-01-06,2.0606
2020-01-07,2.9691
2020-01-08,-11.3033
2020-01-09,0.0
2020-01-10,0.13
2020-01-13,4.026
2020-01-14,4.8689
2020-01-15,4.1667
2020-01-16,1.0286
2020-01-17,0.5656
2020-01-21,-1.0124
2020-01-22,0.0
2020-01-23,4.7727
2020-01-24,-1.1931
2020-01-27,-3.2931
2020-01-28,2.0431
2020-01-29,0.2225
2020-01-30,2.6637
2020-01-31,1.7297
2020-02-03,1.169
2020-02-04,17.647100000000002
2020-02-05,-1.25
2020-02-06,-5.0633
2020-02-07,-6.0952
2020-02-10,-0.1014
2020-02-11,1.5228000000000002
2020-02-12,6.1
2020-02-13,5.4665
2020-02-14,2.681
2020-02-18,-3.0461
2020-02-19,2.5135
2020-02-20,3.8529
2020-02-21,-15.1771
2020-02-24,-6.8588000000000005
2020-02-25,1.8143
2020-02-26,1.9916
2020-02-27,-6.4748
2020-02-28,-1.8681
2020-03-02,2.6875999999999998
2020-03-03,-4.6892
2020-03-04,2.6316
2020-03-05,-1.1148
2020-03-06,-2.9312
2020-03-09,-8.2462
2020-03-10,0.0
2020-03-11,-5.443
2020-03-12,-18.0723
2020-03-13,3.9215999999999998
2020-03-16,-14.1509
2020-03-17,13.37
2020-03-18,-6.7851
2020-03-19,-4.8527000000000005
2020-03-20,-9.8361
2020-03-23,-15.3535
2020-03-24,14.0811
2020-03-25,12.9707
2020-03-26,8.3333
2020-03-27,-9.4017
2020-03-30,-1.3208
2020-03-31,0.3824
2020-04-01,-7.0476
2020-04-02,-5.7377
2020-04-03,2.8261
2020-04-06,9.0909
2020-04-07,1.1628
2020-04-08,9.1954
2020-04-09,7.8947
2020-04-13,-0.9756
2020-04-14,1.4778
2020-04-15,-5.178
2020-04-16,-0.3413
2020-04-17,1.7123
2020-04-20,-6.0606
2020-04-21,-1.7921
2020-04-22,4.0146
2020-04-23,-5.614
2020-04-24,3.9032999999999998
2020-04-27,6.0823
2020-04-28,0.5059
2020-04-29,5.8725000000000005
2020-04-30,-1.7433
2020-05-01,-7.4193999999999996
2020-05-04,0.1742
2020-05-05,2.6087
2020-05-06,-1.3559
2020-05-07,7.5601
2020-05-08,7.6677
2020-05-11,-2.819
2020-05-12,-15.5725
2020-05-13,-8.6799
2020-05-14,1.5842
2020-05-15,2.924
2020-05-18,6.25
2020-05-19,2.6738
2020-05-20,1.0417
2020-05-21,4.6392
2020-05-22,0.6568
2020-05-26,8.1566
2020-05-27,6.4857
2020-05-28,-5.0992
2020-05-29,0.597
2020-06-01,0.4451
2020-06-02,0.4431
2020-06-03,10.8824
2020-06-04,5.5703
2020-06-05,4.5226
2020-06-08,5.0481
2020-06-09,-5.492
2020-06-10,2.0581
2020-06-11,-16.8446
2020-06-12,9.8431
2020-06-15,-8.5714
2020-06-16,12.358
2020-06-17,-1.6435
2020-06-18,0.2571
2020-06-19,-1.6667
2020-06-22,-15.6454
2020-06-23,-8.0371
2020-06-24,4.3697
2020-06-25,-4.5089
2020-06-26,-3.204
2020-06-29,4.5296
2020-06-30,2.6667
2020-07-01,-3.7338
2020-07-02,3.7099
2020-07-06,5.2033
2020-07-07,-8.0371
2020-07-08,4.8739
2020-07-09,-3.3654
2020-07-10,3.1509
2020-07-13,-0.6431
2020-07-14,2.2654
2020-07-15,4.1139
2020-07-16,-1.9757
2020-07-17,4.9612
2020-07-20,0.5908
2020-07-21,1.7621
2020-07-22,-2.886
2020-07-23,4.6062
2020-07-24,-3.5511
2020-07-27,-1.7673
2020-07-28,-1.4993
2020-07-29,1.2177
2020-07-30,-2.8571
2020-07-31,-2.9412000000000003
