ticker,ABMT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-05-04,5900.0
2009-12-11,1.6667
2009-12-16,0.0
2009-12-18,6.5574
2009-12-22,-6.1538
2009-12-23,1.6393
2010-01-15,0.0
2010-01-22,-3.2258
2010-01-29,0.0
2010-02-05,-90.0
2010-02-08,900.0
2010-02-22,-66.3333
2010-02-24,2.9703
2010-03-08,164.4231
2010-03-15,-63.6364
2010-03-16,5.0
2010-03-17,0.0
2010-03-24,138.0952
2010-03-25,-60.4
2010-03-31,-9.0909
2010-04-09,-77.7778
2010-04-29,400.0
2010-08-04,0.0
2010-08-11,0.0
2010-08-12,0.0
2010-08-16,0.0
2010-08-23,-1.0
2010-08-24,1.0101
2010-08-25,0.0
2010-08-26,0.0
2010-09-23,-94.0
2010-10-14,733.3333
2010-10-27,0.0
2010-10-28,0.0
2010-11-02,0.0
2010-11-03,0.0
2010-11-08,0.0
2010-12-13,0.0
2010-12-31,0.0
2011-01-04,10.0
2011-01-14,18.1818
2011-01-18,0.0
2011-01-19,0.0
2011-03-23,0.0
2011-03-24,4.6154
2011-03-25,0.0
2011-03-29,2.9412000000000003
2011-03-30,-7.1429
2011-03-31,7.6923
2011-04-01,0.0
2011-04-04,0.0
2011-04-05,0.0
2011-04-08,0.0
2011-04-12,14.2857
2011-04-13,0.0
2011-04-18,6.25
2011-04-19,10.5882
2011-04-20,1.0638
2011-04-27,9.473700000000001
2011-04-28,-0.9615
2011-04-29,-4.8544
2011-05-12,3.0612
2011-05-24,2.9703
2011-05-31,0.9615
2011-06-06,0.0
2011-06-16,0.0
2011-06-21,4.7619
2011-06-22,0.0
2011-06-23,9.0909
2011-06-24,16.6667
2011-06-27,0.0
2011-06-28,0.0
2011-07-01,0.0
2011-07-05,0.0
2011-07-06,0.0
2011-07-07,3.5714
2011-07-08,0.0
2011-07-11,0.0
2011-07-12,13.7931
2011-07-13,0.0
2011-07-14,0.0
2011-07-15,6.0606
2011-07-18,9.7143
2011-07-19,4.1667
2011-07-20,50.0
2011-07-21,-24.3333
2011-07-22,4.4053
2011-07-25,0.0
2011-07-26,3.3755
2011-07-27,-28.9796
2011-07-28,32.1839
2011-08-01,2.1739
2011-08-02,2.1277
2011-08-03,0.0
2011-08-04,0.0
2011-08-08,-4.5833
2011-08-09,-3.9301
2011-08-12,6.8182
2011-08-15,0.0
2011-08-16,-6.383
2011-08-18,0.4545
2011-08-25,1.81
2011-08-30,0.0
2011-09-02,0.0
2011-09-08,0.0
