ticker,ABMT US Equity
2011-09-09,8.8889
2011-09-12,-10.2041
2011-09-13,-41.8182
2011-10-03,0.0
2011-10-04,-60.1563
2011-10-05,0.0
2011-10-06,-50.9804
2011-10-11,-20.0
2011-10-12,0.0
2011-10-20,0.0
2011-11-07,275.0
2011-12-07,-73.3333
2011-12-13,525.0
2011-12-30,-84.0
2012-02-07,550.0
2012-02-08,-3.8462
2012-02-09,-19.2
2012-02-13,96.0396
2012-02-15,-74.2424
2012-02-21,0.0
2012-02-23,76.4706
2012-02-24,-32.2222
2012-02-27,103.2787
2012-02-28,-43.5484
2012-03-02,-14.2857
2012-03-05,66.6667
2012-03-08,24.0
2012-03-12,0.8065
2012-03-13,0.0
2012-03-14,0.0
2012-03-23,58.4
2012-03-26,-39.3939
2012-03-27,0.8333
2012-03-29,25.6198
2012-04-02,64.4737
2012-04-03,0.0
2012-04-05,-20.0
2012-04-10,0.0
2012-04-18,16.5
2012-04-19,-12.0172
2012-04-20,26.8293
2012-04-24,0.0
2012-04-26,0.0
2012-04-27,-22.6923
2012-04-30,-0.995
2012-05-02,-9.5477
2012-05-03,0.0
2012-05-07,38.8889
2012-05-08,-0.4
2012-05-14,0.4016
2012-05-17,-40.0
2012-05-18,66.6667
2012-05-24,0.0
2012-06-06,0.0
2012-06-08,-40.0
2012-06-12,66.6667
2012-06-19,0.0
2012-06-20,10.0
2012-06-21,43.6364
2012-06-22,102.5316
2012-06-25,-50.0
2012-07-03,0.0
2012-07-16,0.0
2012-07-23,0.0
2012-07-24,0.0
2012-08-20,-25.0
2012-08-21,2.6667
2012-08-22,26.6234
2012-08-24,0.0
2012-08-29,0.0
2012-09-14,0.0
2012-09-18,-37.4359
2012-09-19,59.8361
2012-10-11,-0.2564
2012-11-09,0.0
2012-12-14,-73.7789
2012-12-24,0.0
2013-01-02,48.0392
2013-01-09,32.4503
2013-01-14,-19.0
2013-02-14,0.0
2013-02-15,0.0
2013-02-20,-7.4074
2013-02-25,-33.3333
2013-02-26,0.0
2013-03-06,0.0
2013-03-18,50.0
2013-03-25,-33.3333
2013-03-28,0.0
2013-05-14,-35.0
2013-07-10,7.6923
2013-09-10,0.0
2013-09-18,0.0
2013-10-15,1.4285999999999999
2013-11-12,33.8028
2013-11-29,0.0
2013-12-04,0.0
2013-12-09,0.0
2013-12-13,0.0
2013-12-18,-2.1053
2013-12-30,-4.3011
2014-01-21,-10.1124
2014-01-27,-10.0
2014-01-28,-9.7222
2014-01-30,0.0
2014-02-04,0.0
2014-02-12,0.0
2014-04-14,0.0
2014-04-15,0.0
2014-04-22,-7.6923
2014-05-22,-15.0
2014-07-07,96.0784
2014-07-08,-49.0
2014-08-20,0.0
2014-10-03,0.0
2014-10-08,-15.6863
2014-10-13,0.0
2014-10-31,0.0
2014-11-11,-13.9535
2014-11-28,-5.4054
2014-12-26,0.0
2014-12-31,-42.8571
2015-01-07,0.0
2015-03-09,25.0
2015-03-19,-42.0
2015-06-04,-3.4483
2015-06-12,0.0
2015-07-06,7.5893
2015-07-31,-7.0539
2015-08-11,42.8571
2015-08-12,0.0
2015-09-09,-30.0
2016-01-21,50.0
2016-04-14,19.0476
2016-04-20,-8.275
2016-05-16,-30.2262
2016-05-23,0.0
2016-06-17,-6.25
2016-10-17,13.3333
2016-10-21,17.647100000000002
2016-11-04,0.0
2016-12-09,-25.0
2016-12-13,0.0
2016-12-21,0.0
2017-01-11,-33.3333
2017-02-02,0.0
2017-02-28,100.0
2017-03-10,0.0
2017-03-14,0.0
2017-03-23,-25.0
2017-05-25,0.0833
2017-06-16,33.2223
2017-06-19,0.0
2017-06-29,5.0
2017-07-03,-52.381
2017-07-20,110.0
2017-09-08,0.0
2017-09-12,-42.8571
2017-09-22,40.0
2017-09-25,19.0476
2017-09-26,0.0
2017-10-17,0.0
2017-10-20,-40.0
2017-11-07,0.0
2017-11-20,4.1667
2017-12-11,20.0
2017-12-13,0.0
2017-12-14,-16.6667
2017-12-27,20.0
2017-12-28,0.0
2018-01-03,20.0
2018-01-11,0.0
2018-01-18,0.0
2018-02-09,11.1111
2018-02-15,0.0
2018-02-21,0.0
2018-02-27,-37.5
2018-03-01,20.0
2018-03-05,0.0
2018-03-12,0.0
2018-03-16,-16.6667
2018-03-20,26.4
2018-03-23,13.9241
2018-03-26,0.0
2018-03-28,0.0
2018-04-02,0.0
2018-04-04,-30.5556
2018-04-06,0.0
2018-04-18,700.0
2018-04-19,-35.0
2018-04-20,-18.4615
2018-04-23,3.7736
2018-04-26,0.0
2018-04-30,0.0
2018-05-01,-27.2727
2018-05-02,2.5
2018-05-08,-14.6341
2018-05-22,45.7143
2018-05-23,45.098
2018-05-25,-31.0811
2018-05-29,17.647100000000002
2018-06-12,-15.0
2018-06-20,-27.451
2018-06-21,-13.5135
2018-06-29,56.25
2018-07-09,-48.3
2018-07-11,112.766
2018-07-16,0.0
2018-07-17,-1.8182
2018-07-25,-53.7037
2018-08-16,52.0
2018-08-17,43.4211
2018-08-23,-44.9541
2018-09-20,66.6667
2018-09-21,0.0
2018-09-24,0.0
2018-09-25,0.0
2018-09-27,-22.0
2018-10-01,-10.2564
2018-10-04,-14.2857
2018-10-18,-29.6667
2018-11-15,-9.9526
2018-11-19,-10.526299999999999
2018-11-20,17.647100000000002
2018-12-03,-32.5
2018-12-13,122.2222
2018-12-19,0.0
2018-12-20,-53.3333
2018-12-21,-14.2857
2018-12-27,0.8333
2019-01-10,519.8347
2019-01-11,-81.3333
2019-01-22,14.2857
2019-01-25,0.0
2019-02-04,-6.25
2019-02-07,80.0
2019-02-19,0.0
2019-02-25,-37.037
2019-02-27,188.2353
2019-02-28,-6.1224
2019-03-01,0.0
2019-03-05,-62.8261
2019-03-06,0.0
2019-03-15,16.9591
2019-03-27,-44.0
2019-04-05,8.0357
2019-04-10,0.0
2019-05-13,0.0
2019-05-30,0.0
2019-05-31,65.2893
2019-06-03,0.0
2019-07-15,-39.0
2019-07-17,0.0
2019-07-18,0.0
2019-07-24,0.0
2019-08-01,0.0
2019-08-20,-18.0328
2019-08-27,2.5
2019-09-03,26.8293
2019-09-06,15.3846
2019-09-11,26.0
2019-09-20,-73.545
2019-09-24,-76.0
2019-09-25,1566.6667
2019-10-01,0.0
2019-10-14,-5.5
2019-10-16,-67.7249
2019-11-20,-22.9508
2019-11-27,217.0213
2019-12-04,0.0
2019-12-27,-32.8859
2019-12-31,0.0
2020-01-16,0.0
2020-01-21,100.0
2020-01-22,-63.0
2020-02-27,-17.5676
2020-02-28,0.0
2020-03-02,-31.1475
2020-03-10,352.381
2020-03-11,-82.1053
2020-03-13,0.0
2020-03-16,0.0
2020-03-19,426.4706
2020-03-20,-0.5587
2020-03-25,0.0
2020-03-26,0.0
2020-03-30,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-09,57.3034
2020-04-14,0.0
2020-04-15,-46.4286
2020-04-16,0.0
2020-04-17,86.6667
2020-04-20,-7.1429
2020-04-21,7.6923
2020-04-23,7.1429
2020-04-24,-43.3333
2020-04-27,0.0
2020-04-29,0.0
2020-05-01,0.0
2020-05-11,0.5882
2020-05-20,0.0
2020-05-27,186.5497
2020-06-05,-65.102
2020-06-08,198.2456
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,-1.9607999999999999
2020-06-12,-59.4
2020-06-16,8.3744
2020-06-17,131.8182
2020-06-18,-46.6667
2020-06-23,-8.0882
2020-06-24,2.0
2020-07-01,-20.7843
2020-07-02,-25.2475
2020-07-08,235.0993
2020-07-09,-21.3439
2020-07-10,-62.0603
2020-07-16,7.947
2020-07-17,47.8528
2020-07-20,102.4896
2020-07-21,-58.6066
2020-07-22,9.455400000000001
2020-07-23,17.5034
2020-07-24,0.077
2020-07-27,-21.9231
2020-07-30,0.0
