ticker,SIRI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-7.5843
2000-01-04,-6.6869
2000-01-05,5.0489
2000-01-06,2.9457
2000-01-07,-1.506
2000-01-10,3.9755000000000003
2000-01-11,-3.8235
2000-01-12,-0.3058
2000-01-13,-1.227
2000-01-14,4.3478
2000-01-18,4.7619
2000-01-19,6.25
2000-01-20,2.8075
2000-01-21,1.5605
2000-01-24,0.2561
2000-01-25,-2.682
2000-01-26,-0.7874
2000-01-27,-4.7619
2000-01-28,-2.2222
2000-01-31,-5.9658999999999995
2000-02-01,8.7613
2000-02-02,1.9444
2000-02-03,2.9973
2000-02-04,3.1746
2000-02-07,2.0513
2000-02-08,8.6683
2000-02-09,-1.9653
2000-02-10,-1.8868
2000-02-11,0.2404
2000-02-14,-5.2758
2000-02-15,-0.7595
2000-02-16,15.9439
2000-02-17,17.0517
2000-02-18,-11.4662
2000-02-22,-5.3079
2000-02-23,6.2780000000000005
2000-02-24,-2.1097
2000-02-25,2.3707
2000-02-28,2.0
2000-02-29,0.7224
2000-03-01,6.3525
2000-03-02,-4.7206
2000-03-03,2.3256
2000-03-06,2.8656
2000-03-07,-7.2046
2000-03-08,-0.4141
2000-03-09,-0.6237
2000-03-10,-0.8368
2000-03-13,-0.8439
2000-03-14,-2.8723
2000-03-15,-2.7382
2000-03-16,-0.9009
2000-03-17,2.7273
2000-03-20,-6.4159
2000-03-21,-3.4279
2000-03-22,13.4639
2000-03-23,-5.2859
2000-03-24,-0.2278
2000-03-27,-3.0822
2000-03-28,-4.8292
2000-03-29,-6.9307
2000-03-30,-3.4574
2000-03-31,25.6198
2000-04-03,-10.636
2000-04-04,-8.7117
2000-04-05,-1.0753
2000-04-06,-0.5435
2000-04-07,2.459
2000-04-10,-5.6
2000-04-11,-3.1073
2000-04-12,-13.7026
2000-04-13,-5.4054
2000-04-14,-7.8571
2000-04-17,-3.4884
2000-04-18,12.4498
2000-04-19,5.3571
2000-04-20,-9.8305
2000-04-24,0.3759
2000-04-25,13.6704
2000-04-26,-3.7891
2000-04-27,10.274000000000001
2000-04-28,-1.3975
2000-05-01,9.6063
2000-05-02,-0.2874
2000-05-03,-4.8991
2000-05-04,2.8788
2000-05-05,3.8292
2000-05-08,0.8511
2000-05-09,-3.5162
2000-05-10,-2.9154999999999998
2000-05-11,1.2012
2000-05-12,2.0772
2000-05-15,1.0174
2000-05-16,1.1511
2000-05-17,-5.4054
2000-05-18,-5.4135
2000-05-19,-5.5644
