ticker,ETEC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-05-01,0.0
2000-09-14,0.0
2000-09-15,28.5714
2000-09-28,-22.2222
2000-10-02,0.0
2000-10-05,28.5714
2000-10-17,-22.2222
2000-12-01,0.0
2001-01-03,100.0
2001-01-04,21.4286
2001-01-05,29.4118
2001-01-08,0.0
2001-01-10,-18.1818
2001-01-12,-5.5556
2001-01-16,0.0
2001-01-18,11.7647
2001-01-23,5.2632
2001-01-25,0.0
2001-01-26,45.0
2001-01-29,-17.2414
2001-01-30,-8.3333
2001-01-31,0.0
2001-02-01,0.0
2001-02-02,0.0
2001-02-06,0.0
2001-02-08,2.2727
2001-02-09,0.0
2001-02-12,0.0
2001-02-13,-2.2222
2001-02-14,-4.5455
2001-02-16,0.0
2001-02-20,-7.1429
2001-02-21,-2.5641
2001-02-22,-7.8947
2001-02-23,-2.8571
2001-02-26,-2.9412000000000003
2001-02-27,-6.0606
2001-03-23,-12.9032
2001-04-02,-44.4444
2001-04-04,-20.0
2001-04-11,-14.6667
2001-04-24,-12.5
2001-05-01,60.7143
2001-05-25,-28.8889
2001-06-07,40.625
2001-06-11,-11.1111
2001-06-15,0.0
2001-06-27,7.5
2001-07-16,11.6279
2001-07-20,-16.6667
2001-07-24,35.0
2001-07-25,-16.6667
2001-08-01,0.0
2001-08-06,-22.2222
2001-08-14,54.2857
2001-08-17,-7.4074
2001-08-24,-8.0
2001-08-29,0.0
2001-08-30,-6.5217
2001-09-07,25.5814
2001-09-17,-16.6667
2001-09-21,0.0
2001-09-28,11.1111
2001-10-09,6.0
2001-10-10,-24.5283
2001-10-16,32.5
2001-10-18,-0.9434
2001-10-19,4.7619
2001-10-24,-5.4545
2001-10-31,-17.3077
2001-11-07,-4.6512
2001-11-12,-2.439
2001-11-13,25.0
2001-11-15,10.0
2001-12-11,-5.4545
2001-12-12,34.6154
2001-12-18,-27.1429
2001-12-24,0.0
2001-12-26,37.2549
2002-01-11,7.1429
2002-01-17,37.3333
2002-01-29,-36.8932
2002-01-31,0.0
2002-02-07,7.6923
2002-02-13,2.8571
2002-02-15,-9.7222
2002-02-19,12.3077
2002-02-27,-4.1096
2002-02-28,-14.2857
2002-03-06,11.6667
2002-03-07,-5.9701
2002-03-11,6.3492
2002-03-21,-10.4478
2002-03-22,0.0
2002-03-27,0.0
2002-04-02,16.6667
2002-04-03,0.0
2002-04-04,-1.4285999999999999
2002-04-05,-4.3478
2002-04-08,6.0606
2002-04-09,-4.2857
