ticker,MSC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-10-18,24.0
2018-10-19,7.0323
2018-10-22,10.006
2018-10-23,0.0
2018-10-24,-7.7808
2018-10-25,1.0101
2018-10-26,6.0
2018-10-29,-0.8879
2018-10-30,5.5431
2018-10-31,6.8435
2018-11-01,16.6832
2018-11-02,8.4255
2018-11-05,-2.708
2018-11-06,-16.3776
2018-11-07,-12.9764
2018-11-08,3.9356999999999998
2018-11-09,-1.6533
2018-11-12,-5.6399
2018-11-13,0.5747
2018-11-14,0.0
2018-11-15,-4.0571
2018-11-16,2.7397
2018-11-19,-7.0145
2018-11-20,1.808
2018-11-21,-2.0147
2018-11-23,1.5562
2018-11-26,0.3692
2018-11-27,0.0
2018-11-28,-1.962
2018-11-29,-3.8148999999999997
2018-11-30,-4.8114
2018-12-03,19.3989
2018-12-04,9.5538
2018-12-06,0.7833
2018-12-07,0.8808
2018-12-10,0.0
2018-12-11,-3.8007
2018-12-12,-1.228
2018-12-17,0.5405
2018-12-18,-0.0538
2018-12-19,-3.4427
2018-12-20,0.2786
2018-12-21,-2.3333
2018-12-24,-0.4551
2018-12-28,-6.2857
2018-12-31,1.9512
2019-01-04,0.0
2019-01-08,0.0
2019-01-09,-5.9809
2019-01-10,6.3613
2019-01-11,-2.0933
2019-01-14,-1.2071
2019-01-15,0.6041
2019-01-16,-4.7332
2019-01-17,-5.1613
2019-01-18,-6.1041
2019-01-22,-1.904
2019-01-23,-3.4336
2019-01-24,-0.5736
2019-01-25,0.0077
2019-01-28,0.9053
2019-01-29,-0.9048
2019-01-30,3.8462
2019-01-31,12.4444
2019-02-04,1.4493
2019-02-05,1.0831
2019-02-06,-5.8895
2019-02-07,2.3891
2019-02-08,-3.3333
2019-02-11,3.4483
2019-02-12,3.3333
2019-02-13,14.7742
2019-02-14,-5.0028
2019-02-15,4.2012
2019-02-19,-0.6246
2019-02-20,1.0857
2019-02-21,-2.3742
2019-02-22,1.216
2019-02-25,-1.2586
2019-02-26,-0.6054
2019-02-27,0.2594
2019-02-28,-4.1279
2019-03-01,9.5998
2019-03-04,-2.0639
2019-03-05,-3.1638
2019-03-06,-8.1097
2019-03-07,4.1905
2019-03-08,6.3985
2019-03-11,-6.2428
2019-03-12,-0.672
2019-03-13,-3.1365
2019-03-14,1.7143000000000002
2019-03-15,6.6479
2019-03-18,1.6681
2019-03-19,-3.1664
2019-03-20,1.1296
2019-03-21,2.8807
2019-03-22,-0.0171
2019-03-25,-5.9839
