ticker,MSC US Equity
2019-03-26,0.304
2019-03-27,-1.3333
2019-03-28,-2.1499
2019-03-29,-0.6277
2019-04-01,3.0954
2019-04-02,1.1029
2019-04-03,-2.7273
2019-04-04,2.8037
2019-04-05,2.6061
2019-04-08,0.5907
2019-04-09,1.5854
2019-04-10,-1.6763
2019-04-11,0.4115
2019-04-12,-1.9321000000000002
2019-04-15,0.8955
2019-04-16,0.5917
2019-04-17,-1.4706000000000001
2019-04-18,2.209
2019-04-22,0.1168
2019-04-23,-0.0583
2019-04-24,-0.1751
2019-04-25,-1.1696
2019-04-29,1.7751000000000001
2019-05-01,5.9884
2019-05-02,4.2238
2019-05-03,-1.1579
2019-05-06,-1.3999
2019-05-07,1.3658000000000001
2019-05-08,0.2664
2019-05-09,-1.7003
2019-05-10,2.0686
2019-05-13,-4.3568999999999996
2019-05-14,1.1074
2019-05-15,-1.3143
2019-05-16,0.444
2019-05-17,4.3094
2019-05-20,-4.6081
2019-05-21,-4.0533
2019-05-22,4.1667
2019-05-23,2.8333
2019-05-24,1.8801
2019-05-28,-0.9439
2019-05-30,2.7302
2019-05-31,2.7405
2019-06-03,-1.2345
2019-06-04,1.1683
2019-06-05,5.1777
2019-06-06,-7.7219999999999995
2019-06-07,4.8117
2019-06-10,-3.1936
2019-06-11,1.5979
2019-06-12,0.3678
2019-06-13,-1.9335
2019-06-14,1.0309
2019-06-17,0.5102
2019-06-18,-0.8629
2019-06-19,1.4849
2019-06-20,-1.6009
2019-06-21,5.37
2019-06-24,-2.2871
2019-06-25,1.8919000000000001
2019-06-26,-1.9912
2019-06-27,-2.2067
2019-06-28,1.0709
2019-07-01,-1.6145
2019-07-02,3.5897
2019-07-03,1.1995
2019-07-05,0.5268
2019-07-08,0.8759
2019-07-09,0.2446
2019-07-10,-1.1102
2019-07-11,1.1679
2019-07-12,-3.6075
2019-07-15,3.2435
2019-07-16,-0.9183
2019-07-17,-2.439
2019-07-18,-2.45
2019-07-19,-0.0513
2019-07-22,-0.0513
2019-07-23,0.1539
2019-07-24,2.5102
2019-07-25,2.1849
2019-07-26,2.459
2019-07-29,-3.1504
2019-07-30,1.035
2019-07-31,-1.9024
2019-08-01,-0.4973
2019-08-06,-2.049
2019-08-07,-0.5102
2019-08-12,0.0
2019-08-13,0.0
2019-08-14,0.0
2019-08-15,0.0
2019-08-19,0.0
2019-08-20,0.0
2019-08-21,0.0
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,0.0
2019-09-06,0.0
2019-09-12,0.0
2019-09-13,0.0
2019-09-16,0.0
2019-09-17,0.9621
2019-09-18,-0.9529
2019-09-19,0.0
2019-09-20,0.0
2019-09-24,0.7179
2019-09-25,-0.9674
2019-09-26,-0.2432
2019-09-27,2.1507
2019-09-30,1.4127
2019-10-01,-0.8458
2019-10-02,1.3547
2019-10-03,-1.6832
2019-10-04,-0.856
2019-10-07,-0.4063
2019-10-08,-1.0709
2019-10-09,0.0
2019-10-10,4.0722
2019-10-11,-4.6062
2019-10-14,3.4787
2019-10-15,-2.6593
2019-10-16,-3.3505
2019-10-17,-1.3867
2019-10-18,-0.4867
2019-10-21,3.2609
2019-10-22,-2.6316
2019-10-23,-0.4865
2019-10-24,-0.0543
2019-10-25,0.9783
2019-10-28,5.5436
2019-10-29,-2.7027
2019-10-30,0.3669
2019-10-31,0.3655
2019-11-01,1.7690000000000001
2019-11-05,-4.1411
2019-11-06,1.12
2019-11-07,-0.3165
2019-11-08,2.8571
2019-11-11,-1.2243
2019-11-12,-1.8852
2019-11-13,3.5563000000000002
2019-11-14,-2.4603
2019-11-15,0.2102
2019-11-18,0.6817
2019-11-19,1.1458
2019-11-20,2.0597
2019-11-21,-0.7568
2019-11-22,1.881
2019-11-25,-4.8902
2019-11-26,2.6757999999999997
2019-11-27,-0.3398
2019-12-02,0.0333
2019-12-03,2.2553
2019-12-04,0.0
2019-12-06,1.2530999999999999
2019-12-09,-1.3860999999999999
2019-12-10,-0.4769
2019-12-13,1.2863
2019-12-16,-1.0458
2019-12-17,-0.6039
2019-12-18,1.1646
2019-12-20,2.1021
2019-12-23,-3.1863
2019-12-24,2.5316
2019-12-26,-1.7995
2019-12-27,3.0897
2019-12-30,-3.6585
2020-01-06,0.0005
2020-01-07,3.6957
2020-01-09,-2.5879
2020-01-10,-0.5013
2020-01-13,-0.1511
2020-01-14,1.6145
2020-01-17,1.7875
2020-01-22,0.6351
2020-01-23,-3.7338
2020-01-24,-0.5534
2020-01-29,0.0
2020-01-30,-1.8228
2020-01-31,-2.5936
2020-02-03,0.1784
2020-02-05,1.1585
2020-02-10,1.8809
2020-02-11,1.8462
2020-02-19,0.0504
2020-02-20,-2.466
2020-02-25,-1.419
2020-02-26,-3.1667
2020-02-27,-5.4054
2020-02-28,0.0
2020-03-02,6.4286
2020-03-03,-0.6711
2020-03-06,6.3827
2020-03-10,-8.5403
2020-03-12,-4.1667
2020-03-16,-4.3478
2020-03-17,0.0
2020-03-24,4.2006
2020-03-27,9.986
2020-03-30,6.8218
2020-03-31,0.0
2020-04-13,-3.7292
2020-04-16,-5.8452
2020-04-17,-4.4238
2020-04-22,-8.5714
2020-04-24,0.1731
2020-04-29,-0.9215
2020-05-05,2.5819
2020-05-08,1.2891
2020-05-14,-6.0321
2020-05-18,-0.0303
2020-05-20,-0.5529
2020-05-22,-1.7244000000000002
2020-05-26,-3.3568
2020-05-27,8.8798
2020-05-28,-10.3513
2020-06-01,17.0749
2020-06-02,7.5912
2020-06-03,-12.7222
2020-06-05,3.9351000000000003
2020-06-08,-7.522
2020-06-09,4.9007
2020-06-10,-11.2999
2020-06-11,4.0455
2020-06-17,0.8995
2020-06-18,4.878
2020-06-19,3.4293
2020-06-22,-3.6725
2020-06-23,0.5684
2020-06-24,2.7742
2020-06-25,0.0
2020-06-29,-1.4438
2020-06-30,1.2732
2020-07-01,-2.4522
2020-07-02,-0.0645
2020-07-06,1.6129
2020-07-08,-1.3968
2020-07-10,1.6742
2020-07-13,-2.8942
2020-07-14,-4.6501
2020-07-15,-2.5308
2020-07-17,-4.4211
2020-07-20,9.5015
2020-07-21,-9.6828
2020-07-22,11.2843
2020-07-23,-0.934
2020-07-24,-3.703
2020-07-27,3.1468
2020-07-29,-0.0007
2020-07-30,0.678
