ticker,RBKB US Equity
2019-06-13,-1.2963
2019-06-14,1.1848
2019-06-17,0.0343
2019-06-18,0.3485
2019-06-20,0.5763
2019-06-21,-1.0101
2019-06-24,0.3711
2019-06-25,0.3697
2019-06-26,-0.4604
2019-06-27,2.5911
2019-06-28,-0.6321
2019-07-01,-1.9056
2019-07-02,1.2026
2019-07-05,-0.0914
2019-07-08,0.4575
2019-07-09,-1.9125999999999999
2019-07-10,1.3928
2019-07-11,0.2747
2019-07-12,-0.3653
2019-07-15,-0.0458
2019-07-16,0.1376
2019-07-17,-0.1832
2019-07-18,0.0
2019-07-19,0.0
2019-07-22,0.0
2019-07-23,0.0
2019-07-25,0.0
2019-07-26,0.0
2019-07-29,-0.9174
2019-07-30,1.4815
2019-07-31,-1.4599
2019-08-01,0.463
2019-08-05,-0.1281
2019-08-06,-0.3331
2019-08-07,1.3889
2019-08-08,-1.3699
2019-08-09,0.0926
2019-08-12,1.2026
2019-08-13,-0.8227
2019-08-14,0.4608
2019-08-15,-0.9174
2019-08-16,1.3889
2019-08-19,-0.4566
2019-08-21,-0.9174
2019-08-22,0.0
2019-08-23,-0.212
2019-08-26,-1.5505
2019-08-27,0.0
2019-08-28,0.0943
2019-08-29,0.9605
2019-08-30,-0.9513
2019-09-03,0.2825
2019-09-04,0.4695
2019-09-05,-0.7477
2019-09-06,-1.1299
2019-09-09,0.7619
2019-09-10,-0.2921
2019-09-11,1.9043999999999999
2019-09-13,-2.0465
2019-09-16,-0.095
2019-09-17,-0.1901
2019-09-18,0.0
2019-09-19,0.0
2019-09-20,-0.7619
2019-09-23,-0.096
2019-09-24,-0.0961
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,0.0
2019-09-30,2.8846
2019-10-01,-0.0935
2019-10-02,-2.7128
2019-10-04,0.9615
2019-10-07,-0.7619
2019-10-10,0.0
2019-10-11,2.3992
2019-10-14,-0.8435
2019-10-15,0.189
2019-10-17,0.9434
2019-10-18,-2.0561
2019-10-21,0.0496
2019-10-22,2.2393
2019-10-23,-0.3088
2019-10-24,-0.7196
2019-10-25,0.377
2019-10-28,0.2319
2019-10-29,-2.2923
2019-10-30,2.0134
2019-10-31,-3.4774
2019-11-01,2.9474
2019-11-04,1.0149
2019-11-05,0.0936
2019-11-06,0.5613
2019-11-07,0.0
2019-11-08,0.0
2019-11-11,-1.1628
2019-11-12,1.1764999999999999
2019-11-13,-0.7442
2019-11-14,0.7498
2019-11-15,-1.5814
2019-11-18,2.9301
2019-11-19,0.551
2019-11-20,-0.8219
2019-11-21,0.0
2019-11-22,0.1842
2019-11-25,-0.5515
2019-11-26,0.2773
2019-11-27,0.0
2019-11-29,-0.2765
2019-12-02,0.0
2019-12-03,-0.4621
2019-12-04,-0.5571
2019-12-05,1.3072
2019-12-06,-0.3687
2019-12-09,0.185
2019-12-10,-0.1847
2019-12-11,0.1841
2019-12-12,-0.1838
2019-12-16,0.6475
2019-12-18,0.3309
2019-12-19,-0.513
2019-12-20,1.4733
2019-12-23,2.3593
2019-12-24,-0.8511
2019-12-26,0.3219
2019-12-27,-0.3565
2019-12-30,1.1628
2019-12-31,0.0
2020-01-02,0.0
2020-01-03,-0.9726
2020-01-06,0.2679
2020-01-07,-0.2974
2020-01-09,1.5487
2020-01-10,0.1759
2020-01-14,-0.9658
2020-01-15,0.4876
2020-01-16,-0.5734
2020-01-17,-0.5324
2020-01-21,0.8029
2020-01-22,-1.2398
2020-01-23,0.3593
2020-01-24,-1.5179
2020-01-27,-0.0907
2020-01-28,0.4991
2020-01-30,-0.0451
2020-01-31,0.0
2020-02-03,-0.6323
2020-02-04,-0.8182
2020-02-05,0.1833
2020-02-07,-0.366
2020-02-10,0.1837
2020-02-11,1.5582
2020-02-12,0.1805
2020-02-13,-0.1081
2020-02-14,0.1082
2020-02-18,0.0
2020-02-19,-1.3514
2020-02-20,2.5571
2020-02-24,-3.5619
2020-02-25,-0.0923
2020-02-26,-0.5545
2020-02-27,-1.487
2020-02-28,-3.3019
2020-03-02,2.3415
2020-03-03,-1.1439
2020-03-04,-1.0608
2020-03-05,-0.2924
2020-03-06,-2.2483
2020-03-09,1.4
2020-03-10,-0.8876
2020-03-11,-6.8657
2020-03-12,-17.094
2020-03-13,19.4588
2020-03-17,-15.7497
2020-03-18,-7.1703
2020-03-19,-4.4138
2020-03-20,0.1443
2020-03-23,-6.9164
2020-03-24,-0.9288
2020-03-25,-5.7813
2020-03-26,13.4328
2020-03-27,-2.6827
2020-03-30,-2.2009
2020-03-31,-1.6897
2020-04-01,-1.4062999999999999
2020-04-02,-0.9509
2020-04-03,0.0
2020-04-06,-2.56
2020-04-07,6.3054
2020-04-08,3.182
2020-04-09,4.7904
2020-04-13,6.5714
2020-04-14,-8.0429
2020-04-15,-3.9359
2020-04-16,-5.1593
2020-04-17,-1.28
2020-04-20,2.5122
2020-04-22,-3.2411
2020-04-23,5.8824
2020-04-24,-1.5030999999999999
2020-04-27,0.1128
2020-04-28,5.7936
2020-04-29,5.7692
2020-04-30,-0.6993
2020-05-01,3.9436999999999998
2020-05-05,-0.0014
2020-05-07,5.9635
2020-05-08,0.3836
2020-05-11,-7.6433
2020-05-12,3.5862
2020-05-13,-5.8589
2020-05-14,-2.2631
2020-05-15,8.2489
2020-05-18,-8.5561
2020-05-19,0.8772
2020-05-20,4.3478
2020-05-21,-4.1667
2020-05-22,3.1884
2020-05-26,-1.5449000000000002
2020-05-27,-3.709
2020-05-28,-1.6296
2020-05-29,1.0542
2020-06-03,1.1923
2020-06-04,5.4492
2020-06-05,0.838
2020-06-08,-0.9695
2020-06-09,-2.0979
2020-06-10,-0.0014
2020-06-15,1.9529
2020-06-16,-2.7548
2020-06-18,-3.17
2020-06-19,1.7856999999999998
2020-06-22,0.1462
2020-06-23,-0.0876
2020-06-24,3.4483
2020-06-25,-3.7288
2020-06-26,-1.7019
2020-06-29,-1.3433
2020-06-30,-0.7564
2020-07-01,0.7622
2020-07-02,-1.2103
2020-07-06,2.0123
2020-07-07,-1.5207000000000002
2020-07-08,-0.0015
2020-07-09,0.686
2020-07-10,0.3028
2020-07-13,-0.3774
2020-07-14,-0.303
2020-07-15,0.4559
2020-07-16,-0.1513
2020-07-17,-0.9712
2020-07-20,0.6747
2020-07-21,0.304
2020-07-23,-1.2121
2020-07-24,0.5383
2020-07-27,-0.3829
2020-07-29,0.0368
2020-07-31,1.8003
