ticker,ARPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,-66.6667
2000-01-10,-76.0
2000-01-20,316.6667
2000-01-21,0.0
2000-03-21,-92.0
2000-03-31,3100.0
2000-04-03,56.25
2000-04-04,50.0
2000-04-05,40.0
2000-04-06,-28.5714
2000-05-03,-66.6667
2000-06-12,100.0
2000-07-13,-90.0
2000-07-17,-80.0
2000-07-18,400.0
2000-07-28,0.0
2000-08-08,0.0
2000-08-18,100.0
2000-09-15,250.0
2000-09-18,-77.1429
2000-10-19,0.0
2000-10-30,0.0
2000-11-10,-37.5
2000-11-14,-10.0
2001-12-11,-33.3333
2001-12-21,0.0
2002-02-04,0.0
2002-03-22,0.0
2002-05-08,0.0
2002-05-23,0.0
2002-06-28,-66.6667
2002-07-24,0.0
2002-08-22,0.0
2002-10-10,0.0
2002-10-21,0.0
2002-12-11,-90.0
2002-12-19,0.0
2003-07-14,0.0
2003-12-31,0.0
2004-04-15,0.0
2004-05-07,0.0
2004-08-06,-87.5
2004-08-11,0.0
2006-06-09,399900.0
2006-06-12,0.0
2006-08-14,0.0
2006-08-22,-98.0
2006-09-19,100.0
2006-10-17,50.0
2006-10-18,0.0
2006-10-20,233.3333
2006-12-26,-70.0
2007-01-19,-33.3333
2007-01-31,0.0
2007-03-12,0.0
2007-05-21,0.0
2007-05-29,0.0
2007-09-17,650.0
2007-10-23,-86.6667
2007-12-06,50.0
2007-12-28,0.0
2008-01-04,166.6667
2008-01-08,50.0
2008-01-09,150.0
2008-01-10,83.3333
2008-01-11,-63.6364
2008-01-14,-35.0
2008-01-15,0.0
2008-01-16,0.0
2008-01-17,-30.7692
2008-01-18,-22.2222
2008-01-22,-28.5714
2008-01-23,40.0
2008-01-24,0.0
2008-01-30,0.0
2008-01-31,14.2857
2008-02-01,-25.0
2008-02-04,-16.6667
2008-02-05,0.0
2008-02-06,-10.0
2008-02-07,11.1111
2008-02-08,0.0
2008-02-11,-20.0
2008-02-12,25.0
2008-02-13,0.0
2008-02-14,-22.0
2008-02-15,0.0
2008-02-19,-10.2564
2008-02-20,0.0
2008-02-21,-14.2857
2008-02-22,0.0
2008-02-25,0.0
2008-02-26,-16.6667
2008-02-27,20.0
2008-02-28,0.0
2008-03-03,0.0
2008-03-04,0.0
2008-03-05,-16.6667
2008-03-06,0.0
2008-03-07,0.0
2008-03-11,0.0
2008-03-12,-20.0
2008-03-13,20.0
2008-03-14,-16.6667
2008-03-17,0.0
2008-03-19,0.0
2008-03-20,0.0
