ticker,KOVR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-20,22.6667
2000-02-01,-1.1858
2000-02-03,0.0
2000-02-15,0.0
2000-02-16,0.0
2000-02-23,20.0
2000-03-15,-16.6667
2000-03-21,-20.0
2000-04-14,0.0
2000-05-05,-20.2128
2000-06-15,60.0
2000-07-11,-37.5
2000-08-16,66.6667
2000-08-22,0.0
2000-09-29,-18.4
2000-10-26,-21.875
2000-11-27,0.0
2000-11-29,0.0
2000-12-05,0.0
2000-12-13,100.0
2000-12-26,-50.0
2000-12-29,0.0
2001-01-26,16.6667
2001-02-08,0.0
2001-02-20,-7.1429
2001-03-08,7.6923
2001-03-19,-8.5714
2001-03-26,0.0
2001-06-01,-6.25
2001-06-15,12.0
2001-07-19,-16.6667
2001-07-26,-10.7143
2001-08-16,-16.8
2001-08-23,-13.461500000000001
2001-08-27,-11.1111
2001-08-28,100.0
2001-08-29,-12.5
2001-08-31,-42.8571
2001-09-07,350.0
2001-09-10,-44.4444
2001-10-16,-48.0
2001-11-19,-3.8462
2001-12-03,0.0
2001-12-05,0.0
2001-12-13,-40.0
2001-12-14,0.0
2001-12-21,0.0
2001-12-31,0.0
2002-01-08,0.0
2002-01-16,-33.3333
2002-01-23,0.0
2002-01-24,-10.0
2002-02-07,0.0
2002-03-08,0.0
2002-05-31,0.0
2002-09-05,0.0
2002-09-06,2.2222
2002-10-08,-2.1739
2002-10-11,0.0
2002-11-15,11.1111
2002-11-19,-10.0
2002-11-20,0.0
2002-12-04,0.0
2002-12-30,11.1111
2003-01-09,-10.0
2003-01-10,0.0
2003-02-06,0.0
2003-02-10,0.0
2003-02-13,0.0
2003-04-24,122.2222
2003-10-16,-55.0
2003-11-10,0.0
2003-12-19,0.0
2003-12-23,0.0
2003-12-29,0.0
2004-01-21,0.0
2004-01-26,0.0
2004-04-01,66.6667
2004-04-19,-40.0
2004-07-13,33.3333
2004-07-20,0.0
2004-07-22,0.0
2004-08-16,-16.6667
2004-10-11,0.0
2004-11-15,0.0
2004-12-27,0.0
2004-12-30,0.0
2005-01-31,0.0
2005-02-10,0.0
2005-02-18,0.0
2005-03-01,0.0
2005-03-04,0.0
2005-04-08,-50.0
2005-04-18,40.0
2005-04-25,0.0
2005-05-23,0.0
2005-06-27,0.0
2005-07-15,185.7143
2005-07-18,0.0
2005-08-18,-50.0
2005-09-30,0.0
2005-12-05,0.0
2005-12-06,0.0
2005-12-23,-30.0
2005-12-27,0.0
2005-12-29,0.0
2006-01-17,0.0
