ticker,LPTX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-01-26,7.7623999999999995
2017-01-27,-8.2658
2017-01-30,-6.0473
2017-01-31,-12.0084
2017-02-01,-1.1442
2017-02-02,-5.0394
2017-02-03,12.6036
2017-02-06,-2.7246
2017-02-07,9.6139
2017-02-08,-3.1673
2017-02-09,2.7003
2017-02-10,13.8889
2017-02-13,-1.2927
2017-02-14,0.2224
2017-02-15,-4.0927
2017-02-16,-3.4704
2017-02-17,0.1332
2017-02-21,-5.7979
2017-02-22,3.0491
2017-02-23,-4.1096
2017-02-24,1.0
2017-02-27,0.0
2017-02-28,0.9901
2017-03-01,14.0056
2017-03-02,-3.4398
2017-03-03,-0.9224
2017-03-06,0.8026
2017-03-07,11.7197
2017-03-08,6.0433
2017-03-09,-0.1075
2017-03-10,-4.1981
2017-03-13,-2.6966
2017-03-14,0.1155
2017-03-15,-1.3841
2017-03-16,-5.2632
2017-03-17,-4.9383
2017-03-20,1.9481000000000002
2017-03-21,-4.3312
2017-03-22,-0.7989
2017-03-23,7.4924
2017-03-24,3.146
2017-03-27,0.967
2017-03-28,-2.518
2017-03-29,2.091
2017-03-30,1.9277
2017-03-31,8.5106
2017-04-03,-4.1394
2017-04-04,-2.2727
2017-04-05,-6.2791
2017-04-06,1.6129
2017-04-07,3.0525
2017-04-10,-2.0142
2017-04-11,-4.474
2017-04-12,-0.5063
2017-04-13,0.5089
2017-04-17,-0.6179
2017-04-18,-0.7793
2017-04-19,-1.6688
2017-04-20,2.8721
2017-04-21,-7.9949
2017-04-24,1.3793
2017-04-25,0.0
2017-04-26,0.4677
2017-04-27,-5.0698
2017-04-28,1.1394
2017-05-01,2.2585
2017-05-02,-2.3448
2017-05-03,-1.1299
2017-05-04,-2.1429
2017-05-05,6.8613
2017-05-08,3.6885
2017-05-09,5.4018
2017-05-10,-9.5
2017-05-11,-0.5525
2017-05-12,0.3038
2017-05-15,8.2821
2017-05-16,2.3018
2017-05-17,-0.625
2017-05-18,-7.7987
2017-05-19,3.1378
2017-05-22,-7.4074
2017-05-23,0.4286
2017-05-24,-3.5562
2017-05-25,2.5074
2017-05-26,-2.5899
2017-05-30,-2.5111
2017-05-31,0.303
2017-06-01,-0.3021
2017-06-02,3.4848
2017-06-05,1.7570000000000001
2017-06-06,-5.036
2017-06-07,-6.9697
2017-06-08,1.3029
2017-06-09,5.4662
2017-06-12,-5.9451
2017-06-13,-0.9724
2017-06-14,7.856
2017-06-15,-8.346
2017-06-16,-3.1457
