ticker,EIHC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-12-20,-16.6667
2006-12-22,0.0
2006-12-26,-20.0
2006-12-27,-5.5556
2006-12-29,-11.7647
2007-01-03,-33.3333
2007-01-04,0.0
2007-01-05,-30.0
2007-01-08,28.5714
2007-01-10,-27.7778
2007-01-11,15.3846
2007-01-12,0.0
2007-01-16,26.6667
2007-01-17,-15.7895
2007-01-18,-25.0
2007-01-22,25.0
2007-01-23,0.0
2007-01-24,1.3333
2007-01-29,5.2632
2007-01-30,1.25
2007-01-31,4.9383
2007-02-01,11.7647
2007-02-02,73.6842
2007-02-05,7.8788
2007-02-06,1.1236
2007-02-07,37.2222
2007-02-08,35.6275
2007-02-09,-7.4627
2007-02-12,-8.0645
2007-02-13,-5.2632
2007-02-14,0.0
2007-02-15,-1.8519
2007-02-16,-4.1509
2007-02-20,-9.4488
2007-02-21,-4.3478
2007-02-22,-9.0909
2007-02-23,0.0
2007-02-26,0.0
2007-02-27,-7.5
2007-02-28,8.1081
2007-03-01,-2.5
2007-03-02,-2.5641
2007-03-05,-5.2632
2007-03-06,-22.2222
2007-03-07,4.2857
2007-03-08,-0.6849
2007-03-09,-3.4483
2007-03-12,0.0
2007-03-13,7.1429
2007-03-14,7.3333
2007-03-15,-0.6211
2007-03-16,0.0
2007-03-20,3.125
2007-03-21,-1.2121
2007-03-22,1.227
2007-03-26,9.0909
2007-03-27,-2.7778
2007-03-28,-2.8571
2007-03-29,-11.7647
2007-03-30,6.6667
2007-04-02,12.5
2007-04-03,-2.7778
2007-04-04,-14.2857
2007-04-05,3.3333
2007-04-09,-0.6452
2007-04-10,0.6494
2007-04-11,0.0
2007-04-12,0.0
2007-04-13,-3.2258
2007-04-16,6.6667
2007-04-17,0.0
2007-04-20,3.125
2007-04-23,0.0
2007-04-24,0.0
2007-04-25,3.0303
2007-04-26,11.7647
2007-04-27,0.0
2007-04-30,-10.0
2007-05-02,-0.5848
2007-05-03,0.0
2007-05-04,0.0
2007-05-07,0.0
2007-05-08,4.7059
2007-05-09,-4.4944
2007-05-10,0.0
2007-05-11,2.3529
2007-05-14,-1.7241
2007-05-15,-1.7544
2007-05-16,-2.9762
2007-05-17,1.227
2007-05-18,0.0
2007-05-21,-3.0303
2007-05-22,0.0
2007-05-23,-3.125
2007-05-24,-3.871
2007-05-25,-6.0403
2007-05-29,0.0
2007-05-30,0.0
2007-05-31,0.0
2007-06-01,3.5714
2007-06-04,-4.1379
2007-06-05,-2.8777
