ticker,RBYC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-02-05,100.0
2007-02-06,0.0
2007-03-05,0.0
2007-03-23,0.0
2007-04-04,0.0
2007-04-19,0.0
2007-04-23,-25.0
2007-04-25,33.3333
2007-11-07,50.0
2007-11-13,-16.6667
2007-11-14,0.0
2007-12-17,-20.0
2008-09-26,-25.0
2008-12-19,-66.6667
2009-01-12,0.0
2009-01-21,0.0
2009-01-22,40.0
2009-02-04,-28.5714
2009-02-10,0.0
2009-02-17,0.0
2009-02-20,0.0
2009-02-24,-20.0
2009-02-25,25.0
2009-03-03,0.0
2009-03-12,0.0
2009-03-19,-30.0
2009-04-17,42.8571
2009-04-22,0.0
2009-04-24,0.0
2009-04-29,100.0
2009-05-04,0.0
2009-05-19,0.0
2009-05-29,0.0
2009-06-01,0.0
2009-06-02,0.0
2009-06-03,0.0
2009-06-04,10.0
2009-06-05,0.0
2009-06-12,0.0
2009-06-17,18.1818
2009-07-27,-30.7692
2009-08-24,0.0
2009-10-07,-44.4444
2009-11-03,0.0
2009-11-04,20.0
2009-11-09,116.6667
2009-11-10,-19.2308
2009-11-13,23.8095
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,0.0
2009-11-20,7.6923
2009-11-24,21.4286
2009-11-30,-11.7647
2009-12-02,0.0
2009-12-04,26.6667
2009-12-07,-21.0526
2009-12-09,6.6667
2009-12-10,0.0
2009-12-14,6.25
2009-12-15,-5.8824
2009-12-17,-18.75
2009-12-18,-15.3846
2009-12-21,13.6364
2009-12-23,-4.0
2009-12-31,12.5
2010-01-06,25.9259
2010-01-07,0.0
2010-01-08,2.9412000000000003
2010-01-11,-14.2857
2010-01-12,13.3333
2010-01-13,0.0
2010-01-19,17.647100000000002
2010-01-20,-15.0
2010-01-21,17.647100000000002
2010-01-25,-5.0
2010-01-26,-21.0526
2010-01-27,26.6667
2010-01-28,0.0
2010-01-29,5.2632
2010-02-01,25.0
2010-02-02,-4.0
2010-02-03,4.1667
2010-02-04,-3.0
2010-02-05,3.0928
2010-02-09,-2.0
2010-02-10,2.0408
2010-02-11,4.0
2010-02-16,-9.6154
2010-02-26,31.9149
2010-03-01,12.9032
2010-03-02,-14.2857
2010-03-03,16.6667
2010-03-04,0.0
2010-03-08,14.2857
2010-03-09,-12.5
2010-03-10,0.0357
2010-03-11,-0.0357
2010-03-15,-7.1429
2010-03-16,7.6923
2010-03-17,2.8571
2010-03-18,-5.5556
2010-03-19,0.0
2010-03-22,-11.7647
