ticker,MPX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-03-01,-8.6957
2001-03-02,-3.5714
2001-03-05,-10.8642
2001-03-06,-8.5873
2001-03-07,-9.3939
2001-03-08,12.0401
2001-03-09,4.4776
2001-03-12,-1.4285999999999999
2001-03-13,-12.1739
2001-03-14,-9.2409
2001-03-15,5.4545
2001-03-16,0.0
2001-03-19,-1.7241
2001-03-20,0.0
2001-03-21,-3.5088
2001-03-22,-1.0909
2001-03-23,0.0
2001-03-26,-11.3971
2001-03-27,16.1826
2001-03-28,0.0
2001-03-29,3.5714
2001-03-30,-8.6207
2001-04-02,1.8868
2001-04-03,-3.7037
2001-04-04,3.8462
2001-04-05,15.5556
2001-04-09,-2.2436
2001-04-10,6.5574
2001-04-11,-1.5385
2001-04-12,-1.5625
2001-04-16,6.3492
2001-04-17,7.4627
2001-04-18,0.0
2001-04-19,2.7778
2001-04-20,1.6216
2001-04-23,0.0
2001-04-24,2.3936
2001-04-25,1.2987
2001-04-26,0.0
2001-04-27,1.5385
2001-04-30,4.2929
2001-05-01,0.2421
2001-05-02,5.0725
2001-05-03,2.2989
2001-05-04,-0.2247
2001-05-07,-2.027
2001-05-08,3.6782
2001-05-09,-6.4588
2001-05-10,-2.3810000000000002
2001-05-11,0.2439
2001-05-14,-1.4599
2001-05-15,0.0
2001-05-16,0.0
2001-05-17,2.4691
2001-05-18,-1.2048
2001-05-21,0.0
2001-05-22,3.4146
2001-05-23,0.2358
2001-05-24,0.9412
2001-05-25,0.2331
2001-05-29,-1.1628
2001-05-30,3.5294
2001-05-31,0.0
2001-06-01,0.4545
2001-06-04,1.3575
2001-06-05,3.7946
2001-06-06,-5.3763
2001-06-07,1.1364
2001-06-08,1.1236
2001-06-12,-3.1111
2001-06-13,-2.5229
2001-06-14,0.2353
2001-06-15,-0.2347
2001-06-18,0.0
2001-06-19,0.0
2001-06-20,-1.1764999999999999
2001-06-21,1.1905000000000001
2001-06-22,1.1764999999999999
2001-06-26,-0.9302
2001-06-27,0.0
2001-06-28,-0.2347
2001-06-29,0.0
2001-07-02,3.5294
2001-07-03,-1.1364
2001-07-05,0.0
2001-07-06,2.2989
2001-07-09,-1.1236
2001-07-10,-1.1364
2001-07-12,0.0
2001-07-13,1.1494
2001-07-16,3.4091
2001-07-17,-1.0989
2001-07-19,0.0
2001-07-20,1.1111
2001-07-23,-0.2198
2001-07-24,2.4229
2001-07-25,2.1505
2001-07-26,-0.4211
2001-07-27,0.4228
2001-07-31,2.1053
